"0","#La moda es 3000 con 26 personas"
"0","atipicos_superiores<-quantile(DFC$exp_sueldo,0.75,na.rm=T)+1.5*IQR(DFC$exp_sueldo,na.rm=T)"
"0","DFC %>% filter(exp_sueldo >atipicos_superiores) ->DFC1_superiores"
"0","atipicos_inferiores<-quantile(DFC$exp_sueldo,0.25,na.rm=T)-1.5*IQR(DFC$exp_sueldo,na.rm=T)"
"0","DFC %>% filter(exp_sueldo <atipicos_inferiores) ->DFC1_inferiores"
"0","#Ahora quitamos los datos atípicos"
"0","DFC %>% filter(exp_sueldo<=atipicos_superiores & exp_sueldo>=atipicos_inferiores) ->DFCSIN"
"0","mean(DFCSIN$exp_sueldo,na.rm=T)"
"1","[1]"
"1"," 2837.52"
"1","
"
