FECHA_CORTE;NRO_REPORTE;FECHA_ACC;AÑO;MES;HORA_ACC;MODALIDAD_ACC;CANT_FALLECIDOS;CANT_HERIDOS;LATITUD;LONGITUD;PROGRESIVA;CODIGO_VIA;DEPARTAMENTO;REGIONES NATURALES;PROVINCIA;DISTRITO
20211130;036.01-036.2020 CC;20200101;2020;Enero;02:30:00;DESPISTE;0;2;-5.903333;-78.161667;263.8;PE-5N;AMAZONAS;SELVA;UTCUBAMBA;JAMALCA
20211130;004.01-004.2020 CC;20200101;2020;Enero;06:20:00;CHOQUE;0;2;-9.531989;-77.53193;16;;ANCASH;COSTA;HUARAZ;HUARAZ
20211130;001.01-001.2020 SC;20200101;2020;Enero;23:40:00;CHOQUE;0;0;-15.45674;-74.866607;521;PE-1S;AREQUIPA;COSTA;CARAVELI;LOMAS
20211130;002.01-002.2020 CC;20200101;2020;Enero;07:45:00;DESPISTE;0;1;-10.824119;-76.199915;103.1;PE-3N;PASCO;SIERRA;PASCO;VICCO
20211130;005.01-005.2020 CC;20200102;2020;Enero;00:40:00;CHOQUE;2;6;-10.201361;-78.050778;275;PE-1N;ANCASH;COSTA;HUARMEY;HUARMEY
20211130;007.01-007.2020 CC;20200102;2020;Enero;12:50:00;DESPISTE;2;16;-17.075787;-71.739615;6;PE-1SJ;AREQUIPA;COSTA;ISLAY;COCACHACRA
20211130;008.01-008.2020 CC;20200102;2020;Enero;16:00:00;CHOQUE;4;3;-16.012389;-71.282278;131;PE-34A;AREQUIPA;COSTA;AREQUIPA;SAN JUAN DE TARUCANI
20211130;012.01.012.2020 SC;20200102;2020;Enero;11:00:00;ESPECIAL;0;0;-16.4067623;-71.601155;34;PE-34A;AREQUIPA;COSTA;AREQUIPA;CERRO COLORADO
20211130;035.01-035.2020 CC;20200102;2020;Enero;16:30:00;CHOQUE;0;3;-16.447877;-71.698479;18;PE-34A;AREQUIPA;COSTA;AREQUIPA;UCHUMAYO
20211130;013.01-013.2020 CC;20200102;2020;Enero;13:00:00;CHOQUE;0;3;-11.589461;-76.064664;148;PE-22;JUNIN;SIERRA;YAULI;MOROCOCHA
20211130;006.01-006.2020 CC;20200102;2020;Enero;12:00:00;DESPISTE;0;3;-12.019944;-76.873889;0;;LIMA;COSTA;LIMA;ATE
20211130;007.02-117.2020 CC;20200102;2020;Enero;00:40:00;CHOQUE;0;1;-11.8134506;-76.35518288;81.5;PE-22;LIMA;COSTA;HUAROCHIRI;MATUCANA
20211130;034.03-270.2020 CC;20200102;2020;Enero;11:15:00;DESPISTE;0;1;-12.714;-76.628;90;PE-1S;LIMA;COSTA;CAÑETE;MALA
20211130;011.01-011.2020 CC;20200102;2020;Enero;23:50:00;DESPISTE;3;41;-14.329417;-69.466444;226;PE-34H;PUNO;SIERRA;SANDIA;SANDIA
20211130;004.01-004.2020 SC;20200103;2020;Enero;01:00:00;DESPISTE;0;0;-13.358104;-74.752054;233;PE-28A;AYACUCHO;SIERRA;CANGALLO;PARAS
20211130;015.01-015.2020 CC;20200103;2020;Enero;23:30:00;DESPISTE;0;1;-14.274049;-71.572915;21.95;CU-1596;CUSCO;SIERRA;CHUMBIVILCAS;LIVITACA
20211130;003.01-003.2020 SC;20200103;2020;Enero;11:29:00;CHOQUE;0;0;-11.602411;-76.124274;141;PE-22;JUNIN;SIERRA;YAULI;MOROCOCHA
20211130;009.01-009.2020 CC;20200103;2020;Enero;02:25:00;CHOQUE;0;4;-12.63525;-76.669833;81.5;PE-1S;LIMA;COSTA;CAÑETE;SAN ANTONIO
20211130;012.01-012.2020 CC;20200103;2020;Enero;23:45:00;CHOQUE;0;1;-11.307937;-77.487709;123.5;PE-1N;LIMA;COSTA;HUAURA;HUACHO
20211130;065.02-149.2020 SC;20200103;2020;Enero;05:51:00;CHOQUE;0;0;-12.5649126;-76.70395255;70;PE-1S;LIMA;COSTA;CAÑETE;SAN ANTONIO
20211130;010-01-010-2020 CC;20200103;2020;Enero;06:50:00;CHOQUE;0;1;-15.681516;-70.548966;244;PE-34A;PUNO;SIERRA;LAMPA;SANTA LUCIA
20211130;016.01-016.2020 CC;20200104;2020;Enero;18:30:00;DESPISTE;0;1;-7.07943745;-78.67938405;62.7;PE-08A;CAJAMARCA;SIERRA;SAN PABLO;TUMBADEN
