"0","tabla <- data.frame(Variables = c('IT', 'NPN', 'NPI', 'TUUAN','TUUAI'),"
"0","                    Media = c(mean(DF$IT, na.rm=T), "
"0","                              mean(DF$NPN, na.rm = T), "
"0","                              mean(DF$NPI, na.rm= T),"
"0","                              mean(DF$TUUAN, na.rm= T),"
"0","                              mean(DF$TUUAI, na.rm= T)),"
"0","                    "
"0","                    Mediana = c(median(DF$IT, na.rm=T), "
"0","                                median(DF$NPN, na.rm = T), "
"0","                                median(DF$NPI, na.rm= T),"
"0","                                median(DF$TUUAN, na.rm = T), "
"0","                                median(DF$TUUAI, na.rm= T)), "
"0","                    "
"0","                    Desviacion = c(sd(DF$IT, na.rm=T), "
"0","                                   sd(DF$NPN, na.rm = T), "
"0","                                   sd(DF$NPI, na.rm= T), "
"0","                                   sd(DF$TUUAN, na.rm = T), "
"0","                                   sd(DF$TUUAI, na.rm= T)), "
"0","                    "
"0","                    Varianza = c(var(DF$IT, na.rm = T), "
"0","                                 var(DF$NPN, na.rm = T), "
"0","                                 var(DF$NPI, na.rm = T), "
"0","                                 var(DF$TUUAN, na.rm = T), "
"0","                                 var(DF$TUUAI, na.rm = T)),"
"0","                    "
"0","                    RangoIntercuartil = c(IQR(DF$IT, na.rm = T), "
"0","                                        IQR(DF$NPN, na.rm = T), "
"0","                                        IQR(DF$NPI, na.rm = T), "
"0","                                        IQR(DF$TUUAN, na.rm = T), "
"0","                                        IQR(DF$TUUAI, na.rm = T)),"
"0","                    "
"0","                    CoeficienteVariacion = c(cv(DF$IT), "
"0","                                 cv(DF$NPN), "
"0","                                 cv(DF$NPI),"
"0","                                 cv(DF$NPN), "
"0","                                 cv(DF$NPI)))"
"0","tabla"
