"0","table(DFC$exp_sueldo) "
"1","
"
"1","   3 "
"1"," 500 "
"1"," 600 "
"1","1000 "
"1","1100 "
"1","1200 "
"1","1300 "
"1","1500 "
"1","1550 "
"1","1600 "
"1","1800 "
"1","2000 "
"1","2300 "
"1","2500 "
"1","2800 "
"1","3000 "
"1","3500 "
"1","
"
"1","   1 "
"1","   1 "
"1","   1 "
"1","  11 "
"1","   1 "
"1","   4 "
"1","   1 "
"1","  12 "
"1","   1 "
"1","   1 "
"1","   1 "
"1","  23 "
"1","   1 "
"1","  17 "
"1","   3 "
"1","  26 "
"1","   4 "
"1","
"
"1","4000 "
"1","4500 "
"1","4800 "
"1","5000 "
"1","5200 "
"1","6000 "
"1","7000 "
"1","7900 "
"1","8000 "
"1","
"
"1","  12 "
"1","   3 "
"1","   1 "
"1","  19 "
"1","   1 "
"1","   1 "
"1","   2 "
"1","   1 "
"1","   3 "
"1","
"
