Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Aguaje,7,6,6,7,Bandeja,10.00,28.50,29.50,28.64
Aguaymanto,2,2,2,2,Kilogramo,1.00,3.58,3.65,3.67
Albaricoque,6,7,6,7,Kilogramo,1.00,3.18,3.08,3.30
Anona,5,5,4,,Cajon,10.00,31.75,31.75,29.79
Arándano,2,2,2,3,Kilogramo,1.00,6.50,6.75,7.18
Caimito (Selva),6,7,5,5,Cajon,10.00,29.75,31.75,29.35
Camu Camu,1,1,,1,Bolsa,1.00,7.25,7.75,6.79
Carambola,16,14,12,14,Cajon,10.00,16.50,16.75,16.43
Chirimoya Criolla O Huayco,4,4,,4,Kilogramo,1.00,4.93,4.88,5.10
Chirimoya Cumbe,15,16,13,13,Kilogramo,1.00,5.08,5.00,5.22
Ciruela Nectarina (Importada),10,7,9,8,Cajon,10.00,56.25,55.75,56.32
Ciruela Roja/Criolla,17,22,17,30,Bandeja,15.00,30.75,30.75,30.82
Ciruela Santa Rosa/Nacional,7,9,8,6,Cajon,10.00,33.25,33.75,32.21
Coco,13,10,13,14,Unidad,1.50,1.58,1.58,1.62
Cocona,11,11,11,15,Bandeja,15.00,24.50,26.25,23.75
Fresa San Andreas,38,38,33,47,Kilogramo,1.00,3.83,3.85,3.67
Granada,18,13,11,15,Jaba,16.00,30.75,29.75,31.07
Granadilla (Costa),4,6,7,12,Ciento,8.00,22.75,22.25,23.18
Granadilla (Selva),39,50,36,41,Cajon,13.00,31.25,31.25,32.61
Guanabana (Costa),4,3,,4,Kilogramo,1.00,4.48,4.58,4.55
Guanabana (Selva),5,4,5,4,Kilogramo,1.00,5.13,5.25,5.15
Higo Maduro,4,5,4,5,Cajon,7.00,35.75,36.25,35.50
Lima Dulce,4,5,5,6,Kilogramo,1.00,2.68,2.63,2.65
Limon Dulce - Selva,10,11,10,9,Jaba,20.00,27.50,26.75,28.32
Lucuma Beltran,4,2,3,3,Kilogramo,1.00,4.35,4.28,4.32
Lucuma De Seda,4,3,4,6,Kilogramo,1.00,4.25,4.18,4.22
Lulo,5,5,4,5,Cajon,10.00,24.75,25.25,24.64
Mamey,6,7,6,8,Kilogramo,1.00,3.48,3.58,3.50
Mandarina Satsuma,110,128,107,105,Kilogramo,1.00,2.33,2.30,2.36
Mandarina Tangerina,27,21,17,21,Jaba,16.00,21.50,20.75,20.86
Mango Criollo,51,17,29,30,Kilogramo,1.00,1.38,1.38,1.37
Mango Edward,38,20,45,72,Bandeja,17.00,24.25,25.50,23.07
Mango Haden /Hayde,45,17,33,48,Kilogramo,1.00,1.38,1.50,1.35
Mango Kafro,44,45,29,24,Bandeja,17.00,18.25,17.75,17.39
Mango Kent,76,60,41,37,Kilogramo,1.00,1.43,1.38,1.32
Mango Rosado,23,26,14,16,Jaba,20.00,19.25,18.75,20.36
Manzana Cte/Para Agua,25,43,26,34,Cajon,24.00,22.50,22.75,22.89
Manzana Delicia,90,80,73,78,Cajon,24.00,55.25,55.75,53.89
Manzana Golden,6,14,8,7,Kilogramo,1.00,1.93,1.95,2.12
Manzana Importada,17,13,14,17,Caja,20.00,86.50,86.50,87.39
Manzana Israel,57,50,47,55,Kilogramo,1.00,0.88,0.90,0.88
Manzana Winter,10,12,12,10,Cajon,24.00,43.75,44.50,44.57
Maracuya,15,14,14,12,Kilogramo,1.00,1.88,1.78,2.17
Melocoton Blanquillo,23,22,17,18,Cajon,12.00,40.00,38.75,41.07
Melocoton Durazno Huayco,32,43,28,33,Cajon,12.00,40.50,39.50,41.46
Melon Coquito,46,52,41,49,Bandeja,12.00,9.00,8.50,8.75
Melon Esmeralda,6,10,,11,Cajon,10.00,15.25,14.75,14.82
Membrillo Criollo,15,14,14,15,Kilogramo,1.00,2.35,2.38,2.32
Membrillo Serrano,22,19,20,21,Cajon,24.00,57.25,56.75,57.21
Naranja Primavera,17,28,25,31,Kilogramo,1.00,1.53,1.53,1.50
Naranja Tangelo Selva,73,78,53,53,Jaba,22.00,34.50,34.75,34.43
Naranja Valencia,182,174,143,144,Jaba,24.00,26.75,27.25,25.96
Naranja Washington Naval,20,27,19,21,Kilogramo,1.00,2.33,2.33,2.36
