Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Aguaje,5,3,,,Bandeja,10.00,29.25,28.50,28.36
Aguaymanto,3,2,3,2,Kilogramo,1.00,3.85,3.75,3.81
Albaricoque,8,4,7,6,Kilogramo,1.00,2.88,3.00,2.87
Arándano,2,3,3,3,Kilogramo,1.00,5.83,5.85,6.00
Caimito (Selva),,4,,,Cajon,10.00,32.25,32.25,32.25
Camu Camu,1,1,1,1,Bolsa,1.00,5.25,5.20,5.60
Carambola,6,10,10,13,Cajon,10.00,13.75,14.25,13.54
Chirimoya Criolla O Huayco,5,3,3,4,Kilogramo,1.00,3.25,3.23,3.26
Chirimoya Cumbe,15,16,15,16,Kilogramo,1.00,3.38,3.35,3.36
Ciruela Nectarina (Importada),7,8,10,8,Cajon,10.00,57.75,56.75,56.93
Ciruela Santa Rosa/Nacional,7,7,6,7,Cajon,10.00,28.75,28.75,28.75
Coco,15,13,9,10,Unidad,1.50,1.53,1.58,1.47
Cocona,9,19,13,20,Bandeja,15.00,22.75,23.25,23.07
Fresa Cama Rosa,7,14,10,,Kilogramo,1.00,4.10,3.98,4.24
Fresa Sabrina,9,21,,,Kilogramo,1.00,4.28,4.23,4.34
Fresa San Andreas,26,36,33,52,Kilogramo,1.00,3.63,3.63,3.80
Granadilla (Costa),13,11,9,8,Ciento,8.00,22.25,22.25,22.18
Granadilla (Selva),21,51,39,50,Cajon,13.00,33.25,33.50,34.57
Guanabana (Costa),5,8,5,,Kilogramo,1.00,3.43,3.45,3.37
Guanabana (Selva),4,5,4,4,Kilogramo,1.00,3.58,3.58,3.61
Kake/Kaki,2,2,,2,Cajon,10.00,60.75,60.75,59.43
Kiwi Importado Chileno,7,7,7,7,Caja,12.00,91.50,88.50,92.32
Lima Dulce,6,6,6,7,Kilogramo,1.00,2.45,2.43,2.42
Limon Dulce - Selva,12,9,11,11,Jaba,20.00,25.25,25.25,25.07
Lucuma Beltran,3,4,3,3,Kilogramo,1.00,4.35,4.35,4.28
Lucuma De Seda,3,4,4,4,Kilogramo,1.00,4.28,4.28,4.36
Mandarina Clementina,28,13,23,31,Kilogramo,1.00,1.60,1.58,1.55
Mandarina Dancy,18,35,22,,Kilogramo,1.00,1.55,1.53,1.54
Mandarina Invicta,30,17,,,Kilogramo,1.00,1.45,1.45,1.45
Mandarina Malvacea,31,29,34,49,Kilogramo,1.00,1.48,1.48,1.53
Mandarina Murcott,48,55,30,38,Kilogramo,1.00,1.35,1.35,1.42
Mandarina Nova,22,25,27,30,Kilogramo,1.00,1.45,1.45,1.45
Mandarina Satsuma,14,15,28,40,Kilogramo,1.00,1.48,1.48,1.53
Mandarina Tangerina,10,16,14,17,Jaba,16.00,10.00,10.00,10.29
Mango Criollo,16,33,17,19,Kilogramo,1.00,4.03,3.98,4.18
Mango Edward,4,11,6,6,Kilogramo,1.00,6.43,6.35,6.33
Mango Haden /Hayde,6,10,6,6,Kilogramo,1.00,5.93,5.85,6.03
Mango Kafro,5,3,6,5,Kilogramo,1.00,6.43,6.38,6.48
