Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Aguaje,4,4,5,4,Bandeja,10.00,37.50,37.50,36.93
Aguaymanto,2,2,2,1,Kilogramo,1.00,4.15,4.38,4.16
Albaricoque,7,4,7,4,Kilogramo,1.00,3.43,3.45,3.38
Anona,5,,4,4,Cajon,10.00,24.50,,24.18
Arándano,1,2,1,1,Kilogramo,1.00,21.25,19.25,22.71
Camu Camu,1,1,1,,Bolsa,1.00,5.50,5.50,5.68
Carambola,8,11,10,6,Cajon,10.00,14.25,15.75,13.75
Chirimoya Criolla O Huayco,3,2,4,4,Kilogramo,1.00,2.35,2.28,2.37
Chirimoya Cumbe,15,11,14,9,Kilogramo,1.00,2.33,2.28,2.38
Ciruela Nectarina (Importada),6,7,8,6,Cajon,10.00,56.50,56.75,56.18
Ciruela Roja/Criolla,10,7,12,14,Bandeja,15.00,32.25,31.25,31.36
Ciruela Santa Rosa/Nacional,6,6,7,,Cajon,10.00,37.25,35.75,37.21
Coco,7,8,9,11,Unidad,1.50,1.55,1.63,1.58
Cocona,11,8,13,10,Bandeja,15.00,19.00,21.25,19.18
Datil Melado,3,3,,,Cajon,10.00,46.25,45.75,46.79
Fresa San Andreas,19,9,25,17,Kilogramo,1.00,5.83,5.83,5.74
Granada,23,30,25,16,Caja Madera,12.00,20.50,20.75,19.96
Granadilla (Costa),6,5,7,5,Ciento,8.00,20.25,20.50,19.71
Granadilla (Selva),36,26,36,29,Cajon,13.00,28.75,30.25,28.11
Guanabana (Costa),3,5,,4,Kilogramo,1.00,3.93,3.70,3.98
Guanabana (Selva),5,3,5,4,Kilogramo,1.00,4.23,4.08,4.16
Guayaba,4,5,5,6,Cajon,10.00,23.50,22.25,23.50
Higo Maduro,3,3,3,4,Cajon,7.00,42.25,43.25,41.61
Kake/Kaki,3,4,4,4,Cajon,10.00,48.50,47.75,49.11
Kiwi Importado Chileno,6,7,7,6,Caja,12.00,76.50,75.75,78.57
Lima Dulce,4,4,4,4,Kilogramo,1.00,2.25,2.28,2.25
Limon Dulce - Selva,9,8,10,8,Jaba,20.00,24.50,23.75,24.25
Lucuma Beltran,2,3,3,3,Kilogramo,1.00,4.63,4.53,4.54
Lucuma De Seda,2,3,3,3,Kilogramo,1.00,4.43,4.48,4.40
Mamey,6,7,6,5,Kilogramo,1.00,3.13,3.18,3.12
Mandarina Clementina,14,34,27,,Kilogramo,1.00,1.65,1.63,1.66
Mandarina Primosole,16,21,26,,Kilogramo,1.00,1.65,1.63,1.68
Mandarina Satsuma,75,59,81,62,Kilogramo,1.00,1.43,1.43,1.45
Mandarina Tangerina,15,12,17,14,Jaba,16.00,15.25,15.25,14.75
Mango Haden /Hayde,4,4,,5,Kilogramo,1.00,2.18,2.18,2.10
Mango Kafro,12,12,15,12,Bandeja,17.00,23.25,23.25,22.07
Mango Kent,22,22,19,34,Kilogramo,1.00,2.15,2.18,2.06
Manzana Cte/Para Agua,37,22,34,26,Cajon,24.00,22.75,22.25,22.96
Manzana Delicia,79,54,81,76,Cajon,24.00,54.00,54.75,55.21
Manzana Golden,9,8,10,9,Kilogramo,1.00,1.93,1.95,1.89
Manzana Importada,11,12,13,13,Caja,20.00,77.75,76.50,79.43
Manzana Israel,18,18,21,22,Kilogramo,1.00,2.13,2.08,2.08
Manzana Winter,10,9,12,10,Cajon,24.00,44.25,44.75,43.79
Maracuya,14,12,13,10,Kilogramo,1.00,1.73,1.75,1.66
Melocoton Blanquillo,10,19,23,26,Cajon,12.00,32.50,33.50,32.57
Melocoton Durazno Huayco,25,25,34,34,Cajon,12.00,31.50,31.75,31.64
Melon Coquito,27,20,42,40,Bandeja,12.00,12.75,12.75,12.25
Membrillo Criollo,18,14,14,9,Kilogramo,1.00,1.53,1.53,1.54
Membrillo Serrano,22,21,21,17,Cajon,24.00,49.25,49.50,48.96
Naranja Primavera,13,12,18,17,Kilogramo,1.00,1.55,1.53,1.54
Naranja Tangelo Selva,70,31,66,47,Jaba,22.00,33.00,32.75,34.46
Naranja Valencia,140,60,152,85,Jaba,24.00,26.00,25.50,27.00
Naranja Washington Naval,22,19,20,11,Kilogramo,1.00,3.58,3.58,3.74
Noni,5,10,7,5,Kilogramo,1.00,1.73,1.95,1.72
Pacae Criollo,6,12,7,7,Kilogramo,1.00,3.35,3.23,3.31
Pacae De Seda,4,8,4,4,Kilogramo,1.00,3.63,3.65,3.53
Palta Antillana,6,6,7,6,Cajon,12.00,17.25,17.50,17.29
Palta Choquete,5,6,6,6,Cajon,12.00,18.25,17.50,18.68
Palta Criolla,7,9,13,9,Cajon,12.00,17.75,18.25,17.89
Palta Dedo,2,1,4,5,Kilogramo,1.00,3.95,3.93,3.95
Palta Fuerte,34,14,43,35,Kilogramo,1.00,3.93,3.93,4.10
Palta Hall,9,11,13,8,Cajon,12.00,17.25,17.25,17.86
Palta Hass,10,5,9,6,Kilogramo,1.00,3.13,3.13,3.12
Palta Linda,8,5,8,6,Cajon,12.00,26.25,26.25,25.89
Papaya (Costa),11,8,11,9,Cajon,12.00,20.25,21.25,19.21
Papaya (Selva),176,141,179,111,Cajon,12.00,21.75,22.25,20.57
Pepino Rayado O Melon,15,24,27,19,Kilogramo,1.00,2.18,2.25,2.15
Pera Agua Packam Importado,12,12,13,14,Caja,20.00,77.25,75.75,77.25
Piña Criolla (Selva),48,40,49,40,Cajon,12.00,12.25,12.50,12.68
Piña Golden,49,55,63,50,Bandeja,12.00,25.25,25.75,25.14
Piña Hawaiana,43,44,51,43,Kilogramo,1.00,1.08,1.08,1.03
Pitahaya,5,5,5,,Kilogramo,1.00,17.25,16.50,18.11
Platano Bellaco,49,46,67,61,Ciento,35.00,62.25,63.75,62.25
Platano Bizcocho,76,60,85,56,Bandeja,14.00,17.75,18.00,17.46
Platano Isla,80,79,87,82,Ciento,25.00,42.75,42.75,42.39
Platano Manzano,19,22,18,15,Jaba,16.00,19.50,19.75,19.61
Platano Morado,11,10,11,8,Cajon,12.00,29.25,29.25,28.79
Platano Palillo,46,45,53,45,Ciento,35.00,62.75,63.75,61.89
Platano Seda Congo,64,55,79,86,Ciento,20.00,35.25,34.25,35.71
Platano Seda (Selva),23,26,24,22,Ciento,25.00,35.25,33.75,35.18
Sandia,31,77,83,72,Kilogramo,1.00,0.83,0.83,0.83
Tamarindo (Con Cascara),,1,,,Kilogramo,1.00,4.78,4.75,4.73
Tamarindo (Sin Cascara),,,,,Kilogramo,1.00,5.73,5.75,5.62
Toronja Costa,11,12,19,16,Jaba,22.00,26.50,26.25,26.79
Toronja Selva,13,11,12,9,Cajon,12.00,15.50,16.50,15.86
Tumbo,3,2,4,3,Kilogramo,1.00,2.43,2.38,2.40
Tuna Amarilla,10,14,8,9,Kilogramo,1.00,2.33,2.43,2.32
Tuna Blanca,10,7,9,9,Kilogramo,1.00,2.48,2.48,2.44
Tuna Morada/Rosada,7,5,9,10,Kilogramo,1.00,2.35,2.43,2.33
Uva Alfonso Lavalett,12,10,13,11,Jaba,12.00,20.00,20.25,20.11
Uva Fley,7,6,,,Jaba,12.00,25.25,25.25,25.25
Uva Italia,10,11,16,16,Jaba,12.00,29.75,30.75,29.21
Uva Palestina,9,7,9,8,Jaba,12.00,34.50,34.75,34.07
Uva Red Globe,31,22,33,28,Jaba,12.00,26.00,26.75,25.46
Uva Rosada,10,7,8,7,Jaba,12.00,33.50,33.75,33.18
Uva Superior,8,8,,,Jaba,12.00,46.25,45.50,46.00
Yacon (Llacon),3,4,4,3,Kilogramo,1.00,1.73,1.68,1.71
Zapote,6,5,6,5,Cajon,10.00,23.25,23.75,22.57
