Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Acelga,,2,,,Atado,1.00,2.25,2.25,2.15
Aji Amarillo Seco,25,3,,,Kilogramo,1.00,10.63,10.75,10.52
Aji Escabeche Fresco,25,56,78,73,Kilogramo,1.00,2.25,2.58,2.07
Aji Montaña,,,,,Kilogramo,1.00,5.00,5.50,4.36
Aji Paprika,,3,,,Kilogramo,1.00,8.44,8.50,8.67
Aji Rocoto,46,99,84,84,Cajon,18.00,80.00,91.25,65.89
Aji Seco Panca,17,43,16,44,Kilogramo,1.00,7.56,7.50,7.55
Ajo Criollo O Napuri,197,254,143,165,Kilogramo,1.00,3.71,3.60,4.29
Ajo Morado,33,,,,Kilogramo,1.00,6.76,6.70,6.91
Albahaca,8,5,9,5,Atado,0.65,2.25,2.25,2.20
Alcachofa,,,,,Docena,4.00,15.50,15.50,16.86
Apio,59,23,55,25,Atado,3.00,1.69,1.63,2.17
Arveja Verde Americana,113,28,99,46,Kilogramo,1.00,2.99,3.15,3.22
Arveja Verde Blanca Serrana,43,19,37,19,Kilogramo,1.00,2.63,3.00,2.63
Berenjena,,,,,Docena,2.50,14.25,13.50,16.46
Beterraga,38,1,31,4,Atado,0.75,0.74,0.78,0.76
Brocoli,38,20,35,23,Kilogramo,1.00,2.25,2.88,1.96
Caigua (Selva),,,,,Cajon,12.00,20.38,18.25,20.80
Camote Amarillo,290,50,210,81,Kilogramo,1.00,1.13,1.14,1.07
Camote Morado,11,8,56,,Kilogramo,1.00,1.19,1.18,1.22
Cebolla Cabeza Blanca,,45,,,Kilogramo,1.00,1.20,1.20,1.23
Cebolla Cabeza Roja,526,2182,559,1841,Kilogramo,1.00,1.04,1.03,1.02
Cebolla China,24,17,23,11,Atado Grande,1.00,1.75,1.75,1.62
Choclo Tipo Cusco,112,64,,,Ciento,42.00,101.25,105.00,100.18
Col China/Longapa,,13,,,Docena,12.00,56.88,67.50,46.34
Col Corazon,11,,,,Docena,35.00,17.38,17.00,19.20
Coliflor,13,,,,Docena,35.00,22.13,23.00,21.95
Culantro,30,15,33,25,Atado,1.50,1.50,1.75,1.47
Esparrago Fresco,2,1,,,Paquete,0.50,2.94,3.00,2.89
Espinaca,42,20,42,20,Kilogramo,1.00,1.19,1.25,1.22
Frejolito Chino,12,6,12,8,Kilogramo,1.00,1.50,1.50,1.50
Frijol Verde Canario,,,,,Kilogramo,1.00,2.86,3.00,2.76
Haba Verde Serrana,,11,,,Kilogramo,1.00,1.96,2.13,1.93
Hierba Buena,2,,,,Atado,0.85,1.04,1.25,1.05
Holantau/Organica,,,,,Kilogramo,1.00,5.13,5.50,4.91
Huacatay,5,3,5,,Atado,1.00,2.25,2.25,2.20
Kion,60,47,36,,Kilogramo,1.00,3.00,3.00,2.91
Lechuga Americana,157,50,125,31,Docena,6.00,5.50,5.50,5.68
Lechuga Criolla Seda,,,,,Docena,3.00,5.38,5.25,5.41
Lechuga Romana Hidroponica,,,,,Docena,6.00,4.63,4.50,4.95
Limon Sutil Bolsa,111,355,239,342,Bolsa,45.00,49.38,47.50,52.73
Limon Sutil Cajon,320,404,275,414,Cajon,23.00,36.88,36.25,37.45
Maiz Marlo/Coronta De Maiz,,,,,Kilogramo,1.00,10.00,9.75,10.21
Maiz Morado,61,75,70,46,Kilogramo,1.00,1.75,1.73,1.78
Manzana Cte/Para Agua,24,1,39,,Kilogramo,1.00,1.90,1.90,2.14
Maracuya,6,94,63,104,Kilogramo,1.00,1.53,1.48,1.46
Nabo,9,2,8,2,Atado,1.00,2.00,2.25,2.02
Olluco Largo,26,9,35,14,Kilogramo,1.00,3.70,3.93,3.58
Pacchoy,,,,,Docena,6.00,32.25,33.25,31.68
Papa Amarilla,37,41,,,Kilogramo,1.00,2.28,2.28,2.30
Papa Blanca,1160,162,995,234,Kilogramo,1.00,1.49,1.47,1.49
Papa Canchan,106,86,134,16,Kilogramo,1.00,1.54,1.53,1.54
Papa Color,11,55,99,,Kilogramo,1.00,1.54,1.53,1.53
Papa Huamantanga,,,,,Kilogramo,1.00,1.67,1.66,1.76
