Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Aguaje,4,4,7,5,Bandeja,10.00,25.25,25.25,24.00
Aguaymanto,2,2,2,2,Kilogramo,1.00,4.20,4.20,4.45
Albaricoque,4,6,5,5,Kilogramo,1.00,3.25,3.28,3.28
Arándano,2,3,2,2,Kilogramo,1.00,5.25,5.25,5.21
Camu Camu,1,1,2,1,Bolsa,1.00,5.38,6.25,5.52
Carambola,5,9,7,8,Cajon,10.00,20.75,21.25,21.61
Chirimoya Criolla O Huayco,4,5,3,,Kilogramo,1.00,4.28,4.38,4.30
Chirimoya Cumbe,8,16,12,15,Kilogramo,1.00,4.45,4.48,4.47
Ciruela Nectarina (Importada),11,7,8,7,Cajon,10.00,56.50,56.75,55.75
Ciruela Roja/Criolla,9,32,24,22,Bandeja,15.00,26.50,26.50,27.00
Coco,7,13,9,14,Unidad,1.50,1.58,1.58,1.60
Cocona,6,13,9,10,Bandeja,15.00,31.25,31.50,29.79
Fresa Aroma,8,8,8,15,Kilogramo,1.00,2.93,3.00,2.82
Fresa San Andreas,34,54,37,68,Kilogramo,1.00,3.15,3.18,2.97
Granada,8,9,8,,Jaba,16.00,64.25,63.75,71.52
Granadilla (Costa),3,12,8,9,Ciento,8.00,24.25,23.75,24.07
Granadilla (Selva),19,35,34,40,Cajon,13.00,28.25,28.50,28.50
Guanabana (Costa),5,4,4,4,Kilogramo,1.00,4.68,4.68,4.69
Guanabana (Selva),3,5,3,3,Kilogramo,1.00,5.33,5.33,5.22
Higo Maduro,2,3,,3,Cajon,7.00,36.25,35.75,36.68
Kiwi Importado Chileno,7,8,7,7,Caja,12.00,86.25,84.75,86.07
Lima Dulce,3,8,4,5,Kilogramo,1.00,3.18,3.08,3.19
Limon Dulce - Selva,5,11,6,6,Jaba,20.00,33.75,34.75,33.89
Lucuma Beltran,4,3,3,4,Kilogramo,1.00,4.33,4.35,4.45
Lucuma De Seda,4,3,3,3,Kilogramo,1.00,4.33,4.33,4.35
Mamey,6,6,7,8,Kilogramo,1.00,3.08,3.15,3.14
Mandarina Malvacea,8,13,20,21,Kilogramo,1.00,2.23,2.23,2.16
Mandarina Murcott,6,8,8,13,Kilogramo,1.00,2.28,2.28,2.21
Mandarina Rio De Oro,8,13,15,30,Kilogramo,1.00,2.38,2.38,2.36
Mandarina Satsuma,42,61,51,43,Kilogramo,1.00,2.78,2.78,2.79
Mandarina Tangerina,6,13,10,17,Jaba,16.00,17.75,17.75,17.39
Mango Criollo,33,40,45,30,Kilogramo,1.00,1.75,1.75,1.81
Mango Edward,63,114,86,97,Bandeja,17.00,15.25,15.00,15.43
Mango Haden /Hayde,25,42,26,54,Kilogramo,1.00,1.03,1.00,1.03
Mango Kafro,9,11,13,20,Bandeja,17.00,16.75,16.75,17.04
Mango Kent,17,15,14,20,Kilogramo,1.00,1.25,1.25,1.28
Mango Pico De Loro,7,9,12,13,Jaba,16.00,20.75,20.75,21.11
Manzana Cte/Para Agua,17,47,30,38,Cajon,24.00,21.50,22.25,21.43
Manzana Delicia,40,80,65,77,Cajon,24.00,46.00,45.25,47.32
Manzana Golden,6,8,6,7,Kilogramo,1.00,2.18,2.18,2.14
Manzana Importada,12,15,14,16,Caja,20.00,96.50,96.50,96.82
Manzana Israel,42,49,46,54,Kilogramo,1.00,0.78,0.78,0.77
Manzana Winter,12,8,10,9,Cajon,24.00,44.50,43.75,45.21
Maracuya,9,5,10,12,Kilogramo,1.00,2.08,2.13,2.16
Melocoton Blanquillo,10,26,17,20,Cajon,12.00,41.75,41.75,41.79
Melocoton Durazno Huayco,27,32,27,28,Cajon,12.00,43.25,42.50,43.61
Melon Coquito,31,52,31,49,Bandeja,12.00,9.50,9.50,9.46
Melon Esmeralda,5,12,8,,Cajon,10.00,16.50,16.50,16.71
Membrillo Criollo,14,15,12,12,Kilogramo,1.00,2.35,2.35,2.34
Membrillo Serrano,16,22,22,22,Cajon,24.00,56.75,56.75,56.50
Naranja Primavera,11,30,21,29,Kilogramo,1.00,1.38,1.38,1.40
Naranja Tangelo Selva,27,65,43,52,Jaba,22.00,38.25,38.50,36.54
Naranja Valencia,63,175,126,170,Jaba,24.00,23.75,23.75,22.07
Naranja Washington Naval,8,20,17,22,Kilogramo,1.00,2.63,2.55,2.64
Noni,5,7,5,5,Kilogramo,1.00,1.65,1.63,1.61
Pacae De Seda,6,5,,4,Kilogramo,1.00,4.38,4.38,4.40
Palta Criolla,12,14,16,15,Cajon,12.00,23.00,21.25,20.93
Palta Fuerte,31,50,41,38,Kilogramo,1.00,4.15,4.75,4.59
Palta Hall,14,15,14,15,Cajon,12.00,22.50,21.50,22.46
Palta Hass,4,7,8,11,Kilogramo,1.00,4.58,4.58,4.69
Palta Linda,8,10,9,9,Cajon,12.00,27.50,27.50,27.79
Palta Naval,5,4,6,12,Kilogramo,1.00,5.45,5.38,5.51
Palta Queen,5,8,6,8,Kilogramo,1.00,5.38,5.38,5.38
Papaya (Costa),7,11,11,14,Cajon,12.00,20.75,21.75,17.85
Papaya (Selva),112,194,167,192,Cajon,12.00,24.25,24.00,20.04
Pepino Rayado O Melon,28,52,38,45,Kilogramo,1.00,1.38,1.35,1.37
Pera Agua Italiana,10,14,10,7,Jaba,16.00,43.75,43.75,44.04
Pera Agua Packam Importado,11,16,14,15,Caja,20.00,83.75,82.75,83.64
Piña Criolla (Selva),37,49,48,53,Cajon,12.00,15.25,15.25,14.25
Piña Golden,53,89,71,81,Bandeja,12.00,22.75,25.75,22.21
Piña Hawaiana,26,39,42,51,Kilogramo,1.00,1.60,1.60,1.61
Pitahaya,4,6,5,6,Kilogramo,1.00,17.75,19.25,18.11
Platano Bellaco,39,104,87,98,Ciento,35.00,57.25,56.50,56.54
Platano Bizcocho,55,88,90,103,Bandeja,14.00,13.75,13.75,14.18
Platano Isla,71,131,106,133,Ciento,25.00,37.00,37.25,36.82
Platano Manzano,12,20,17,23,Jaba,16.00,16.25,16.25,17.07
Platano Morado,9,10,10,12,Cajon,12.00,27.75,27.75,26.32
Platano Palillo,32,78,43,60,Ciento,35.00,56.25,55.75,56.39
Platano Seda Congo,37,54,51,83,Ciento,20.00,26.25,26.75,26.21
Platano Seda (Selva),16,27,22,28,Ciento,25.00,25.25,26.25,25.46
Sandia,73,93,74,91,Kilogramo,1.00,0.83,0.83,0.83
Tamarindo (Con Cascara),1,1,,1,Kilogramo,1.00,4.75,4.75,4.67
Tamarindo (Sin Cascara),,,,,Kilogramo,1.00,5.75,5.75,5.68
Toronja Costa,15,17,14,,Jaba,22.00,27.50,27.25,27.18
Toronja Selva,6,11,9,11,Cajon,12.00,17.25,16.75,17.36
Tumbo,4,4,4,4,Kilogramo,1.00,2.45,2.48,2.45
Tuna Amarilla,10,11,13,13,Kilogramo,1.00,2.25,2.25,2.28
Tuna Blanca,12,12,13,15,Kilogramo,1.00,2.23,2.23,2.26
Tuna Morada/Rosada,7,10,9,10,Kilogramo,1.00,2.25,2.25,2.28
Uva Alfonso Lavalett,10,16,26,23,Jaba,12.00,22.25,22.50,22.04
Uva Borgoña,6,7,,5,Jaba,12.00,24.25,23.75,24.21
Uva Flame,9,11,13,11,Jaba,12.00,19.00,18.75,18.86
Uva Fley,8,10,12,12,Jaba,12.00,19.50,19.50,19.82
Uva Italia,7,22,17,18,Jaba,12.00,23.25,23.00,23.50
Uva Palestina,9,8,10,7,Jaba,12.00,26.75,26.75,27.04
Uva Pirovano,9,10,12,9,Jaba,12.00,36.75,36.75,37.21
Uva Red Globe,27,34,45,32,Jaba,12.00,23.50,23.25,23.50
Uva Rosada,9,9,11,8,Jaba,12.00,28.75,29.25,28.96
Uva Superior,6,10,11,9,Jaba,12.00,28.75,28.75,28.86
Yacon (Llacon),4,4,4,4,Kilogramo,1.00,1.58,1.58,1.60
