Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Aguaje,3,4,3,3,Bandeja,10.00,37.33,37.25,37.05
Aguaymanto,1,2,2,2,Kilogramo,1.00,3.43,3.38,3.24
Albaricoque,7,12,7,7,Kilogramo,1.00,3.28,3.28,3.17
Arándano,1,1,2,2,Kilogramo,1.00,18.25,18.25,18.71
Camu Camu,1,1,1,1,Bolsa,1.00,5.25,4.75,5.11
Carambola,17,13,13,13,Cajon,10.00,11.75,12.25,12.50
Chirimoya Criolla O Huayco,3,3,,3,Kilogramo,1.00,3.23,3.28,3.29
Chirimoya Cumbe,16,16,15,18,Kilogramo,1.00,3.43,3.50,3.50
Ciruela Nectarina (Importada),8,3,9,11,Cajon,10.00,58.50,58.75,57.96
Ciruela Santa Rosa/Nacional,7,7,7,6,Cajon,10.00,42.75,42.75,43.54
Coco,8,21,10,12,Unidad,1.50,1.63,1.63,1.63
Cocona,19,19,13,12,Bandeja,15.00,14.25,14.25,14.77
Datil Melado,1,2,2,3,Cajon,10.00,43.50,44.25,42.56
Fresa San Andreas,49,20,31,31,Kilogramo,1.00,6.85,6.85,7.01
Granada,18,18,15,35,Jaba,16.00,20.75,20.75,19.68
Granadilla (Costa),7,7,7,8,Ciento,8.00,22.25,22.25,23.39
Granadilla (Selva),46,51,41,37,Cajon,13.00,30.75,30.00,31.64
Guanabana (Costa),8,5,7,6,Kilogramo,1.00,2.45,2.43,2.40
Guanabana (Selva),3,5,5,5,Kilogramo,1.00,2.88,2.93,2.87
Guayaba,5,7,7,5,Cajon,10.00,23.75,23.75,23.61
Higo Maduro,1,1,,2,Cajon,7.00,46.75,47.25,45.54
Kake/Kaki,2,4,,4,Cajon,10.00,58.75,58.75,56.89
Kiwi Importado Chileno,8,7,9,11,Caja,12.00,56.50,56.50,57.54
Lima Dulce,5,11,6,8,Kilogramo,1.00,2.38,2.38,2.38
