Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Aguaje,5,5,8,7,Bandeja,10.00,28.75,28.75,26.75
Aguaymanto,2,2,2,2,Kilogramo,1.00,4.23,4.18,4.18
Albaricoque,5,5,4,4,Kilogramo,1.00,3.28,3.35,3.30
Anona,3,4,4,,Cajon,10.00,31.25,31.25,31.89
Arándano,4,4,3,3,Kilogramo,1.00,5.75,5.75,5.18
Caimito (Selva),3,4,5,,Cajon,10.00,33.75,33.75,35.96
Camu Camu,1,1,1,1,Bolsa,1.00,7.75,7.75,7.93
Carambola,15,7,12,8,Cajon,10.00,18.75,18.75,18.39
Chirimoya Criolla O Huayco,,3,,4,Kilogramo,1.00,4.93,4.93,4.75
Chirimoya Cumbe,12,11,12,12,Kilogramo,1.00,5.08,5.18,4.86
Ciruela Nectarina (Importada),10,6,8,10,Cajon,10.00,56.75,55.75,56.29
Ciruela Roja/Criolla,20,37,21,19,Bandeja,15.00,27.50,27.25,28.57
Ciruela Santa Rosa/Nacional,5,14,7,,Cajon,10.00,33.50,33.50,34.29
Coco,11,14,11,12,Unidad,1.50,1.58,1.58,1.62
Cocona,14,10,13,9,Bandeja,15.00,27.75,25.75,26.43
Fresa Aroma,6,7,9,11,Kilogramo,1.00,3.03,3.05,2.96
Fresa San Andreas,33,57,38,48,Kilogramo,1.00,3.08,3.18,2.97
Granada,10,37,11,7,Jaba,16.00,35.75,35.75,39.00
Granadilla (Costa),5,6,,7,Ciento,8.00,25.75,25.75,25.82
Granadilla (Selva),22,37,34,26,Cajon,13.00,38.75,38.00,38.14
Guanabana (Costa),4,4,4,5,Kilogramo,1.00,4.58,4.58,4.56
Guanabana (Selva),3,4,4,5,Kilogramo,1.00,5.08,5.08,5.05
Higo Maduro,6,4,6,5,Cajon,7.00,38.50,38.25,38.46
Lima Dulce,5,9,4,4,Kilogramo,1.00,2.93,2.88,2.96
Limon Dulce - Selva,6,8,7,8,Jaba,20.00,29.50,29.50,30.71
Lucuma Beltran,2,2,3,3,Kilogramo,1.00,4.43,4.38,4.50
Lucuma De Seda,7,4,5,4,Kilogramo,1.00,4.28,4.33,4.33
Lulo,4,4,4,,Cajon,10.00,26.75,26.75,27.25
Mamey,6,6,6,6,Kilogramo,1.00,3.43,3.38,3.43
Mandarina Satsuma,113,114,93,77,Kilogramo,1.00,2.45,2.43,2.59
Mandarina Tangerina,20,27,23,17,Jaba,16.00,18.25,17.75,18.68
Mango Criollo,28,13,16,32,Kilogramo,1.00,1.45,1.38,1.48
Mango Edward,54,75,57,90,Bandeja,17.00,22.50,22.75,23.18
Mango Haden /Hayde,43,73,50,39,Kilogramo,1.00,1.23,1.25,1.27
Mango Kafro,40,34,28,20,Bandeja,17.00,17.25,16.75,17.32
Mango Kent,41,44,37,26,Kilogramo,1.00,1.30,1.28,1.32
Mango Rosado,13,14,13,,Jaba,20.00,22.75,21.75,23.21
Manzana Cte/Para Agua,19,39,23,21,Cajon,24.00,23.75,24.50,23.14
Manzana Delicia,69,72,79,73,Cajon,24.00,51.50,52.25,49.54
Manzana Golden,6,5,8,7,Kilogramo,1.00,2.15,2.18,2.15
Manzana Importada,14,14,15,15,Caja,20.00,93.75,91.50,95.25
Manzana Israel,52,27,54,51,Kilogramo,1.00,1.08,1.08,1.05
Manzana Winter,8,11,11,13,Cajon,24.00,45.50,44.75,45.04
Maracuya,12,7,12,14,Kilogramo,1.00,2.88,2.93,2.84
Melocoton Blanquillo,9,10,15,18,Cajon,12.00,42.75,43.25,43.46
Melocoton Durazno Huayco,12,40,22,32,Cajon,12.00,42.00,42.00,43.00
Melon Coquito,43,38,41,37,Bandeja,12.00,9.50,9.00,9.36
Melon Esmeralda,6,7,7,7,Cajon,10.00,15.00,14.75,15.36
Membrillo Criollo,11,10,12,14,Kilogramo,1.00,2.38,2.38,2.31
Membrillo Serrano,22,20,20,20,Cajon,24.00,57.75,57.75,56.96
Naranja Primavera,27,28,29,22,Kilogramo,1.00,1.55,1.50,1.59
Naranja Tangelo Selva,74,85,57,56,Jaba,22.00,34.75,34.75,34.89
Naranja Valencia,134,190,142,132,Jaba,24.00,25.50,24.75,25.54
Naranja Washington Naval,18,17,16,15,Kilogramo,1.00,2.68,2.58,2.79
Noni,3,5,5,5,Kilogramo,1.00,1.58,1.58,1.75
Pacae De Seda,3,5,3,4,Kilogramo,1.00,4.58,4.55,4.61
Palta Criolla,11,22,13,15,Cajon,12.00,18.00,17.75,18.07
Palta Fuerte,38,51,46,47,Kilogramo,1.00,4.25,4.15,4.55
Palta Hall,11,19,13,14,Cajon,12.00,17.75,17.75,18.79
Palta Hass,4,8,6,6,Kilogramo,1.00,4.20,4.23,4.54
Palta Linda,9,7,9,9,Cajon,12.00,27.75,27.75,28.50
Papaya (Costa),10,11,10,10,Cajon,12.00,19.75,19.75,19.44
Papaya (Selva),131,186,154,170,Cajon,12.00,21.00,21.25,20.79
Pepino Rayado O Melon,25,28,36,50,Kilogramo,1.00,1.45,1.43,1.41
Pera Agua Criolla,26,29,17,,Jaba,16.00,24.75,25.25,26.89
Pera Agua Italiana,19,22,16,15,Jaba,16.00,28.00,27.75,29.29
Pera Agua Packam Importado,16,14,14,18,Caja,20.00,83.25,82.25,82.00
Piña Criolla (Selva),49,45,51,47,Cajon,12.00,17.50,17.75,16.61
Piña Golden,72,73,73,73,Bandeja,12.00,30.75,32.75,29.07
Piña Hawaiana,48,47,51,46,Kilogramo,1.00,1.68,1.78,1.66
Pitahaya,5,6,5,5,Kilogramo,1.00,9.75,9.75,12.00
Platano Bellaco,78,65,74,64,Ciento,35.00,56.25,56.25,56.25
Platano Bizcocho,92,81,85,86,Bandeja,14.00,14.25,14.25,15.11
Platano Isla,79,81,114,104,Ciento,25.00,45.75,46.50,43.64
Platano Manzano,20,26,20,17,Jaba,16.00,16.75,16.50,17.25
Platano Morado,11,10,10,10,Cajon,12.00,28.25,28.25,28.61
Platano Palillo,53,41,46,55,Ciento,35.00,56.50,56.50,56.25
Platano Seda Congo,34,88,75,81,Ciento,20.00,31.50,30.75,31.57
Platano Seda (Selva),17,33,26,28,Ciento,25.00,30.75,30.00,31.04
Sandia,98,98,86,101,Kilogramo,1.00,0.88,0.88,0.85
Tamarindo (Con Cascara),1,1,,1,Kilogramo,1.00,4.27,4.25,4.34
Tamarindo (Sin Cascara),,,,,Kilogramo,1.00,5.27,5.25,5.35
Toronja Costa,15,15,15,17,Jaba,22.00,27.25,27.50,27.04
Toronja Selva,9,14,10,10,Cajon,12.00,17.25,17.50,17.07
Tumbo,3,3,4,4,Kilogramo,1.00,2.53,2.53,2.52
Tuna Amarilla,16,18,11,14,Kilogramo,1.00,2.13,2.13,2.22
Tuna Blanca,10,12,14,18,Kilogramo,1.00,2.13,2.13,2.14
Tuna Morada/Rosada,10,11,10,13,Kilogramo,1.00,2.13,2.13,2.22
Uva Alfonso Lavalett,9,12,16,15,Jaba,12.00,24.00,23.50,24.21
Uva Borgoña,4,7,5,5,Jaba,12.00,26.75,26.75,26.29
Uva Flame,9,9,10,10,Jaba,12.00,18.75,18.75,18.61
Uva Fley,3,5,7,11,Jaba,12.00,23.75,23.75,21.54
Uva Italia,9,17,17,17,Jaba,12.00,22.25,22.25,23.54
Uva Palestina,5,9,7,7,Jaba,12.00,26.75,26.75,27.14
Uva Pirovano,9,9,8,11,Jaba,12.00,32.75,32.75,33.32
Uva Quebranta/Moscatel,5,4,5,,Jaba,12.00,26.75,26.75,26.32
Uva Red Globe,31,45,32,33,Jaba,12.00,23.25,22.75,23.54
Uva Rosada,6,13,8,11,Jaba,12.00,29.25,28.75,30.43
Uva Sultanina,6,8,7,,Cajon,12.00,30.75,30.50,31.14
Uva Superior,9,7,9,8,Jaba,12.00,28.75,29.75,29.46
Yacon (Llacon),3,4,4,4,Kilogramo,1.00,1.53,1.55,1.59
