Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Aguaje,5,,5,4,Bandeja,10.00,34.50,34.75,34.25
Aguaymanto,1,1,1,1,Kilogramo,1.00,4.53,4.53,4.32
Albaricoque,6,3,4,4,Kilogramo,1.00,3.43,3.45,3.35
Anona,2,2,4,4,Cajon,10.00,26.25,26.25,26.86
Arándano,,2,,3,Kilogramo,1.00,10.25,10.25,9.00
Camu Camu,1,,1,1,Bolsa,1.00,6.50,7.25,6.71
Carambola,3,5,10,8,Cajon,10.00,16.25,16.25,16.04
Chirimoya Criolla O Huayco,,5,,4,Kilogramo,1.00,3.35,3.15,3.42
Chirimoya Cumbe,14,7,15,11,Kilogramo,1.00,3.25,3.25,3.50
Ciruela Nectarina (Importada),10,4,7,10,Cajon,10.00,58.25,58.75,58.00
Ciruela Roja/Criolla,30,4,19,15,Bandeja,15.00,23.50,23.25,23.57
Coco,7,3,8,7,Unidad,1.50,1.63,1.60,1.60
Cocona,6,6,13,12,Bandeja,15.00,27.25,26.75,27.96
Fresa San Andreas,22,13,28,22,Kilogramo,1.00,4.63,4.58,4.68
Granada,26,9,30,26,Caja Madera,12.00,15.25,14.75,15.18
Granadilla (Costa),3,5,6,5,Ciento,8.00,19.25,19.50,19.25
Granadilla (Selva),25,15,35,28,Cajon,13.00,27.25,27.00,27.79
Guanabana (Costa),6,3,5,4,Kilogramo,1.00,4.33,4.33,4.22
Guanabana (Selva),4,3,4,4,Kilogramo,1.00,4.63,4.58,4.55
Guayaba,6,2,4,4,Cajon,10.00,34.25,34.25,33.54
Higo Maduro,6,4,7,5,Cajon,7.00,34.25,33.50,33.32
Kake/Kaki,4,,3,3,Cajon,10.00,68.50,67.50,71.04
Kiwi Importado Chileno,8,5,6,6,Caja,12.00,90.25,89.25,90.82
Lima Dulce,4,,5,3,Kilogramo,1.00,2.63,2.58,2.68
Limon Dulce - Selva,8,9,9,7,Jaba,20.00,25.25,25.25,25.36
Lucuma Beltran,2,5,4,2,Kilogramo,1.00,4.33,4.28,4.29
Lucuma De Seda,2,5,3,3,Kilogramo,1.00,4.23,4.25,4.22
Mamey,8,4,7,5,Kilogramo,1.00,3.03,2.95,3.06
Mandarina Satsuma,77,42,115,71,Kilogramo,1.00,1.75,1.73,1.84
Mandarina Tangerina,22,5,15,9,Jaba,16.00,15.25,14.50,15.82
Mango Criollo,9,5,13,18,Kilogramo,1.00,1.85,1.95,1.65
Mango Edward,19,8,28,11,Bandeja,17.00,32.50,31.25,33.04
Mango Haden /Hayde,10,4,13,8,Kilogramo,1.00,1.48,1.38,1.50
Mango Kafro,12,5,15,9,Bandeja,17.00,19.50,19.00,18.79
Mango Kent,50,18,74,39,Kilogramo,1.00,1.08,1.05,1.06
Manzana Cte/Para Agua,18,10,28,18,Cajon,24.00,22.00,22.50,22.36
Manzana Delicia,56,19,84,61,Cajon,24.00,51.25,52.50,52.32
Manzana Golden,8,3,11,11,Kilogramo,1.00,1.55,1.53,1.59
Manzana Importada,14,6,15,13,Caja,20.00,87.75,87.50,87.93
Manzana Israel,35,9,43,30,Kilogramo,1.00,1.73,1.73,1.66
Manzana Winter,11,6,12,12,Cajon,24.00,42.50,42.75,42.79
Maracuya,13,6,14,11,Kilogramo,1.00,1.55,1.63,1.59
Melocoton Blanquillo,6,7,15,17,Cajon,12.00,36.25,36.75,35.54
Melocoton Durazno Huayco,31,9,33,29,Cajon,12.00,41.75,43.75,40.00
Melon Coquito,28,14,45,35,Bandeja,12.00,10.50,10.75,10.29
Membrillo Criollo,11,11,12,10,Kilogramo,1.00,2.13,2.05,2.31
Membrillo Serrano,11,6,19,17,Cajon,24.00,53.25,52.00,53.68
Naranja Primavera,17,,13,13,Kilogramo,1.00,1.65,1.65,1.64
Naranja Tangelo Selva,47,17,61,31,Jaba,22.00,38.75,38.75,40.50
Naranja Valencia,125,28,142,70,Jaba,24.00,29.25,30.75,31.57
Naranja Washington Naval,13,4,11,10,Kilogramo,1.00,3.98,4.08,3.90
Noni,3,2,4,4,Kilogramo,1.00,1.55,1.58,1.59
Pacae Criollo,5,4,6,4,Kilogramo,1.00,4.15,4.18,4.15
Pacae De Seda,6,5,5,4,Kilogramo,1.00,3.43,3.43,3.52
Palta Antillana,7,5,8,,Cajon,12.00,19.50,20.25,19.50
Palta Choquete,9,7,8,7,Cajon,12.00,19.25,19.50,19.61
Palta Criolla,10,6,11,8,Cajon,12.00,18.75,18.25,20.46
Palta Dedo,3,1,,,Kilogramo,1.00,4.33,4.18,4.37
Palta Fuerte,32,8,47,36,Kilogramo,1.00,4.65,4.43,4.82
Palta Hall,8,3,11,10,Cajon,12.00,21.25,20.50,20.68
Palta Hass,11,3,9,6,Kilogramo,1.00,3.65,3.53,3.77
Palta Linda,6,7,8,6,Cajon,12.00,28.25,28.50,28.50
Papaya (Costa),14,,11,9,Cajon,12.00,19.25,18.25,19.68
Papaya (Selva),159,52,183,126,Cajon,12.00,19.25,19.25,20.93
Pepino Rayado O Melon,12,9,15,17,Kilogramo,1.00,2.65,2.65,2.56
Pera Agua Italiana,5,,,,Jaba,16.00,42.50,43.67,42.07
Pera Agua Packam Importado,14,5,13,11,Caja,20.00,87.75,87.50,87.96
Piña Criolla (Selva),47,11,46,38,Cajon,12.00,15.25,14.25,16.96
Piña Golden,57,26,60,57,Bandeja,12.00,23.50,22.75,24.61
Piña Hawaiana,49,23,47,39,Kilogramo,1.00,1.03,1.05,1.06
Pitahaya,,2,,4,Kilogramo,1.00,17.25,18.75,14.79
Platano Bellaco,63,21,78,57,Ciento,35.00,61.50,61.50,61.89
Platano Bizcocho,56,18,65,61,Bandeja,14.00,20.75,20.75,21.39
