Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Aguaje,4,4,3,3,Bandeja,10.00,37.50,37.25,36.82
Aguaymanto,2,2,2,2,Kilogramo,1.00,3.43,3.38,3.31
Albaricoque,6,7,6,8,Kilogramo,1.00,3.43,3.38,3.37
Arándano,1,1,1,1,Kilogramo,1.00,12.75,11.75,13.86
Camu Camu,1,1,1,1,Bolsa,1.00,5.25,4.75,5.14
Carambola,12,14,12,14,Cajon,10.00,10.75,10.75,10.52
Chirimoya Criolla O Huayco,4,4,4,5,Kilogramo,1.00,3.63,3.48,3.69
Chirimoya Cumbe,15,15,15,17,Kilogramo,1.00,3.78,3.68,3.87
Ciruela Nectarina (Importada),8,7,7,8,Cajon,10.00,58.75,58.50,58.79
Ciruela Santa Rosa/Nacional,9,8,7,7,Cajon,10.00,42.50,41.75,41.79
Coco,9,14,10,14,Unidad,1.50,1.75,1.75,1.69
Cocona,15,12,13,14,Bandeja,15.00,17.75,17.50,16.86
Fresa San Andreas,23,47,35,42,Kilogramo,1.00,5.10,5.00,5.13
Granada,12,21,24,30,Jaba,16.00,26.25,26.50,24.64
Granadilla (Costa),4,7,6,7,Ciento,8.00,23.25,22.75,22.64
Granadilla (Selva),27,45,39,45,Cajon,13.00,31.50,31.25,33.36
Guanabana (Costa),5,10,6,5,Kilogramo,1.00,3.23,3.18,2.93
Guanabana (Selva),4,3,4,5,Kilogramo,1.00,3.58,3.55,3.25
Guayaba,4,3,4,6,Cajon,10.00,28.00,27.75,27.18
Higo Maduro,1,1,1,2,Cajon,7.00,50.75,53.75,49.04
Kake/Kaki,3,3,3,3,Cajon,10.00,70.75,70.75,68.64
Kiwi Importado Chileno,7,8,7,8,Caja,12.00,63.50,66.50,62.50
Lima Dulce,5,12,5,6,Kilogramo,1.00,2.33,2.25,2.30
Limon Dulce  Selva,7,9,8,8,Jaba,20.00,22.75,22.75,23.75
Lucuma Beltran,3,2,4,2,Kilogramo,1.00,4.68,4.68,4.37
Lucuma De Seda,3,3,4,3,Kilogramo,1.00,4.43,4.38,4.30
Mandarina Clementina,24,29,28,53,Kilogramo,1.00,1.25,1.28,1.23
Mandarina Malvacea,41,65,57,,Kilogramo,1.00,1.28,1.28,1.31
Mandarina Murcott,16,33,27,37,Kilogramo,1.00,1.28,1.33,1.32
Mandarina Nova,31,30,31,40,Kilogramo,1.00,1.33,1.33,1.33
Mandarina Satsuma,27,35,38,52,Kilogramo,1.00,1.43,1.45,1.44
Mandarina Tangerina,8,12,15,22,Jaba,16.00,11.25,11.50,11.32
Mango Criollo,21,22,20,19,Kilogramo,1.00,3.23,3.15,3.17
Mango Edward,5,5,6,8,Bandeja,17.00,71.50,71.50,67.50
Mango Haden /Hayde,10,8,6,11,Kilogramo,1.00,4.15,4.23,3.92
Mango Kafro,5,6,7,11,Bandeja,17.00,46.25,46.50,45.43
Mango Kent,5,6,7,10,Kilogramo,1.00,3.88,3.88,3.85
Mango Tommy Aki,6,12,9,,Kilogramo,1.00,4.75,4.83,4.58
Manzana Cte/Para Agua,22,42,22,33,Cajon,24.00,35.75,35.75,35.39
Manzana Delicia,55,106,88,105,Cajon,24.00,57.75,58.75,58.39
Manzana Golden,8,10,9,9,Kilogramo,1.00,2.13,2.33,2.12
