Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Aguaje,7,8,,6,Bandeja,10.00,23.50,23.25,24.04
Aguaymanto,2,1,2,2,Kilogramo,1.00,3.43,3.65,3.35
Albaricoque,7,6,,5,Kilogramo,1.00,3.33,3.33,3.37
Arándano,2,2,2,3,Kilogramo,1.00,11.25,9.50,10.33
Camu Camu,1,1,,1,Bolsa,1.00,7.63,7.50,6.24
Carambola,10,12,12,14,Cajon,10.00,15.25,15.25,14.82
Chirimoya Criolla O Huayco,3,2,3,3,Kilogramo,1.00,5.23,5.23,5.07
Chirimoya Cumbe,9,14,13,14,Kilogramo,1.00,5.43,5.45,5.36
Ciruela Nectarina (Importada),6,6,7,8,Cajon,10.00,56.25,55.75,56.71
Coco,8,11,9,10,Unidad,1.50,1.45,1.38,1.46
Cocona,14,8,16,19,Bandeja,15.00,21.75,20.75,21.42
Fresa Cama Rosa,7,7,9,7,Kilogramo,1.00,2.75,2.73,2.80
Fresa Sabrina,19,43,40,32,Kilogramo,1.00,2.68,2.68,2.78
Fresa San Andreas,27,69,52,57,Kilogramo,1.00,2.58,2.58,2.62
Granadilla (Costa),11,6,8,7,Ciento,8.00,20.25,20.00,20.19
Granadilla (Selva),51,59,48,48,Cajon,13.00,26.75,26.50,28.07
Guanabana (Costa),5,2,4,4,Kilogramo,1.00,4.08,4.25,4.07
Guanabana (Selva),2,5,,4,Kilogramo,1.00,4.38,4.45,4.36
Guayaba,2,3,3,3,Cajon,10.00,37.25,36.50,37.11
Higo Maduro,2,1,2,2,Cajon,7.00,50.75,51.75,49.61
Kiwi Importado Chileno,7,5,7,7,Caja,12.00,97.25,97.75,97.14
Lima Dulce,6,8,,3,Kilogramo,1.00,2.35,2.45,2.35
Limon Dulce - Selva,10,13,11,12,Jaba,20.00,27.75,28.75,28.14
Lucuma Beltran,2,3,3,3,Kilogramo,1.00,4.83,4.90,4.85
Lucuma De Seda,2,3,3,3,Kilogramo,1.00,4.78,4.78,4.74
Mamey,5,6,5,5,Kilogramo,1.00,4.48,4.48,4.52
Mandarina Dancy,7,5,,8,Kilogramo,1.00,1.65,1.63,1.62
Mandarina Dorina,16,16,12,,Kilogramo,1.00,1.53,1.55,1.54
Mandarina Fortuna,10,13,11,14,Kilogramo,1.00,1.53,1.53,1.49
Mandarina Invicta,,20,,14,Kilogramo,1.00,1.58,1.55,1.54
Mandarina Kori,18,15,,,Kilogramo,1.00,1.60,1.58,1.59
Mandarina Malvacea,49,46,38,42,Kilogramo,1.00,1.53,1.53,1.47
Mandarina Murcott,6,3,,21,Kilogramo,1.00,1.85,1.88,1.82
Mandarina Nova,15,6,,18,Kilogramo,1.00,1.53,1.55,1.55
Mandarina Pixie,,11,,15,Kilogramo,1.00,1.65,1.63,1.62
Mandarina Rio De Oro,44,30,36,38,Kilogramo,1.00,1.58,1.58,1.63
Mandarina Tangerina,17,21,16,17,Jaba,16.00,13.25,13.25,12.82
Mango Criollo,9,12,10,24,Kilogramo,1.00,3.63,3.63,3.58
Mango Edward,36,46,36,37,Kilogramo,1.00,3.05,3.05,3.14
Mango Haden /Hayde,33,37,32,23,Kilogramo,1.00,3.88,3.88,3.89
Mango Kafro,7,9,8,9,Kilogramo,1.00,4.83,4.78,4.86
Mango Kent,9,15,10,14,Kilogramo,1.00,4.80,4.78,4.83
Mango Pico De Loro,3,3,4,,Kilogramo,1.00,3.93,3.88,3.96
Manzana Cte/Para Agua,33,27,28,25,Cajon,24.00,33.00,33.50,33.39
Manzana Delicia,95,74,91,97,Cajon,24.00,54.25,54.75,53.61
Manzana Golden,8,11,8,10,Kilogramo,1.00,2.33,2.33,2.36
Manzana Importada,13,16,14,17,Caja,20.00,87.25,86.75,86.82
Manzana Israel,42,42,30,29,Kilogramo,1.00,1.93,1.85,2.05
Manzana Winter,9,10,9,10,Cajon,24.00,44.75,44.75,45.04
Maracuya,9,11,8,14,Kilogramo,1.00,1.78,1.73,1.70
Melocoton Blanquillo,21,23,17,20,Cajon,12.00,36.50,36.50,37.06
Melocoton Durazno Huayco,39,26,29,34,Cajon,12.00,37.25,37.75,38.11
Melon Coquito,37,37,41,47,Bandeja,12.00,16.75,16.50,17.04
Membrillo Criollo,13,12,14,15,Kilogramo,1.00,1.78,1.78,1.84
Membrillo Serrano,19,22,21,22,Cajon,24.00,47.50,47.50,48.17
Naranja Miniola,26,25,32,47,Kilogramo,1.00,1.93,1.88,1.92
Naranja Primavera,18,39,19,14,Kilogramo,1.00,1.73,1.65,1.78
Naranja Tangelo Costa,17,17,22,33,Kilogramo,1.00,1.88,1.93,1.89
Naranja Tangelo Selva,57,65,62,66,Jaba,22.00,40.50,40.75,39.29
Naranja Valencia,152,168,152,170,Jaba,24.00,19.75,20.25,19.64
Naranja Washington Naval,15,20,20,23,Kilogramo,1.00,4.08,4.18,4.00
Nispero De Agua,31,36,28,26,Cajon,12.00,22.50,22.50,28.81
Noni,5,3,,,Kilogramo,1.00,1.85,1.88,1.85
Pacae Criollo,4,4,3,4,Kilogramo,1.00,4.75,4.93,4.77
Pacae De Seda,3,3,3,3,Kilogramo,1.00,4.35,4.45,4.34
Palta Choquete,6,5,5,7,Cajon,12.00,23.50,23.25,24.04
Palta Criolla,17,13,10,14,Cajon,12.00,24.50,23.75,24.71
Palta Dedo,2,2,,3,Kilogramo,1.00,4.98,5.03,4.92
Palta Fuerte,19,60,38,52,Kilogramo,1.00,6.23,6.23,6.11
Palta Hall,16,14,12,14,Cajon,12.00,25.25,24.75,25.56
Palta Hass,6,10,,10,Kilogramo,1.00,4.00,4.03,3.84
Palta Linda,7,6,10,10,Cajon,12.00,28.50,28.50,28.75
Palta Naval,12,14,12,13,Kilogramo,1.00,3.68,3.68,3.64
Palta Queen,9,7,7,10,Kilogramo,1.00,3.65,3.63,3.70
Palta Villa Campa,10,11,9,12,Kilogramo,1.00,4.35,4.33,4.22
Papaya (Costa),13,12,14,15,Cajon,12.00,17.50,17.75,18.04
Papaya (Selva),203,205,182,207,Cajon,12.00,18.75,18.75,19.32
Pepino Rayado O Melon,36,28,34,35,Kilogramo,1.00,1.35,1.35,1.38
Pera Agua Packam Importado,13,16,15,16,Caja,20.00,84.25,84.25,84.68
Piña Criolla (Selva),50,51,49,51,Cajon,12.00,13.25,13.50,12.89
Piña Golden,72,71,68,70,Bandeja,12.00,27.75,27.75,27.57
Piña Hawaiana,50,55,50,54,Kilogramo,1.00,1.08,1.08,1.11
Pitahaya,6,5,,4,Kilogramo,1.00,17.25,18.25,17.00
Platano Bellaco,66,96,81,99,Ciento,35.00,57.50,57.50,57.93
Platano Bizcocho,69,84,88,103,Bandeja,14.00,15.25,15.25,15.00
Platano Isla,96,118,91,113,Ciento,25.00,42.50,43.75,42.71
Platano Manzano,21,32,22,29,Jaba,16.00,16.25,16.75,16.00
Platano Morado,11,16,13,16,Cajon,12.00,26.25,25.75,26.43
Platano Palillo,42,60,56,66,Ciento,35.00,56.50,56.50,56.79
Platano Seda Congo,67,113,74,91,Ciento,20.00,32.75,33.75,32.50
Platano Seda (Selva),26,28,27,27,Ciento,25.00,31.50,32.75,31.64
Sandia,72,78,76,47,Kilogramo,1.00,1.18,1.18,1.20
Sanki,3,6,,,Kilogramo,1.00,4.78,4.88,4.86
Tamarindo (Con Cascara),1,1,,,Kilogramo,1.00,4.85,4.67,4.87
