Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Aguaje,7,5,5,5,Bandeja,10.00,31.75,32.25,31.79
Aguaymanto,2,2,2,2,Kilogramo,1.00,3.28,3.38,3.31
Albaricoque,6,10,5,6,Kilogramo,1.00,3.23,3.28,3.14
Anona,5,6,4,4,Cajon,10.00,28.75,29.25,28.93
Arándano,3,4,4,3,Kilogramo,1.00,6.25,6.00,6.14
Camu Camu,1,1,1,1,Bolsa,1.00,5.75,6.25,5.93
Carambola,12,12,8,11,Cajon,10.00,17.75,17.50,17.71
Chirimoya Criolla O Huayco,5,4,3,3,Kilogramo,1.00,4.53,4.48,4.54
Chirimoya Cumbe,15,14,13,14,Kilogramo,1.00,4.55,4.55,4.64
Ciruela Nectarina (Importada),8,10,7,6,Cajon,10.00,56.25,56.75,56.11
Ciruela Roja/Criolla,33,12,31,21,Bandeja,15.00,30.75,30.75,30.46
Ciruela Santa Rosa/Nacional,6,7,5,7,Cajon,10.00,33.50,33.75,33.86
Coco,20,11,13,9,Unidad,1.50,1.58,1.63,1.57
Cocona,17,11,11,9,Bandeja,15.00,33.75,33.50,33.75
Fresa San Andreas,16,11,20,26,Kilogramo,1.00,4.65,4.68,4.51
Granada,56,29,44,24,Caja Madera,12.00,16.50,15.75,22.00
Granadilla (Costa),6,5,7,8,Ciento,8.00,20.75,20.00,21.04
Granadilla (Selva),43,41,40,35,Cajon,13.00,25.25,25.25,26.29
Guanabana (Costa),6,6,5,4,Kilogramo,1.00,4.48,4.53,4.61
Guanabana (Selva),5,5,4,4,Kilogramo,1.00,5.00,4.98,5.06
Guayaba,4,3,,,Cajon,10.00,31.25,30.75,31.25
Higo Maduro,7,6,10,6,Cajon,7.00,33.75,33.25,34.43
Kiwi Importado Chileno,6,8,,,Caja,12.00,97.25,96.50,97.25
Lima Dulce,8,5,5,5,Kilogramo,1.00,2.48,2.53,2.52
Limon Dulce - Selva,8,12,7,6,Jaba,20.00,24.75,25.25,25.04
Lucuma Beltran,4,6,5,,Kilogramo,1.00,4.15,4.18,4.20
Lucuma De Seda,4,6,4,3,Kilogramo,1.00,4.13,4.08,4.09
Lulo,2,2,3,,Cajon,10.00,27.50,27.25,26.32
Mamey,8,4,6,6,Kilogramo,1.00,3.53,3.35,3.55
Mandarina Satsuma,154,126,114,116,Kilogramo,1.00,1.83,1.73,1.93
Mandarina Tangerina,11,20,10,12,Jaba,16.00,17.25,17.75,17.32
Mango Criollo,37,43,42,31,Kilogramo,1.00,1.48,1.48,1.53
Mango Edward,11,17,12,28,Bandeja,17.00,38.50,38.50,36.04
Mango Haden /Hayde,19,19,12,21,Kilogramo,1.00,1.93,1.95,1.87
Mango Kafro,22,7,14,24,Bandeja,17.00,19.50,19.50,19.93
Mango Kent,56,66,57,43,Kilogramo,1.00,1.48,1.45,1.51
Mango Rosado,20,18,27,,Jaba,20.00,21.50,21.50,21.14
Manzana Cte/Para Agua,46,18,29,25,Cajon,24.00,21.25,21.25,21.43
Manzana Delicia,71,72,79,59,Cajon,24.00,48.75,48.25,50.68
Manzana Golden,15,10,9,8,Kilogramo,1.00,1.83,1.68,1.85
Manzana Importada,18,16,15,11,Caja,20.00,83.75,82.25,83.25
Manzana Israel,37,26,28,47,Kilogramo,1.00,1.03,1.05,0.96
Manzana Winter,12,12,10,11,Cajon,24.00,43.75,42.25,44.39
Maracuya,8,6,12,12,Kilogramo,1.00,1.48,1.48,1.50
Melocoton Blanquillo,31,8,19,17,Cajon,12.00,32.75,32.75,34.00
Melocoton Durazno Huayco,30,15,32,25,Cajon,12.00,33.25,33.00,33.96
Melon Coquito,55,16,40,41,Bandeja,12.00,10.25,10.75,9.75
Membrillo Criollo,18,11,11,10,Kilogramo,1.00,2.53,2.53,2.51
Membrillo Serrano,24,21,18,18,Cajon,24.00,57.25,56.50,56.68
Naranja Primavera,26,20,23,18,Kilogramo,1.00,1.53,1.60,1.53
Naranja Tangelo Selva,88,51,55,47,Jaba,22.00,38.25,38.25,37.39
Naranja Valencia,181,142,137,121,Jaba,24.00,29.75,30.50,28.29
Naranja Washington Naval,18,17,19,18,Kilogramo,1.00,2.45,2.48,2.38
Noni,6,6,6,5,Kilogramo,1.00,1.63,1.58,1.60
Pacae Criollo,5,5,,,Kilogramo,1.00,4.85,4.78,4.89
Pacae De Seda,4,5,4,4,Kilogramo,1.00,4.08,4.08,4.09
Palta Choquete,9,11,8,,Cajon,12.00,16.75,16.75,16.32
Palta Collin Red,8,9,8,,Cajon,12.00,16.75,16.75,16.54
Palta Criolla,13,12,13,12,Cajon,12.00,15.75,16.25,14.61
Palta Dedo,2,3,2,2,Kilogramo,1.00,4.08,4.00,4.10
Palta Fuerte,61,49,54,41,Kilogramo,1.00,3.10,3.13,3.10
Palta Hall,11,11,13,13,Cajon,12.00,15.50,15.75,15.75
Palta Hass,4,5,6,6,Kilogramo,1.00,3.68,3.63,3.79
Palta Linda,11,9,8,8,Cajon,12.00,25.25,24.50,24.29
Papaya (Costa),11,10,12,13,Cajon,12.00,14.50,13.75,15.43
Papaya (Selva),182,182,160,151,Cajon,12.00,15.00,15.00,15.96
Pepino Rayado O Melon,19,37,19,29,Kilogramo,1.00,2.05,2.08,2.01
Pera Agua Criolla,14,9,12,17,Jaba,16.00,26.75,26.50,27.21
Pera Agua Italiana,9,11,14,13,Jaba,16.00,35.50,34.25,34.46
Pera Agua Packam Importado,19,13,15,11,Caja,20.00,83.75,86.50,82.39
Piña Criolla (Selva),47,45,46,41,Cajon,12.00,21.25,20.75,21.50
Piña Golden,84,75,79,62,Bandeja,12.00,27.75,26.25,29.00
Piña Hawaiana,47,45,49,46,Kilogramo,1.00,1.55,1.50,1.58
Pitahaya,5,6,7,6,Kilogramo,1.00,6.75,6.50,6.96
Platano Bellaco,82,39,81,66,Ciento,35.00,51.50,52.25,51.39
Platano Bizcocho,124,63,97,85,Bandeja,14.00,14.00,14.25,14.04
Platano Isla,134,97,109,91,Ciento,25.00,41.50,41.50,41.68
Platano Manzano,22,18,21,19,Jaba,16.00,16.75,16.50,16.64
Platano Morado,8,8,10,9,Cajon,12.00,27.75,26.75,27.04
Platano Palillo,67,37,56,43,Ciento,35.00,52.25,52.25,51.50
Platano Seda Congo,85,56,69,62,Ciento,20.00,30.75,30.00,30.79
Platano Seda (Selva),38,33,27,19,Ciento,25.00,30.00,29.25,29.93
Sandia,116,80,102,90,Kilogramo,1.00,0.83,0.83,0.86
Tamarindo (Con Cascara),1,1,1,1,Kilogramo,1.00,4.25,4.25,4.20
Tamarindo (Sin Cascara),,,,,Kilogramo,1.00,5.15,5.25,5.16
Toronja Costa,20,15,15,14,Jaba,22.00,29.25,28.75,28.39
Toronja Selva,12,9,12,11,Cajon,12.00,17.75,17.50,17.96
Tumbo,4,4,4,3,Kilogramo,1.00,2.38,2.38,2.41
Tuna Amarilla,16,12,17,14,Kilogramo,1.00,2.00,1.88,2.06
Tuna Blanca,17,9,17,15,Kilogramo,1.00,1.98,1.93,2.02
Tuna Morada/Rosada,13,9,14,13,Kilogramo,1.00,2.00,1.88,2.06
Uva Alfonso Lavalett,20,12,17,14,Jaba,12.00,25.50,25.50,25.75
Uva Borgoña,8,5,5,4,Jaba,12.00,25.50,25.50,26.86
Uva Italia,11,16,19,16,Jaba,12.00,17.75,18.50,17.82
Uva Palestina,13,7,10,8,Jaba,12.00,24.75,25.25,23.68
Uva Pirovano,8,8,,8,Jaba,12.00,27.50,27.25,26.43
Uva Quebranta/Moscatel,6,3,5,4,Jaba,12.00,24.75,24.75,25.57
Uva Red Globe,39,40,45,35,Jaba,12.00,15.50,15.50,15.57
Uva Rosada,11,8,8,8,Jaba,12.00,25.75,25.75,25.50
Uva Sultanina,12,10,9,8,Cajon,12.00,25.75,25.75,26.25
Uva Superior,9,5,7,7,Jaba,12.00,28.50,28.25,26.86
Yacon (Llacon),5,3,4,4,Kilogramo,1.00,1.63,1.58,1.62
Zapote,7,6,6,4,Cajon,10.00,25.25,24.75,24.82
