Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Aguaje,7,10,6,5,Bandeja,10,31.5,31.25,31.11
Aguaymanto,4,3,2,2,Kilogramo,1,3.85,4.08,3.8
Anona,6,5,5,6,Cajon,10,31.5,31.5,31.07
Arándano,3,5,3,4,Kilogramo,1,17.25,18.75,14.26
Camu Camu,1,1,1,1,Bolsa,1,6.25,5.25,6.55
Carambola,15,9,10,14,Cajon,10,18.75,18.5,17.43
Chirimoya Criolla O Huayco,3,5,4,4,Kilogramo,1,4.75,4.75,4.85
Chirimoya Cumbe,17,19,15,15,Kilogramo,1,4.73,4.73,4.85
Ciruela Nectarina (Importada),4,10,7,9,Cajon,10,61.5,60.75,61.75
Ciruela Roja/Criolla,22,27,18,27,Bandeja,15,35.5,35.75,33.81
Coco,15,14,13,17,Unidad,1.5,1.85,1.68,1.92
Cocona,17,14,12,16,Bandeja,15,34.25,30.75,33.36
Fresa Sabrina,7,8,6,8,Kilogramo,1,5.78,5.78,5.86
Fresa San Andreas,24,32,20,31,Kilogramo,1,5.73,5.75,5.78
Granada,30,27,29,40,Jaba,16,24.75,24.25,26.07
Granadilla (Costa),,11,,8,Ciento,8,18.5,18.25,18.82
Granadilla (Selva),42,49,40,54,Cajon,13,31.75,31.25,31.64
Guanabana (Costa),6,8,6,6,Kilogramo,1,3.88,3.68,3.93
Guanabana (Selva),6,7,5,6,Kilogramo,1,4.15,3.88,4.08
Guayaba,6,7,,,Cajon,10,35.75,35.5,36.12
Higo Maduro,5,7,7,8,Cajon,7,46.75,47.75,47.21
Kake/Kaki,4,3,3,,Cajon,10,77.75,77.25,78.25
Kiwi Importado Chileno,8,10,7,8,Caja,12,121.5,121.5,126.96
Lima Dulce,4,4,4,6,Kilogramo,1,3.23,3.13,3.21
Limon Dulce - Selva,12,9,9,12,Jaba,20,34.25,31.75,33.95
Lucuma Beltran,4,6,4,5,Kilogramo,1,3.63,3.58,3.62
Lucuma De Seda,4,2,4,5,Kilogramo,1,3.45,3.35,3.5
Lulo,5,6,4,5,Cajon,10,26.25,25.75,27.04
Mamey,8,8,6,6,Kilogramo,1,3.15,3,3.11
Mandarina Satsuma,94,132,96,138,Kilogramo,1,1.63,1.63,1.59
Mandarina Tangerina,13,21,13,22,Jaba,16,17.25,17.25,17.36
Mango Chato,8,14,9,13,Kilogramo,1,2.18,2.15,2.21
Mango Criollo,11,32,21,25,Kilogramo,1,2.55,2.53,2.6
Mango Edward,6,15,15,14,Kilogramo,1,4.5,4.48,4.39
Mango Haden /Hayde,6,6,8,12,Kilogramo,1,3.28,3.28,3.13
Mango Kafro,9,4,9,23,Kilogramo,1,2.18,2.18,2.12
Mango Kent,46,59,45,66,Kilogramo,1,2.55,2.58,2.47
Mango Rosado,17,28,16,25,Kilogramo,1,1.88,1.88,2
Manzana Cte/Para Agua,12,28,21,32,Cajon,24,22.25,22,22.11
Manzana Delicia,85,88,75,105,Cajon,24,56.75,55.75,55.68
Manzana Golden,15,8,12,14,Kilogramo,1,1.63,1.63,1.61
Manzana Importada,17,14,15,16,Caja,20,92.25,91.5,92.43
Manzana Israel,42,47,41,43,Kilogramo,1,1.25,1.25,1.27
Manzana Winter,15,11,12,13,Cajon,24,45.75,45.75,45.73
Maracuya,15,20,12,15,Kilogramo,1,1.33,1.18,1.36
Melocoton Blanquillo,15,8,15,24,Cajon,12,32.5,31.25,32.82
Melocoton Durazno Huayco,20,46,26,39,Cajon,12,32.25,31.75,33.32
Melon Coquito,36,56,32,56,Bandeja,12,12.75,13.75,12.93
Membrillo Criollo,9,13,10,18,Kilogramo,1,2.33,2.33,2.36
Membrillo Serrano,13,16,14,20,Cajon,24,55.5,54.75,56.25
Naranja Primavera,13,22,13,20,Kilogramo,1,1.73,1.68,1.69
Naranja Tangelo Selva,62,66,51,67,Jaba,22,43.25,42.25,44.82
Naranja Valencia,155,166,126,177,Jaba,24,27.5,26.75,28.29
Naranja Washington Naval,10,16,11,16,Kilogramo,1,4.25,4.28,4.09
Noni,6,10,7,8,Kilogramo,1,1.73,1.63,1.71
Pacae Criollo,5,7,5,5,Kilogramo,1,4.48,4.48,4.55
Pacae De Seda,4,4,5,5,Kilogramo,1,4.38,4.38,4.45
Palta Antillana,6,6,,8,Cajon,12,23.25,22.5,22.7
Palta Choquete,6,9,6,8,Cajon,12,23.5,23.25,23.89
Palta Collin Red,6,7,,,Cajon,12,23.5,23.25,23.32
Palta Criolla,10,16,12,14,Cajon,12,22.25,21.5,21.86
Palta Dedo,2,4,2,3,Kilogramo,1,4.58,4.58,4.65
Palta Fuerte,39,65,43,66,Kilogramo,1,5.23,5.15,5.3
Palta Hall,11,10,13,15,Cajon,12,23.5,23.25,23.11
Palta Hass,5,10,10,12,Kilogramo,1,4.33,4.33,4.35
Palta Linda,,20,,9,Cajon,12,33.5,33.25,33.18
Papaya (Costa),,12,,11,Cajon,12,17.75,17.75,18.95
Papaya (Selva),178,240,157,196,Cajon,12,18.75,18.75,20.04
Pepino Rayado O Melon,9,22,15,21,Kilogramo,1,3.38,3.38,3.37
Pera Agua Packam Importado,15,15,15,17,Caja,20,91.75,91.5,92.2
Pina Criolla (Selva),45,52,41,49,Cajon,12,15.75,15.5,15.75
Pina Golden,70,74,65,73,Bandeja,12,30.75,28.5,32.71
Pina Hawaiana,45,50,41,50,Kilogramo,1,1.18,1.15,1.17
Pitahaya,8,8,,8,Kilogramo,1,8.25,8.25,10.11
Platano Bellaco,76,78,62,80,Ciento,35,62.25,62.25,62.68
Platano Bizcocho,68,97,72,107,Bandeja,14,16.25,16.25,16.11
Platano Isla,91,116,85,102,Ciento,25,55.75,54.75,55.96
Platano Manzano,16,28,18,24,Jaba,16,16.75,16.75,17.07
Platano Morado,9,17,11,15,Cajon,12,34.5,34.75,34.96
Platano Palillo,48,74,46,72,Ciento,35,62.25,61.75,62.31
Platano Seda Congo,67,112,77,111,Ciento,20,38.5,37.75,38.54
Platano Seda (Selva),26,21,21,24,Ciento,25,37.75,37.75,37.58
Sandia,61,104,70,112,Kilogramo,1,0.85,0.88,0.85
Sanki,,7,,6,Kilogramo,1,5.38,5.58,5.32
Tamarindo (Con Cascara),1,1,,,Kilogramo,1,4.65,4.75,4.64
Tamarindo (Sin Cascara),,,,,Kilogramo,1,6.15,6.1,6.14
