Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Aguaje,2,3,3,3,Bandeja,10.00,37.25,36.75,36.98
Aguaymanto,2,2,,2,Kilogramo,1.00,3.75,3.75,3.72
Albaricoque,6,7,6,7,Kilogramo,1.00,3.53,3.48,3.37
Arándano,1,1,,1,Kilogramo,1.00,10.25,9.50,10.73
Camu Camu,1,1,1,1,Bolsa,1.00,5.00,5.25,5.19
Carambola,8,11,10,10,Cajon,10.00,12.25,11.75,12.05
Chirimoya Criolla O Huayco,5,4,3,3,Kilogramo,1.00,3.73,3.73,3.77
Chirimoya Cumbe,13,16,14,19,Kilogramo,1.00,3.90,3.90,3.89
Ciruela Nectarina (Importada),5,7,6,8,Cajon,10.00,57.50,58.50,57.98
Ciruela Santa Rosa/Nacional,6,7,7,9,Cajon,10.00,34.75,34.75,35.23
Coco,11,10,12,15,Unidad,1.50,1.63,1.65,1.69
Cocona,11,15,11,13,Bandeja,15.00,18.75,18.50,18.82
Fresa Aroma,5,12,9,12,Kilogramo,1.00,4.43,4.38,4.55
Fresa San Andreas,41,45,42,46,Kilogramo,1.00,4.70,4.65,4.66
Granada,11,7,15,21,Jaba,16.00,30.00,30.25,28.98
Granadilla (Costa),6,11,7,9,Ciento,8.00,21.50,20.75,21.14
Granadilla (Selva),22,49,34,43,Cajon,13.00,27.50,27.50,28.00
Guanabana (Costa),3,4,4,,Kilogramo,1.00,4.08,4.38,4.07
Guanabana (Selva),3,3,3,4,Kilogramo,1.00,4.43,4.58,4.37
Guayaba,4,3,,3,Cajon,10.00,35.25,35.50,34.36
Higo Maduro,1,1,2,2,Cajon,7.00,52.75,52.25,53.89
Kiwi Importado Chileno,5,9,6,7,Caja,12.00,61.50,61.50,62.95
Lima Dulce,4,7,4,6,Kilogramo,1.00,2.38,2.38,2.36
Limon Dulce - Selva,4,8,7,9,Jaba,20.00,24.75,24.50,24.96
Lucuma Beltran,2,2,3,3,Kilogramo,1.00,4.28,4.35,4.39
Lucuma De Seda,2,3,3,3,Kilogramo,1.00,4.43,4.53,4.39
Mandarina Clementina,7,10,,,Kilogramo,1.00,1.45,1.43,1.45
Mandarina Dancy,13,10,,,Kilogramo,1.00,1.48,1.48,1.48
Mandarina Malvacea,54,71,56,56,Kilogramo,1.00,1.48,1.48,1.49
Mandarina Murcott,26,35,39,41,Kilogramo,1.00,1.68,1.68,1.70
Mandarina Nova,29,46,37,39,Kilogramo,1.00,1.45,1.45,1.45
Mandarina Satsuma,8,18,16,27,Kilogramo,1.00,1.88,1.88,1.86
Mandarina Tangerina,14,22,25,23,Jaba,16.00,12.25,12.50,12.29
Mango Criollo,11,15,17,20,Kilogramo,1.00,2.70,2.68,2.73
Mango Edward,9,13,14,16,Bandeja,17.00,59.25,58.00,61.11
Mango Haden /Hayde,10,5,13,11,Kilogramo,1.00,3.25,3.25,3.45
Mango Tommy Aki,5,6,7,9,Kilogramo,1.00,3.75,3.65,3.87
Manzana Cte/Para Agua,18,36,25,41,Cajon,24.00,32.75,32.75,32.86
Manzana Delicia,70,113,96,117,Cajon,24.00,55.75,55.50,55.82
Manzana Golden,12,7,11,13,Kilogramo,1.00,2.33,2.35,2.33
Manzana Importada,12,14,15,14,Caja,20.00,76.50,76.50,77.13
Manzana Israel,29,27,34,32,Kilogramo,1.00,2.98,2.98,2.95
Manzana Winter,9,9,10,13,Cajon,24.00,48.75,49.25,48.43
Maracuya,13,12,12,14,Kilogramo,1.00,1.68,1.75,1.69
Melocoton Blanquillo,14,11,14,15,Cajon,12.00,56.25,53.00,55.79
Melocoton Durazno Huayco,26,29,26,28,Cajon,12.00,57.00,53.75,57.21
Melon Coquito,38,34,31,33,Bandeja,12.00,14.75,14.75,14.39
Melon Esmeralda,7,6,,10,Cajon,10.00,18.75,18.75,17.86
Membrillo Criollo,9,7,11,12,Kilogramo,1.00,2.55,2.53,2.55
Membrillo Serrano,16,18,17,22,Cajon,24.00,61.75,61.50,61.93
Naranja Miniola,56,44,51,47,Kilogramo,1.00,1.38,1.38,1.40
Naranja Primavera,19,36,28,28,Kilogramo,1.00,1.48,1.48,1.45
Naranja Tangelo Costa,51,68,50,55,Kilogramo,1.00,1.38,1.38,1.40
Naranja Tangelo Selva,48,69,64,77,Jaba,22.00,19.50,19.25,18.75
Naranja Valencia,142,163,145,168,Jaba,24.00,14.00,14.00,13.96
Naranja Washington Naval,17,30,20,21,Kilogramo,1.00,2.03,2.00,2.02
Naranjita China Kin Kan,2,2,,2,Kilogramo,1.00,4.93,5.00,4.82
Noni,5,7,7,8,Kilogramo,1.00,1.68,1.75,1.68
Pacae Criollo,2,4,4,5,Kilogramo,1.00,3.28,3.28,3.43
Pacae De Seda,2,5,4,5,Kilogramo,1.00,2.83,2.83,2.79
Palta Choquete,6,7,8,9,Cajon,12.00,22.75,22.75,22.43
Palta Collin Red,5,8,7,8,Cajon,12.00,21.25,20.75,22.54
Palta Criolla,9,9,10,11,Cajon,12.00,22.50,22.50,22.29
Palta Dedo,1,2,2,3,Kilogramo,1.00,4.88,4.93,4.60
Palta Fuerte,55,42,51,61,Kilogramo,1.00,4.88,5.10,4.73
Palta Hall,10,9,11,13,Cajon,12.00,22.75,22.75,22.95
Palta Hass,17,6,13,13,Kilogramo,1.00,3.68,3.73,3.47
Palta Linda,6,9,8,9,Cajon,12.00,26.25,26.25,25.80
Palta Naval,9,11,11,13,Kilogramo,1.00,3.33,3.43,3.07
Palta Queen,6,9,9,10,Kilogramo,1.00,3.38,3.38,3.35
Palta Villa Campa,10,10,10,11,Kilogramo,1.00,3.83,3.78,3.83
Papaya (Costa),14,11,12,11,Cajon,12.00,14.75,15.50,14.89
Papaya (Selva),160,190,164,212,Cajon,12.00,15.75,16.75,16.21
Pepino Rayado O Melon,29,35,32,37,Kilogramo,1.00,2.28,2.28,2.09
Pera Agua Packam Importado,11,16,14,14,Caja,20.00,76.50,77.50,77.16
