Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Aguaje,3,3,3,4,Bandeja,10.00,38.25,38.25,37.21
Aguaymanto,2,2,2,2,Kilogramo,1.00,3.48,3.53,3.46
Albaricoque,8,8,,7,Kilogramo,1.00,3.33,3.33,3.25
Arándano,1,2,2,1,Kilogramo,1.00,18.75,18.50,18.68
Camu Camu,1,1,1,1,Bolsa,1.00,5.25,5.25,5.36
Carambola,12,9,12,12,Cajon,10.00,12.75,12.50,12.43
Chirimoya Criolla O Huayco,3,3,3,3,Kilogramo,1.00,3.48,3.43,3.46
Chirimoya Cumbe,13,17,15,16,Kilogramo,1.00,3.65,3.60,3.78
Ciruela Nectarina (Importada),8,9,8,8,Cajon,10.00,57.50,58.50,57.25
Ciruela Roja/Criolla,10,10,9,12,Bandeja,15.00,28.25,28.75,27.64
Ciruela Santa Rosa/Nacional,7,8,6,5,Cajon,10.00,45.50,45.50,45.25
Coco,5,12,8,14,Unidad,1.50,1.65,1.58,1.64
Cocona,8,12,10,12,Bandeja,15.00,15.75,15.75,15.86
Datil Melado,3,3,3,3,Cajon,10.00,42.75,42.75,44.86
Fresa San Andreas,18,12,22,21,Kilogramo,1.00,6.93,7.00,6.79
Granada,17,13,28,28,Jaba,16.00,17.75,18.25,17.50
Granadilla (Costa),6,6,5,7,Ciento,8.00,24.75,24.50,24.18
Granadilla (Selva),26,52,32,38,Cajon,13.00,34.50,33.25,35.57
Guanabana (Costa),7,6,6,6,Kilogramo,1.00,2.48,2.48,2.43
Guanabana (Selva),4,7,5,5,Kilogramo,1.00,2.88,2.93,2.85
Guayaba,5,5,5,6,Cajon,10.00,24.25,24.50,24.46
Higo Maduro,1,2,,3,Cajon,7.00,42.75,42.75,42.36
Kake/Kaki,4,4,4,5,Cajon,10.00,53.75,53.50,52.46
Kiwi Importado Chileno,6,11,7,8,Caja,12.00,56.75,58.50,57.46
Lima Dulce,6,6,5,5,Kilogramo,1.00,2.33,2.38,2.33
Limon Dulce  Selva,9,12,12,11,Jaba,20.00,25.25,24.75,25.46
Lucuma Beltran,3,4,2,2,Kilogramo,1.00,4.08,4.15,4.13
Lucuma De Seda,3,4,3,4,Kilogramo,1.00,3.83,3.83,3.87
Mamey,5,8,5,6,Kilogramo,1.00,2.83,2.83,2.91
Mandarina Clementina,20,81,50,,Kilogramo,1.00,1.18,1.23,1.26
Mandarina Satsuma,50,166,130,160,Kilogramo,1.00,1.23,1.23,1.21
Mandarina Tangerina,15,26,20,24,Jaba,16.00,11.00,11.25,11.21
Mango Criollo,15,28,,16,Kilogramo,1.00,2.83,2.75,2.84
Mango Edward,7,13,7,11,Bandeja,17.00,62.75,62.25,61.79
Mango Haden /Hayde,4,9,5,8,Kilogramo,1.00,3.73,3.85,3.55
Mango Kafro,9,13,8,25,Bandeja,17.00,41.25,41.50,39.96
Mango Kent,11,21,17,30,Kilogramo,1.00,3.05,3.08,2.94
Manzana Cte/Para Agua,31,36,31,32,Cajon,24.00,26.25,25.50,26.32
Manzana Delicia,103,105,107,132,Cajon,24.00,51.50,52.50,51.61
Manzana Golden,7,8,11,14,Kilogramo,1.00,1.93,1.85,1.88
Manzana Importada,12,16,14,19,Caja,20.00,78.50,76.33,77.68
Manzana Israel,16,41,32,35,Kilogramo,1.00,1.53,1.55,1.49
Manzana Winter,13,11,11,13,Cajon,24.00,47.25,46.50,46.14
Maracuya,15,17,16,15,Kilogramo,1.00,1.50,1.48,1.47
Melocoton Blanquillo,19,14,29,30,Cajon,12.00,33.75,35.25,33.18
Melocoton Durazno Huayco,28,36,38,40,Cajon,12.00,36.75,37.75,35.43
Melon Coquito,40,55,59,82,Bandeja,12.00,10.75,10.75,10.04
Membrillo Criollo,12,13,12,13,Kilogramo,1.00,2.33,2.35,2.26
Membrillo Serrano,17,22,23,27,Cajon,24.00,56.75,56.50,56.93
Naranja Primavera,12,25,20,19,Kilogramo,1.00,1.43,1.48,1.42
Naranja Tangelo Selva,42,74,63,87,Jaba,22.00,22.75,22.50,22.43
Naranja Valencia,85,189,143,185,Jaba,24.00,16.25,15.75,16.54
Naranja Washington Naval,12,27,24,25,Kilogramo,1.00,2.08,2.08,2.08
Noni,7,12,7,9,Kilogramo,1.00,1.48,1.53,1.49
Pacae Criollo,5,8,6,6,Kilogramo,1.00,3.08,3.08,3.13
Pacae De Seda,6,8,6,4,Kilogramo,1.00,2.38,2.38,2.37
Palta Choquete,9,10,9,10,Cajon,12.00,22.75,22.75,23.36
Palta Collin Red,10,12,11,,Cajon,12.00,20.75,20.50,20.71
Palta Criolla,9,17,12,11,Cajon,12.00,23.25,22.50,22.89
Palta Dedo,5,2,3,3,Kilogramo,1.00,3.30,3.23,3.28
Palta Fuerte,37,62,56,53,Kilogramo,1.00,3.28,3.28,3.36
Palta Hall,9,12,,16,Cajon,12.00,22.75,22.50,22.25
Palta Hass,14,12,9,9,Kilogramo,1.00,3.08,3.18,3.16
Palta Linda,6,11,8,9,Cajon,12.00,24.00,23.75,23.61
Papaya (Costa),8,16,13,16,Cajon,12.00,17.00,16.50,17.43
Papaya (Selva),88,203,175,202,Cajon,12.00,18.25,17.50,18.93
Pepino Rayado O Melon,14,45,35,34,Kilogramo,1.00,2.08,2.08,2.15
Pera Agua Italiana,4,2,5,,Jaba,16.00,45.50,46.33,44.61
Pera Agua Packam Importado,11,18,14,17,Caja,20.00,77.50,77.50,76.75
Piña Criolla (Selva),38,59,53,56,Cajon,12.00,14.75,14.25,15.25
Piña Golden,47,61,51,58,Bandeja,12.00,23.25,22.75,23.39
Piña Hawaiana,39,60,52,55,Kilogramo,1.00,1.08,1.03,1.07
Pitahaya,6,5,5,5,Kilogramo,1.00,10.75,12.25,10.46
Platano Bellaco,116,102,96,107,Ciento,35.00,51.75,51.75,51.39
Platano Bizcocho,62,102,86,105,Bandeja,14.00,14.75,14.75,14.11
Platano Isla,95,109,106,136,Ciento,25.00,35.25,35.50,35.04
Platano Manzano,10,12,17,22,Jaba,16.00,16.25,15.75,15.89
Platano Morado,7,7,9,10,Cajon,12.00,26.75,26.75,26.96
Platano Palillo,48,48,49,51,Ciento,35.00,51.50,51.75,51.39
Platano Seda Congo,44,42,54,83,Ciento,20.00,25.00,25.75,24.57
Platano Seda (Selva),16,45,38,30,Ciento,25.00,24.50,24.75,23.87
Sandia,92,113,92,102,Kilogramo,1.00,1.03,1.03,0.98
Tamarindo (Con Cascara),1,1,,1,Kilogramo,1.00,3.90,3.75,3.89
Tamarindo (Sin Cascara),,,,,Kilogramo,1.00,4.90,4.75,4.89
Toronja Costa Con Pepa,9,26,21,23,Jaba,22.00,24.75,24.75,25.07
Toronja Selva Con Pepa,11,10,11,12,Cajon,12.00,15.75,16.25,15.89
Tumbo,4,4,4,4,Kilogramo,1.00,3.38,3.38,2.81
Tuna Amarilla,10,5,8,9,Kilogramo,1.00,2.78,2.93,2.72
Tuna Blanca,7,10,12,10,Kilogramo,1.00,3.05,3.08,2.95
Tuna Morada/Rosada,11,4,7,9,Kilogramo,1.00,2.78,2.88,2.68
Uva Alfonso Lavalett,38,47,30,21,Jaba,12.00,20.25,19.25,20.54
Uva Fley,8,13,12,,Jaba,12.00,42.50,42.50,43.18
Uva Italia,9,9,11,13,Jaba,12.00,26.50,26.00,25.96
Uva Palestina,15,6,11,11,Jaba,12.00,34.25,33.75,33.71
Uva Rosada,6,6,9,10,Jaba,12.00,34.75,34.75,34.50
Uva Superior,9,11,9,10,Jaba,12.00,35.75,35.75,35.71
Yacon (Llacon),3,4,3,3,Kilogramo,1.00,1.58,1.58,1.57
Zapote,6,5,5,6,Cajon,10.00,25.75,24.75,25.36
