Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Aguaje,3,3,3,4,Bandeja,10.00,30.25,30.75,29.61
Aguaymanto,2,2,2,1,Kilogramo,1.00,3.18,3.28,3.27
Albaricoque,3,4,3,3,Kilogramo,1.00,3.75,3.55,3.69
Anona,3,5,4,4,Cajon,10.00,33.25,33.50,32.57
Arándano,1,1,1,1,Kilogramo,1.00,18.75,18.75,16.86
Camu Camu,1,1,1,1,Bolsa,1.00,5.25,4.75,5.07
Carambola,11,15,10,11,Cajon,10.00,12.75,12.75,13.57
Chirimoya Criolla O Huayco,3,2,3,3,Kilogramo,1.00,3.93,3.93,3.99
Chirimoya Cumbe,15,13,13,16,Kilogramo,1.00,4.08,4.08,4.19
Ciruela Nectarina (Importada),6,6,6,7,Cajon,10.00,58.75,57.50,57.32
Ciruela Roja/Criolla,16,13,14,17,Bandeja,15.00,22.75,22.75,22.50
Ciruela Santa Rosa/Nacional,3,1,4,4,Cajon,10.00,40.75,42.25,40.18
Coco,25,36,11,7,Unidad,1.50,1.58,1.58,1.65
Cocona,8,19,11,13,Bandeja,15.00,22.75,21.25,23.57
Datil Melado,4,4,,,Cajon,10.00,67.50,66.50,67.50
Fresa San Andreas,21,15,32,37,Kilogramo,1.00,5.98,5.98,5.90
Granada,51,41,32,34,Jaba,16.00,15.50,15.25,16.50
Granadilla (Costa),8,10,8,9,Ciento,8.00,21.75,21.75,21.50
Granadilla (Selva),43,43,35,35,Cajon,13.00,30.75,31.50,28.96
Guanabana (Costa),6,2,5,4,Kilogramo,1.00,2.88,2.88,3.00
Guanabana (Selva),5,2,4,4,Kilogramo,1.00,3.18,3.08,3.33
Guayaba,6,2,6,5,Cajon,10.00,26.50,25.25,27.36
Higo Maduro,2,1,4,8,Cajon,7.00,31.75,33.50,31.14
Kake/Kaki,4,3,6,3,Cajon,10.00,53.75,51.50,58.36
Kiwi Importado Chileno,7,7,7,7,Caja,12.00,68.50,67.50,70.57
Lima Dulce,4,3,4,4,Kilogramo,1.00,2.25,2.28,2.27
Limon Dulce  Selva,9,10,8,8,Jaba,20.00,22.75,21.25,23.36
Lucuma Beltran,2,2,3,2,Kilogramo,1.00,4.38,4.48,4.28
Lucuma De Seda,4,2,3,3,Kilogramo,1.00,4.08,4.23,3.97
Mamey,7,4,5,5,Kilogramo,1.00,2.95,2.85,2.93
Mandarina Satsuma,191,151,144,140,Kilogramo,1.00,1.33,1.28,1.42
Mandarina Tangerina,27,29,24,18,Jaba,16.00,12.50,12.50,13.21
Mango Edward,8,7,10,12,Bandeja,17.00,57.50,57.50,56.25
Mango Haden /Hayde,11,4,11,11,Kilogramo,1.00,2.73,2.73,2.61
Mango Kafro,16,46,20,14,Bandeja,17.00,28.75,28.50,28.11
Mango Kent,43,67,24,29,Kilogramo,1.00,2.28,2.18,2.25
Mango Rosado,6,3,9,34,Jaba,20.00,34.75,35.75,34.07
Manzana Cte/Para Agua,33,26,29,30,Cajon,24.00,20.75,21.50,21.32
Manzana Delicia,103,95,85,104,Cajon,24.00,51.75,50.75,53.25
Manzana Golden,10,4,8,10,Kilogramo,1.00,1.88,1.88,1.89
Manzana Importada,13,20,13,13,Caja,20.00,78.25,77.50,80.71
Manzana Israel,57,53,35,36,Kilogramo,1.00,1.68,1.68,1.62
Manzana Winter,7,8,9,11,Cajon,24.00,46.75,46.75,46.57
Maracuya,20,24,12,12,Kilogramo,1.00,2.00,2.00,1.74
Melocoton Blanquillo,29,28,14,16,Cajon,12.00,47.50,45.00,47.86
Melocoton Durazno Huayco,39,37,27,28,Cajon,12.00,49.75,47.75,49.36
Melon Coquito,82,112,60,65,Bandeja,12.00,11.00,11.00,11.71
Membrillo Criollo,14,25,10,13,Kilogramo,1.00,2.38,2.35,2.43
Membrillo Serrano,31,30,23,19,Cajon,24.00,60.75,60.75,62.61
Naranja Primavera,26,22,19,27,Kilogramo,1.00,1.38,1.38,1.42
Naranja Tangelo Selva,62,47,65,66,Jaba,22.00,22.75,23.25,23.79
Naranja Valencia,160,188,146,158,Jaba,24.00,20.75,21.75,21.04
Naranja Washington Naval,14,16,17,18,Kilogramo,1.00,2.55,2.53,2.63
Noni,5,14,5,6,Kilogramo,1.00,1.75,1.63,1.69
Pacae Criollo,5,10,4,4,Kilogramo,1.00,3.08,3.20,3.10
Pacae De Seda,5,3,4,4,Kilogramo,1.00,2.28,2.38,2.35
Palta Antillana,17,17,,,Cajon,12.00,22.00,21.75,22.33
Palta Choquete,9,31,12,11,Cajon,12.00,17.50,17.25,17.25
Palta Criolla,11,13,14,13,Cajon,12.00,16.25,16.50,16.46
Palta Dedo,2,2,2,2,Kilogramo,1.00,3.30,3.25,3.29
Palta Fuerte,67,56,56,65,Kilogramo,1.00,3.30,3.23,3.22
Palta Hall,14,8,15,13,Cajon,12.00,16.50,16.25,16.82
Palta Hass,10,5,6,7,Kilogramo,1.00,3.33,3.28,3.31
Palta Linda,13,6,11,9,Cajon,12.00,21.50,21.25,22.75
Papaya (Costa),13,11,12,11,Cajon,12.00,14.75,14.75,13.50
Papaya (Selva),217,201,183,211,Cajon,12.00,16.25,16.50,15.29
Pepino Rayado O Melon,34,57,22,16,Kilogramo,1.00,2.35,2.28,2.50
Pera Agua Packam Importado,13,16,13,12,Caja,20.00,78.75,77.50,80.86
Piña Criolla (Selva),56,59,54,52,Cajon,12.00,15.25,15.50,15.50
Piña Golden,60,56,58,49,Bandeja,12.00,22.75,22.75,22.86
Piña Hawaiana,57,53,53,49,Kilogramo,1.00,1.03,1.05,1.02
Pitahaya,5,4,5,5,Kilogramo,1.00,8.50,8.50,8.61
Platano Bellaco,116,109,85,119,Ciento,35.00,51.00,50.75,51.36
Platano Bizcocho,111,112,88,99,Bandeja,14.00,14.00,14.25,14.11
Platano Isla,138,123,100,100,Ciento,25.00,36.50,36.25,36.29
Platano Manzano,17,18,20,23,Jaba,16.00,15.00,15.75,15.39
Platano Morado,6,6,8,,Cajon,12.00,26.75,27.25,27.04
Platano Palillo,53,46,48,,Ciento,35.00,51.50,50.75,51.86
Platano Seda Congo,63,105,68,50,Ciento,20.00,24.75,24.25,24.18
Platano Seda (Selva),34,30,25,30,Ciento,25.00,23.75,22.75,23.25
Sandia,112,82,94,122,Kilogramo,1.00,0.93,0.93,0.94
Tamarindo (Con Cascara),,,,,Kilogramo,1.00,3.75,3.75,3.83
Tamarindo (Sin Cascara),,,,,Kilogramo,1.00,4.75,4.75,4.74
Toronja Costa Con Pepa,17,20,12,14,Jaba,22.00,22.75,22.75,23.86
Toronja Selva Con Pepa,11,3,9,10,Cajon,12.00,14.25,15.00,14.89
Tumbo,4,3,3,4,Kilogramo,1.00,2.35,2.35,2.36
Tuna Amarilla,12,9,14,21,Kilogramo,1.00,2.23,2.25,2.15
Tuna Blanca,21,22,13,13,Kilogramo,1.00,2.28,2.33,2.21
Tuna Morada/Rosada,9,7,12,18,Kilogramo,1.00,2.23,2.25,2.16
Uva Alfonso Lavalett,12,16,17,13,Jaba,12.00,20.75,20.75,21.21
Uva Borgoña,2,3,3,3,Jaba,12.00,28.75,28.50,28.57
Uva Italia,17,20,21,33,Jaba,12.00,21.50,21.50,20.96
Uva Palestina,4,7,9,,Jaba,12.00,28.75,28.75,29.11
Uva Red Globe,24,20,28,31,Jaba,12.00,22.75,22.25,22.04
Uva Superior,6,9,7,,Jaba,12.00,33.75,33.50,33.25
Yacon (Llacon),3,3,3,3,Kilogramo,1.00,1.65,1.58,1.65
Zapote,4,4,,,Cajon,10.00,22.75,23.75,23.50
