Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Aguaje,4,4,3,3,Bandeja,10.00,32.25,32.25,31.43
Aguaymanto,2,2,2,2,Kilogramo,1.00,3.43,3.38,3.34
Albaricoque,2,7,5,3,Kilogramo,1.00,3.23,3.13,3.38
Anona,6,5,5,4,Cajon,10.00,33.50,32.75,33.33
Arándano,1,1,1,1,Kilogramo,1.00,18.50,18.75,18.73
Camu Camu,1,1,1,1,Bolsa,1.00,5.00,4.75,4.73
Carambola,11,8,9,11,Cajon,10.00,12.25,11.75,12.17
Chirimoya Criolla O Huayco,4,5,3,3,Kilogramo,1.00,3.93,3.88,3.90
Chirimoya Cumbe,12,15,14,14,Kilogramo,1.00,3.93,3.93,4.00
Ciruela Nectarina (Importada),7,6,,7,Cajon,10.00,58.75,58.50,58.02
Ciruela Roja/Criolla,14,13,12,14,Bandeja,15.00,24.25,24.25,23.71
Ciruela Santa Rosa/Nacional,5,5,3,3,Cajon,10.00,43.75,43.50,42.83
Coco,12,19,23,14,Unidad,1.50,1.63,1.63,1.61
Cocona,15,9,14,15,Bandeja,15.00,22.50,22.25,21.75
Datil Melado,4,4,,,Cajon,10.00,65.25,64.75,65.89
Fresa San Andreas,12,46,19,29,Kilogramo,1.00,6.18,6.18,6.08
Granada,29,33,37,32,Jaba,16.00,15.25,14.75,14.86
Granadilla (Costa),6,7,6,9,Ciento,8.00,21.25,21.75,21.51
Granadilla (Selva),36,51,40,39,Cajon,13.00,28.00,28.00,29.89
Guanabana (Costa),5,6,,4,Kilogramo,1.00,2.68,2.68,2.76
Guanabana (Selva),3,4,4,4,Kilogramo,1.00,3.08,3.08,3.09
Guayaba,2,7,3,4,Cajon,10.00,23.75,24.25,24.43
Higo Maduro,1,2,2,5,Cajon,7.00,35.25,35.50,34.36
Kake/Kaki,3,4,4,3,Cajon,10.00,48.75,48.50,50.04
Kiwi Importado Chileno,7,8,,7,Caja,12.00,67.50,67.50,67.68
Lima Dulce,5,5,5,3,Kilogramo,1.00,2.38,2.38,2.33
Limon Dulce  Selva,10,9,9,10,Jaba,20.00,23.25,22.75,21.93
Lucuma Beltran,3,2,2,3,Kilogramo,1.00,4.48,4.48,4.50
Lucuma De Seda,4,3,3,3,Kilogramo,1.00,4.25,4.23,4.22
Mamey,5,7,4,5,Kilogramo,1.00,2.88,2.93,2.87
