Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Aguaje,6,7,,5,Bandeja,10.00,18.25,17.50,18.11
Aguaymanto,2,2,2,2,Kilogramo,1.00,4.33,4.20,4.33
Albaricoque,4,7,5,7,Kilogramo,1.00,3.30,3.28,3.22
Arándano,5,4,,3,Kilogramo,1.00,7.00,6.75,6.22
Camu Camu,1,1,,1,Bolsa,1.00,7.00,6.63,6.45
Carambola,10,10,10,10,Cajon,10.00,18.25,18.25,18.32
Chirimoya Criolla O Huayco,4,3,,,Kilogramo,1.00,6.28,6.35,6.32
Chirimoya Cumbe,14,15,13,14,Kilogramo,1.00,6.45,6.38,6.49
Ciruela Nectarina (Importada),7,5,7,,Cajon,10.00,56.50,56.50,57.25
Ciruela Roja/Criolla,13,13,12,13,Bandeja,15.00,39.75,39.50,37.54
Ciruela Santa Rosa/Nacional,6,6,6,,Cajon,10.00,36.75,36.75,36.86
Coco,9,12,11,12,Unidad,1.50,1.75,1.65,1.57
Cocona,16,14,13,11,Bandeja,15.00,21.75,21.50,21.39
Fresa Sabrina,40,47,40,35,Kilogramo,1.00,3.18,3.18,3.23
Fresa San Andreas,42,42,41,41,Kilogramo,1.00,3.23,3.23,3.25
Granada,9,5,,,Jaba,16.00,77.00,76.50,76.89
Granadilla (Costa),10,3,,8,Ciento,8.00,24.50,24.25,25.00
Granadilla (Selva),40,45,41,48,Cajon,13.00,38.50,38.75,36.93
Guanabana (Costa),4,6,5,,Kilogramo,1.00,5.48,5.48,5.55
Guanabana (Selva),3,5,4,5,Kilogramo,1.00,5.75,5.75,5.82
Higo Maduro,6,7,3,3,Cajon,7.00,50.25,49.25,49.89
Kiwi Importado Chileno,7,5,6,,Caja,12.00,137.67,136.50,135.94
Lima Dulce,5,5,,,Kilogramo,1.00,3.48,3.48,3.59
Limon Dulce - Selva,9,9,9,10,Jaba,20.00,34.75,35.25,35.43
Lucuma Beltran,4,5,,,Kilogramo,1.00,4.80,4.75,4.89
Lucuma De Seda,3,3,,,Kilogramo,1.00,4.70,4.68,4.74
Mamey,5,5,,6,Kilogramo,1.00,3.20,3.20,3.03
Mandarina Kara,16,9,15,21,Kilogramo,1.00,1.83,1.78,1.84
Mandarina Kori,15,10,14,22,Kilogramo,1.00,1.80,1.83,1.81
Mandarina Malvacea,28,18,24,28,Kilogramo,1.00,2.83,2.78,2.71
Mandarina Murcott,7,11,10,12,Kilogramo,1.00,2.53,2.63,2.53
Mandarina Rio De Oro,16,13,18,33,Kilogramo,1.00,2.55,2.63,2.52
Mandarina Satsuma,24,36,26,28,Kilogramo,1.00,2.13,2.13,2.14
Mandarina Tangerina,9,10,14,13,Jaba,16.00,18.75,18.75,19.00
Mango Criollo,29,27,22,11,Kilogramo,1.00,3.83,3.78,3.80
Mango Edward,54,67,49,55,Kilogramo,1.00,1.88,1.78,1.73
Mango Haden /Hayde,37,45,33,40,Kilogramo,1.00,2.38,2.38,2.22
Mango Kafro,7,5,10,10,Kilogramo,1.00,3.38,3.38,3.21
Mango Kent,6,14,12,21,Kilogramo,1.00,3.20,3.38,3.10
Mango Pico De Loro,16,20,16,,Kilogramo,1.00,2.53,2.48,2.43
Manzana Cte/Para Agua,24,33,23,25,Cajon,24.00,25.50,24.75,25.82
Manzana Delicia,92,98,78,75,Cajon,24.00,58.75,58.75,59.11
Manzana Golden,6,8,7,6,Kilogramo,1.00,2.53,2.38,2.44
Manzana Importada,11,11,14,,Caja,20.00,92.00,92.25,90.00
Manzana Israel,44,44,42,46,Kilogramo,1.00,0.95,0.93,0.95
Manzana Winter,9,10,8,9,Cajon,24.00,44.33,43.75,44.87
Maracuya,9,18,13,11,Kilogramo,1.00,2.23,2.15,2.50
Melocoton Blanquillo,23,22,20,19,Cajon,12.00,38.25,37.75,37.68
Melocoton Durazno Huayco,41,38,37,35,Cajon,12.00,38.50,38.75,38.29
Melon Coquito,40,30,34,35,Bandeja,12.00,16.25,14.75,14.79
