Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Aguaje,4,4,6,7,Bandeja,10.00,16.75,17.25,17.82
Aguaymanto,2,3,2,2,Kilogramo,1.00,3.38,3.43,3.27
Arándano,2,2,2,2,Kilogramo,1.00,7.50,7.50,6.93
Caimito (Selva),3,4,,,Cajon,10.00,23.75,23.75,24.00
Camu Camu,1,1,1,1,Bolsa,1.00,7.25,7.25,8.36
Carambola,12,14,8,8,Cajon,10.00,16.75,16.75,17.96
Chirimoya Criolla O Huayco,2,4,4,,Kilogramo,1.00,4.28,4.28,4.36
Chirimoya Cumbe,13,10,16,17,Kilogramo,1.00,4.73,4.63,4.87
Ciruela Nectarina (Importada),8,8,7,6,Cajon,10.00,53.75,55.75,53.64
Ciruela Roja/Criolla,21,27,14,21,Bandeja,15.00,26.75,27.25,24.43
Ciruela Santa Rosa/Nacional,7,6,9,8,Cajon,10.00,35.75,35.75,35.18
Coco,7,10,9,12,Unidad,1.50,1.85,1.75,1.69
Cocona (Selva),14,15,10,11,Bandeja,15.00,18.25,18.00,18.93
Fresa Aroma,8,6,13,35,Kilogramo,1.00,3.05,3.03,3.00
Fresa San Andreas,55,56,40,,Kilogramo,1.00,3.15,3.15,3.16
Granada,10,13,18,,Jaba,16.00,33.50,32.75,34.18
Granadilla (Costa),5,10,8,6,Ciento,8.00,24.25,23.75,25.11
Granadilla (Selva),33,40,27,40,Cajon,13.00,48.50,47.75,49.04
Guanabana De La Costa,4,7,6,,Kilogramo,1.00,5.08,5.15,5.21
Guanabana De La Selva,3,6,4,6,Kilogramo,1.00,6.28,6.28,6.46
Higo Maduro O Brevas,11,11,9,4,Cajon,7.00,43.75,42.50,45.79
Lima Dulce,4,9,5,5,Kilogramo,1.00,2.38,2.38,2.35
Limon Dulce  Selva,6,8,7,7,Jaba,20.00,35.75,35.50,36.71
Lucuma Beltran,2,4,,,Kilogramo,1.00,5.58,5.58,5.61
Lucuma De Seda,2,3,5,5,Kilogramo,1.00,4.38,4.38,4.58
Mamey,8,6,8,7,Kilogramo,1.00,2.70,2.68,2.83
Mandarina Malvacea,34,,15,13,Kilogramo,1.00,2.38,,2.40
Mandarina Satsuma,50,107,81,91,Kilogramo,1.00,2.23,2.25,2.25
Mandarina Tangerina,8,13,13,19,Jaba,16.00,21.75,22.25,22.68
Mango Criollo,69,78,32,22,Kilogramo,1.00,2.00,2.00,2.13
Mango Edward,31,15,53,101,Bandeja,17.00,25.75,26.75,23.54
Mango Haden /Hayde,29,17,47,68,Kilogramo,1.00,1.48,1.55,1.44
Mango Kafro / Jafro (Costa),20,17,25,31,Bandeja,17.00,25.75,25.75,23.61
Mango Kent,73,87,59,51,Kilogramo,1.00,1.30,1.28,1.40
Mango Pico De Loro,6,6,6,7,Jaba,16.00,29.25,29.25,28.11
Manzana Cte/Para Agua,24,30,23,30,Cajon,24.00,25.25,25.25,24.96
Manzana Delicia,53,76,87,102,Cajon,24.00,52.25,52.50,50.00
Manzana Golden,3,12,8,10,Kilogramo,1.00,1.88,1.88,1.89
Manzana Importada,15,15,14,16,Caja,20.00,87.50,87.50,87.32
Manzana Israel,30,53,48,58,Kilogramo,1.00,0.95,0.95,0.88
Manzana Winter,8,9,10,13,Cajon,24.00,45.75,45.75,45.14
Maracuya,7,8,12,14,Kilogramo,1.00,1.93,1.88,1.90
Melocoton Blanquillo,10,9,13,19,Cajon,12.00,40.00,39.50,41.04
Melocoton Durazno Huayco,12,10,21,36,Cajon,12.00,41.25,40.75,42.29
Melon Coquito,82,50,61,61,Bandeja,12.00,11.75,11.50,11.71
Membrillo Criollo,4,14,10,13,Kilogramo,1.00,2.00,1.88,2.03
Membrillo Serrano,17,20,20,24,Cajon,24.00,53.75,51.50,54.61
Naranja Primavera,33,32,24,28,Kilogramo,1.00,1.45,1.38,1.42
Naranja Tangelo Selva,47,69,56,69,Jaba,22.00,28.50,29.50,27.71
Naranja Valencia,130,174,133,168,Jaba,24.00,20.75,21.50,20.57
Naranja Washington Naval(Costa),16,19,13,14,Kilogramo,1.00,3.35,3.28,3.29
Noni,4,5,,,Kilogramo,1.00,1.85,1.88,1.90
Pacae De Seda,3,5,5,5,Kilogramo,1.00,3.38,3.50,3.48
Palta Collin Red (Costa/Selva),11,11,10,,Cajon,12.00,19.75,19.75,20.79
Palta Criolla (Selva),10,13,12,15,Cajon,12.00,17.50,17.25,18.46
Palta Dedo,2,4,,,Kilogramo,1.00,4.83,4.78,4.87
Palta Fuerte,35,47,44,44,Kilogramo,1.00,4.63,4.48,4.71
Palta Hall,12,17,13,13,Cajon,12.00,20.25,20.25,20.82
Palta Hass,5,8,6,5,Kilogramo,1.00,4.38,4.38,4.48
Palta Linda,10,10,8,8,Cajon,12.00,25.50,25.50,27.11
Papaya (Costa),14,17,14,13,Cajon,12.00,13.75,14.25,14.39
Papaya (Selva),170,203,167,192,Cajon,12.00,14.75,15.25,15.36
Pepino Rayado O Melon,22,24,34,50,Kilogramo,1.00,1.88,1.88,1.85
Pera Agua Criolla,10,22,14,,Jaba,16.00,40.75,41.50,41.61
Pera Agua Italiana,16,43,14,14,Jaba,16.00,41.75,42.75,42.25
Pera Agua Packam Importado,16,13,14,16,Caja,20.00,86.50,88.50,87.96
Piña Criolla (Selva),59,60,56,61,Cajon,12.00,11.25,11.25,11.93
Piña Golden,50,54,57,64,Bandeja,12.00,17.00,18.75,18.39
Piña Hawaiana,50,62,54,61,Kilogramo,1.00,1.03,0.95,1.16
Pitahaya,4,5,5,,Kilogramo,1.00,7.25,6.75,7.50
Platano Bellaco,28,82,85,108,Ciento,35.00,51.75,51.50,51.68
Platano Bizcocho (Selva),72,113,93,112,Bandeja,14.00,12.75,12.50,12.68
Platano Isla (Selva),106,138,99,106,Ciento,25.00,37.25,36.25,38.93
Platano Manzano (Selva),17,29,22,24,Jaba,16.00,15.25,15.50,15.43
Platano Morado (Selva),3,59,9,11,Cajon,12.00,27.25,27.75,26.50
Platano Palillo/Selva,39,47,49,50,Ciento,35.00,51.50,51.50,51.79
Platano Seda Congo,47,81,65,84,Ciento,20.00,25.00,25.00,26.86
Platano Seda (Selva),30,34,27,30,Ciento,25.00,24.25,23.75,25.82
Sandia,72,74,88,117,Kilogramo,1.00,0.95,0.95,0.94
Tamarindo (Con Cascara),,1,,1,Kilogramo,1.00,4.90,4.85,4.87
Tamarindo (Sin Cascara),,,,,Kilogramo,1.00,5.90,5.85,5.87
Toronja Costa Con Pepa,8,13,13,,Jaba,22.00,24.50,24.50,24.25
Toronja Selva Con Pepa,9,8,8,11,Cajon,12.00,15.75,15.75,16.68
Tumbo,4,4,4,5,Kilogramo,1.00,2.43,2.43,2.40
Tuna Amarilla,11,22,18,14,Kilogramo,1.00,2.18,2.23,2.24
Tuna Blanca,9,20,13,12,Kilogramo,1.00,2.25,2.28,2.27
Tuna Morada/Rosada,6,9,10,12,Kilogramo,1.00,2.18,2.23,2.24
Uva Alfonso Lavalett,11,26,19,18,Jaba,12.00,22.25,22.50,20.82
