Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Aguaje,5,5,5,6,Bandeja,10.00,19.50,19.25,18.29
Aguaymanto,2,2,2,2,Kilogramo,1.00,3.38,3.38,3.28
Albaricoque,6,7,6,,Kilogramo,1.00,2.93,3.03,2.80
Arándano,1,2,,2,Kilogramo,1.00,6.50,6.75,7.04
Camu Camu,1,1,1,1,Bolsa,1.00,8.50,8.75,8.46
Carambola,12,5,11,7,Cajon,10.00,18.50,17.75,18.11
Chirimoya Cumbe,7,16,14,12,Kilogramo,1.00,5.63,5.63,5.77
Ciruela Nectarina (Importada),7,7,7,8,Cajon,10.00,56.50,55.25,56.11
Ciruela Roja/Criolla,12,19,,17,Bandeja,15.00,18.75,18.50,19.93
Ciruela Santa Rosa/Nacional,7,10,8,8,Cajon,10.00,38.50,38.25,40.00
Coco,4,7,8,13,Unidad,1.50,1.85,1.85,1.77
Cocona (Selva),17,8,14,10,Bandeja,15.00,21.75,22.25,21.68
Fresa Aroma,19,27,35,47,Kilogramo,1.00,2.85,2.93,2.67
Granadilla (Costa),6,10,7,8,Ciento,8.00,25.25,25.25,24.50
Granadilla (Selva),18,39,30,33,Cajon,13.00,38.75,39.00,37.29
Guanabana De La Selva,5,5,5,4,Kilogramo,1.00,6.83,6.78,6.88
Higo Maduro O Brevas,5,4,3,,Cajon,7.00,58.75,55.50,59.07
Kiwi Importado Chileno,6,7,8,8,Caja,12.00,61.25,66.00,61.25
Lima Dulce,5,5,5,5,Kilogramo,1.00,2.45,2.45,2.38
Limon Dulce  Selva,6,9,8,8,Jaba,20.00,36.50,36.25,35.75
Lucuma De Seda,4,8,5,4,Kilogramo,1.00,5.33,5.20,5.48
Mamey,6,11,7,8,Kilogramo,1.00,2.93,2.93,2.80
Mandarina Malvacea,9,11,11,15,Kilogramo,1.00,2.55,2.55,2.52
Mandarina Satsuma,51,93,70,45,Kilogramo,1.00,2.53,2.45,2.55
Mandarina Tangerina,11,18,17,16,Jaba,16.00,22.75,22.50,22.88
Mango Criollo Planta ( Costa ),9,16,16,25,Kilogramo,1.00,1.98,2.03,1.95
Mango Edward Planta,68,87,92,100,Bandeja,17.00,19.75,19.25,19.29
Mango Haden /Hayde,56,64,61,64,Kilogramo,1.00,1.25,1.25,1.18
Mango Kafro / Jafro (Costa),29,29,22,15,Bandeja,17.00,19.50,19.25,17.56
Mango Kent,29,37,36,20,Kilogramo,1.00,1.28,1.25,1.14
Mango Pico De Loro,6,8,6,11,Jaba,16.00,24.25,24.50,22.89
Manzana Cte/Para Agua,24,40,32,36,Cajon,24.00,21.25,21.25,21.57
Manzana Delicia,82,172,86,78,Cajon,24.00,43.75,45.00,44.14
Manzana Golden,12,13,7,5,Kilogramo,1.00,2.23,2.18,2.21
Manzana Importada,12,15,15,16,Caja,20.00,88.50,87.50,87.64
Manzana Israel,53,58,51,50,Kilogramo,1.00,0.80,0.85,0.79
Manzana Winter,18,14,11,10,Cajon,24.00,44.25,44.50,44.14
Maracuya,8,31,10,10,Kilogramo,1.00,1.88,1.93,1.90
Melocoton Blanquillo,22,28,20,,Cajon,12.00,42.25,42.75,42.43
Melocoton Durazno Huayco,26,44,37,30,Cajon,12.00,43.75,44.75,43.86
Melon Coquito,43,72,55,45,Bandeja,12.00,14.25,14.00,15.25
Membrillo Criollo,18,16,12,,Kilogramo,1.00,2.23,2.15,2.15
Membrillo Serrano,19,19,20,19,Cajon,24.00,56.75,56.75,55.87
Naranja Primavera,20,24,25,29,Kilogramo,1.00,1.23,1.25,1.17
Naranja Tangelo Selva,42,70,64,52,Jaba,22.00,24.50,24.75,25.04
Naranja Valencia,76,174,153,143,Jaba,24.00,17.75,19.25,16.54
Naranja Washington Naval(Costa),13,18,13,11,Kilogramo,1.00,3.38,3.38,3.27
Pacae De Seda,4,5,5,,Kilogramo,1.00,3.28,3.28,3.18
Palta Collin Red (Costa/Selva),6,14,,,Cajon,12.00,21.50,20.50,21.25
Palta Criolla (Selva),6,16,13,13,Cajon,12.00,20.25,19.50,20.93
Palta Fuerte,22,34,32,44,Kilogramo,1.00,5.88,6.00,5.82
Palta Hall,7,15,11,13,Cajon,12.00,22.50,20.75,21.43
