Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Aguaje,4,10,4,6,Bandeja,10.00,37.50,37.50,37.25
Aguaymanto,3,2,2,2,Kilogramo,1.00,4.25,4.15,4.28
Albaricoque,4,5,4,:,Kilogramo,1.00,3.73,3.65,3.71
Anona,5,4,5,5,Cajon,10.00,27.25,27.25,26.89
Arándano,4,2,:,:,Kilogramo,1.00,28.50,28.50,26.93
Camu Camu,1,1,1,1,Bolsa,1.00,5.50,5.00,5.13
Carambola,14,7,16,14,Cajon,10.00,15.25,15.25,15.86
Chirimoya Criolla O Huayco,4,5,4,5,Kilogramo,1.00,4.23,4.23,4.19
Chirimoya Cumbe,14,15,15,16,Kilogramo,1.00,4.30,4.33,4.26
Ciruela Nectarina (Importada),9,6,8,7,Cajon,10.00,64.25,62.00,63.29
Ciruela Roja/Criolla,10,16,16,17,Bandeja,15.00,44.25,43.50,43.54
Coco,8,14,12,13,Unidad,1.50,1.43,1.43,1.47
Cocona,14,8,14,16,Bandeja,15.00,20.25,20.25,20.64
Datil Melado,4,5,:,:,Cajon,10.00,46.25,45.50,46.05
Fresa Sabrina,10,9,9,7,Kilogramo,1.00,5.85,5.85,5.80
Fresa San Andreas,34,29,30,28,Kilogramo,1.00,5.93,5.83,5.89
Granada,25,29,25,34,Jaba,16.00,19.25,18.75,18.68
Granadilla (Costa),6,4,6,:,Ciento,8.00,18.25,17.75,18.43
Granadilla (Selva),40,53,42,42,Cajon,13.00,31.00,29.75,31.89
Guanabana (Costa),6,5,7,7,Kilogramo,1.00,2.93,2.88,3.00
Guanabana (Selva),4,5,4,5,Kilogramo,1.00,3.05,3.08,3.10
Guayaba,5,7,5,5,Cajon,10.00,32.25,31.50,33.07
Higo Maduro,5,6,7,7,Cajon,7.00,47.25,46.50,46.79
Kake/Kaki,4,5,4,4,Cajon,10.00,59.25,55.75,61.54
Kiwi Importado Chileno,6,8,7,9,Caja,12.00,111.25,103.25,111.39
Lima Dulce,3,4,5,5,Kilogramo,1.00,2.73,2.68,2.82
Limon Dulce - Selva,10,11,11,10,Jaba,20.00,23.25,22.75,23.68
Lucuma Beltran,4,5,4,5,Kilogramo,1.00,4.25,4.18,4.10
Lucuma De Seda,3,3,3,4,Kilogramo,1.00,4.43,4.35,4.26
Mamey,5,6,6,5,Kilogramo,1.00,2.93,2.93,2.93
Mandarina Clementina,9,20,16,:,Kilogramo,1.00,1.45,1.38,1.50
Mandarina Primosole,51,60,59,:,Kilogramo,1.00,1.03,0.98,1.02
Mandarina Satsuma,65,42,65,83,Kilogramo,1.00,1.25,1.25,1.25
Mandarina Tangerina,16,24,17,15,Jaba,16.00,12.50,12.25,12.71
Mango Criollo,4,7,7,12,Kilogramo,1.00,3.45,3.45,3.33
Mango Edward,7,4,9,8,Kilogramo,1.00,5.45,5.43,5.37
Mango Kafro,19,16,13,10,Kilogramo,1.00,2.55,2.53,2.49
Mango Kent,17,27,37,38,Kilogramo,1.00,3.45,3.48,3.38
Manzana Cte/Para Agua,14,32,31,25,Cajon,24.00,23.25,22.75,23.07
Manzana Delicia,81,90,88,82,Cajon,24.00,57.00,56.25,57.29
Manzana Golden,14,8,13,10,Kilogramo,1.00,1.95,1.95,1.94
Manzana Importada,11,15,14,16,Caja,20.00,84.50,87.50,85.93
Manzana Israel,41,32,30,36,Kilogramo,1.00,1.58,1.65,1.61
Manzana Winter,11,10,10,10,Cajon,24.00,45.25,44.75,45.89
Maracuya,11,15,13,12,Kilogramo,1.00,1.23,1.18,1.20
Melocoton Blanquillo,17,24,22,19,Cajon,12.00,33.25,32.75,33.46
Melocoton Durazno Huayco,30,37,37,30,Cajon,12.00,32.75,32.25,33.82
Melon Coquito,33,59,50,31,Bandeja,12.00,10.75,11.75,11.54
Membrillo Criollo,13,9,12,13,Kilogramo,1.00,2.63,2.58,2.57
Membrillo Serrano,16,18,19,19,Cajon,24.00,59.50,58.75,59.39
Naranja Primavera,14,22,17,17,Kilogramo,1.00,1.63,1.58,1.64
Naranja Tangelo Selva,44,59,64,56,Jaba,22.00,32.75,32.75,33.39
Naranja Valencia,125,139,155,143,Jaba,24.00,22.75,23.50,23.32
Naranja Washington Naval,10,26,20,14,Kilogramo,1.00,3.25,3.23,3.32
Noni,6,7,6,5,Kilogramo,1.00,1.75,1.73,1.61
Pacae Criollo,6,6,5,5,Kilogramo,1.00,3.55,3.48,3.62
Pacae De Seda,4,5,6,4,Kilogramo,1.00,3.33,3.33,3.33
Palta Antillana,5,7,7,6,Cajon,12.00,24.50,25.25,24.29
Palta Choquete,6,7,7,6,Cajon,12.00,24.25,24.50,23.18
Palta Criolla,8,9,11,11,Cajon,12.00,22.75,22.75,22.46
Palta Dedo,2,3,:,:,Kilogramo,1.00,3.85,3.73,3.98
Palta Fuerte,62,54,54,46,Kilogramo,1.00,3.80,3.73,3.90
Palta Hall,6,11,12,12,Cajon,12.00,24.50,23.75,24.18
Palta Hass,8,5,10,10,Kilogramo,1.00,4.13,4.20,4.06
Palta Linda,18,16,11,:,Cajon,12.00,34.25,33.50,34.36
Papaya (Costa),10,9,11,:,Cajon,12.00,15.25,13.75,16.07
Papaya (Selva),152,179,190,175,Cajon,12.00,15.75,15.25,16.39
Pepino Rayado O Melon,19,12,18,12,Kilogramo,1.00,3.55,3.55,3.53
Pera Agua Packam Importado,11,14,15,15,Caja,20.00,91.50,92.00,91.82
Pina Criolla (Selva),43,40,46,45,Cajon,12.00,17.50,17.00,16.68
