Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Aguaje,6,7,6,5,Bandeja,10.00,17.50,17.75,18.39
Aguaymanto,2,1,2,1,Kilogramo,1.00,4.70,4.85,4.58
Albaricoque,4,4,4,4,Kilogramo,1.00,3.43,3.48,3.25
Arándano,6,4,4,4,Kilogramo,1.00,8.50,8.38,7.93
Caimito (Selva),4,4,5,5,Cajon,10.00,46.75,47.50,46.43
Camu Camu,1,1,1,1,Bolsa,1.00,14.25,13.75,12.65
Carambola,14,8,13,11,Cajon,10.00,17.75,17.50,17.64
Chirimoya Criolla O Huayco,4,5,4,5,Kilogramo,1.00,4.23,4.23,4.54
Chirimoya Cumbe,17,15,15,15,Kilogramo,1.00,4.45,4.38,4.63
Ciruela Nectarina (Importada),10,8,8,8,Cajon,10.00,55.75,55.75,55.57
Ciruela Roja/Criolla,24,14,19,20,Bandeja,15.00,32.25,32.75,31.46
Ciruela Santa Rosa/Nacional,3,2,3,6,Cajon,10.00,34.25,33.75,34.11
Coco,20,23,16,12,Unidad,1.50,1.50,1.53,1.43
Cocona,12,14,13,15,Bandeja,15.00,32.25,32.25,31.82
Fresa Sabrina,11,13,11,16,Kilogramo,1.00,3.58,3.58,3.48
Fresa San Andreas,42,36,46,53,Kilogramo,1.00,3.60,3.63,3.51
Granada,15,17,18,14,Jaba,16.00,41.75,41.75,44.11
Granadilla (Costa),14,6,7,7,Ciento,8.00,26.75,26.75,26.25
Granadilla (Selva),31,35,41,30,Cajon,13.00,46.75,46.75,48.11
Guanabana (Costa),5,4,4,5,Kilogramo,1.00,6.08,6.13,6.27
Guanabana (Selva),5,5,4,3,Kilogramo,1.00,5.88,5.65,6.04
Higo Maduro,3,3,4,4,Cajon,7.00,48.50,47.75,47.57
Kiwi Importado Chileno,8,6,7,7,Caja,12.00,137.00,138.25,137.50
Lima Dulce,9,3,5,4,Kilogramo,1.00,3.53,3.58,3.49
Limon Dulce - Selva,10,8,9,8,Jaba,20.00,34.75,33.75,34.43
Lucuma Beltran,3,4,3,4,Kilogramo,1.00,3.88,3.88,3.93
Lucuma De Seda,3,2,2,3,Kilogramo,1.00,3.88,3.73,3.78
Lulo,,5,,,Cajon,10.00,,38.75,
Mamey,6,7,6,7,Kilogramo,1.00,2.38,2.43,2.38
Mandarina Satsuma,83,72,70,60,Kilogramo,1.00,2.18,2.18,2.22
Mandarina Tangerina,21,12,16,14,Jaba,16.00,22.25,22.25,22.07
Mango Chato,14,16,,,Kilogramo,1.00,2.73,2.48,2.71
Mango Criollo,36,37,34,19,Kilogramo,1.00,3.00,2.93,3.04
Mango Edward,95,73,71,61,Kilogramo,1.00,1.63,1.68,1.56
