Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Aguaje,4,5,4,5,Bandeja,10.00,17.25,17.50,17.29
Aguaymanto,2,2,2,2,Kilogramo,1.00,3.28,3.38,3.32
Arándano,2,2,2,2,Kilogramo,1.00,7.00,6.50,7.11
Caimito (Selva),7,6,,,Cajon,10.00,23.25,22.50,23.74
Camu Camu,1,1,1,1,Bolsa,1.00,6.50,6.50,7.21
Carambola,9,7,9,9,Cajon,10.00,16.50,15.50,17.04
Chirimoya Criolla O Huayco,7,4,,,Kilogramo,1.00,4.40,4.43,4.33
Chirimoya Cumbe,14,11,13,11,Kilogramo,1.00,4.70,4.75,4.70
Ciruela Nectarina (Importada),7,8,8,6,Cajon,10.00,55.50,54.75,54.82
Ciruela Roja/Criolla,9,9,17,12,Bandeja,15.00,28.25,30.50,26.96
Ciruela Santa Rosa/Nacional,8,7,7,8,Cajon,10.00,35.75,35.25,35.64
Coco,7,3,9,7,Unidad,1.50,1.78,1.65,1.77
Cocona (Selva),8,8,10,11,Bandeja,15.00,17.00,16.75,17.93
Fresa Aroma,6,9,7,14,Kilogramo,1.00,3.13,3.13,3.07
Fresa San Andreas,16,34,39,,Kilogramo,1.00,3.25,3.23,3.19
Granada,35,10,,,Jaba,16.00,33.25,32.75,33.25
Granadilla (Costa),7,4,8,6,Ciento,8.00,25.50,25.75,24.79
Granadilla (Selva),20,29,25,26,Cajon,13.00,50.25,50.75,49.29
Guanabana De La Costa,8,4,7,,Kilogramo,1.00,5.23,5.08,5.15
Guanabana De La Selva,5,6,5,5,Kilogramo,1.00,6.23,6.08,6.28
Higo Maduro O Brevas,13,9,12,5,Cajon,7.00,41.25,40.75,42.86
Lima Dulce,6,4,6,4,Kilogramo,1.00,2.43,2.38,2.38
Limon Dulce  Selva,7,6,7,7,Jaba,20.00,36.00,36.50,35.82
Lucuma Beltran,6,4,,,Kilogramo,1.00,5.40,5.35,5.52
Lucuma De Seda,6,4,4,9,Kilogramo,1.00,4.33,4.35,4.41
Mamey,7,2,7,7,Kilogramo,1.00,2.83,2.88,2.75
Mandarina Satsuma,83,50,89,58,Kilogramo,1.00,2.33,2.25,2.26
Mandarina Tangerina,14,8,13,12,Jaba,16.00,22.50,22.50,22.21
Mango Criollo,44,22,53,8,Kilogramo,1.00,2.05,1.98,2.05
Mango Edward,18,13,29,66,Bandeja,17.00,29.25,30.75,26.71
Mango Haden /Hayde,19,16,,46,Kilogramo,1.00,1.65,1.65,1.53
Mango Kafro / Jafro (Costa),15,14,18,18,Bandeja,17.00,26.50,25.75,25.39
Mango Kent,21,36,64,31,Kilogramo,1.00,1.33,1.28,1.34
Mango Pico De Loro,7,8,8,8,Jaba,16.00,29.25,30.00,28.68
Manzana Cte/Para Agua,25,17,23,22,Cajon,24.00,24.25,24.00,24.79
Manzana Delicia,89,32,85,73,Cajon,24.00,53.25,51.50,51.93
