Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Aguaje,4,4,5,,Bandeja,10.00,32.50,32.75,31.50
Aguaymanto,1,1,2,2,Kilogramo,1.00,4.50,5.50,4.01
Albaricoque,3,4,5,4,Kilogramo,1.00,3.30,3.28,3.26
Anona,5,4,4,4,Cajon,10.00,28.75,29.50,29.04
Arándano,4,3,4,3,Kilogramo,1.00,9.25,9.50,7.75
Camu Camu,1,1,1,,Bolsa,1.00,7.50,8.75,6.86
Carambola,5,10,10,9,Cajon,10.00,18.50,16.75,17.96
Chirimoya Criolla O Huayco,4,3,4,3,Kilogramo,1.00,4.10,4.08,4.14
Chirimoya Cumbe,14,11,14,10,Kilogramo,1.00,4.13,4.13,4.20
Ciruela Nectarina (Importada),6,22,8,8,Cajon,10.00,56.25,56.50,56.36
Ciruela Roja/Criolla,19,17,30,15,Bandeja,15.00,27.00,26.75,27.61
Ciruela Santa Rosa/Nacional,4,3,5,5,Cajon,10.00,36.25,35.75,35.13
Coco,10,6,11,9,Unidad,1.50,1.55,1.58,1.56
Cocona,8,20,12,9,Bandeja,15.00,29.00,28.75,29.29
Fresa San Andreas,22,17,19,20,Kilogramo,1.00,5.10,5.23,5.01
Granada,26,22,33,22,Caja Madera,12.00,15.50,15.50,15.00
Granadilla (Costa),6,7,6,7,Ciento,8.00,18.50,18.50,19.07
Granadilla (Selva),32,26,34,29,Cajon,13.00,25.25,25.25,25.14
Guanabana (Costa),5,4,5,5,Kilogramo,1.00,4.10,4.38,4.19
Guanabana (Selva),5,3,5,4,Kilogramo,1.00,4.75,4.93,4.82
Guayaba,3,5,5,,Cajon,10.00,33.00,33.25,32.11
Higo Maduro,6,6,7,4,Cajon,7.00,29.25,28.75,29.68
Kake/Kaki,3,2,3,,Cajon,10.00,87.75,86.50,87.89
Kiwi Importado Chileno,5,6,7,,Caja,12.00,96.50,95.75,95.68
Lima Dulce,6,3,6,4,Kilogramo,1.00,2.73,2.68,2.63
Limon Dulce - Selva,8,8,8,7,Jaba,20.00,27.25,26.75,25.75
Lucuma Beltran,3,1,3,3,Kilogramo,1.00,4.13,4.18,4.12
Lucuma De Seda,3,2,3,3,Kilogramo,1.00,3.85,3.88,3.89
Mamey,4,6,6,5,Kilogramo,1.00,3.45,3.45,3.37
Mandarina Satsuma,115,64,121,85,Kilogramo,1.00,1.43,1.43,1.51
Mandarina Tangerina,10,10,13,11,Jaba,16.00,16.50,16.75,17.00
Mango Criollo,20,16,32,18,Kilogramo,1.00,1.55,1.55,1.52
Mango Edward,5,4,6,14,Bandeja,17.00,42.25,41.75,40.29
Mango Haden /Hayde,5,5,6,9,Kilogramo,1.00,2.20,2.20,2.14
Mango Kafro,12,7,8,12,Bandeja,17.00,22.00,21.75,21.11
Mango Kent,44,48,67,40,Kilogramo,1.00,1.20,1.18,1.29
Mango Rosado,12,9,25,22,Jaba,20.00,21.50,21.50,21.50
Manzana Cte/Para Agua,34,20,29,20,Cajon,24.00,22.50,22.25,22.07
Manzana Delicia,69,65,83,66,Cajon,24.00,44.75,49.75,45.21
Manzana Golden,14,11,10,8,Kilogramo,1.00,1.60,1.63,1.63
Manzana Importada,12,14,16,13,Caja,20.00,81.50,82.25,81.86
Manzana Israel,32,38,36,36,Kilogramo,1.00,0.95,1.05,1.02
Manzana Winter,11,14,12,11,Cajon,24.00,42.25,42.25,43.11
Maracuya,10,13,14,11,Kilogramo,1.00,1.45,1.50,1.49
Melocoton Blanquillo,17,20,18,15,Cajon,12.00,33.50,33.00,33.07
Melocoton Durazno Huayco,20,21,33,28,Cajon,12.00,33.00,32.25,32.21
Melon Coquito,46,27,47,42,Bandeja,12.00,10.75,11.25,10.18
Membrillo Criollo,11,14,14,10,Kilogramo,1.00,2.45,2.48,2.51
Membrillo Serrano,20,17,20,18,Cajon,24.00,57.25,56.75,57.39
Naranja Primavera,14,13,17,19,Kilogramo,1.00,1.53,1.48,1.54
Naranja Tangelo Selva,44,37,59,25,Jaba,22.00,39.00,39.25,39.04
Naranja Valencia,140,52,147,70,Jaba,24.00,31.00,35.75,29.82
Naranja Washington Naval,14,10,14,12,Kilogramo,1.00,2.43,2.48,2.48
Noni,5,6,6,5,Kilogramo,1.00,1.60,1.58,1.56
Pacae Criollo,4,4,4,,Kilogramo,1.00,4.53,4.48,4.59
Pacae De Seda,4,4,5,4,Kilogramo,1.00,4.15,4.18,4.14
Palta Antillana,8,8,,,Cajon,12.00,18.25,17.75,18.10
Palta Choquete,7,9,9,7,Cajon,12.00,17.50,17.75,17.64
Palta Collin Red,5,6,8,8,Cajon,12.00,21.25,20.75,20.54
Palta Criolla,14,8,13,11,Cajon,12.00,16.50,17.50,16.46
Palta Dedo,2,2,2,2,Kilogramo,1.00,3.95,3.95,3.90
