Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Aguaymanto,3,1,2,1,Kilogramo,1.00,4.03,3.75,4.09
Albaricoque,,4,,7,Kilogramo,1.00,3.23,3.23,3.06
Arándano,2,3,2,2,Kilogramo,1.00,5.90,6.08,5.83
Camu Camu,1,1,1,,Bolsa,1.00,5.50,5.50,5.94
Carambola,7,12,11,11,Cajon,10.00,12.75,14.25,13.23
Chirimoya Criolla O Huayco,4,2,,5,Kilogramo,1.00,3.35,3.43,3.36
Chirimoya Cumbe,16,16,16,14,Kilogramo,1.00,3.53,3.55,3.53
Ciruela Nectarina (Importada),7,6,8,8,Cajon,10.00,57.25,55.75,56.50
Ciruela Santa Rosa/Nacional,8,7,7,8,Cajon,10.00,29.50,29.25,29.11
Coco,10,4,9,8,Unidad,1.50,1.63,1.63,1.63
Cocona,10,10,15,12,Bandeja,15.00,22.25,22.25,20.96
Datil Melado,2,2,2,3,Cajon,10.00,57.25,57.25,56.37
Fresa San Andreas,74,39,38,31,Kilogramo,1.00,4.63,4.65,4.74
Granada,7,,24,21,Caja Madera,12.00,47.50,,47.43
Granadilla (Costa),12,6,9,8,Ciento,8.00,22.25,22.25,22.07
Granadilla (Selva),57,33,40,34,Cajon,13.00,34.25,35.00,34.14
Guanabana (Costa),4,3,4,4,Kilogramo,1.00,2.90,3.08,2.85
Guanabana (Selva),4,3,4,5,Kilogramo,1.00,3.23,3.33,3.09
Higo Maduro,1,2,,2,Cajon,7.00,49.25,49.50,47.86
Kake/Kaki,4,,,4,Cajon,10.00,54.00,54.25,53.26
Kiwi Importado Chileno,6,7,6,7,Caja,12.00,91.50,92.25,91.89
Lima Dulce,7,5,5,5,Kilogramo,1.00,2.38,2.35,2.35
Limon Dulce - Selva,9,8,10,8,Jaba,20.00,24.25,24.25,23.93
Lucuma Beltran,9,2,4,3,Kilogramo,1.00,4.13,4.08,4.19
Lucuma De Seda,8,3,4,3,Kilogramo,1.00,4.30,4.28,4.17
Mamey,4,5,5,,Kilogramo,1.00,4.43,4.33,4.36
Mandarina Clementina,38,27,27,22,Kilogramo,1.00,1.45,1.45,1.43
Mandarina Dancy,,18,,,Kilogramo,1.00,,1.58,
Mandarina Malvacea,55,53,43,38,Kilogramo,1.00,1.53,1.48,1.49
Mandarina Murcott,20,26,27,34,Kilogramo,1.00,1.43,1.38,1.38
Mandarina Nova,34,28,28,21,Kilogramo,1.00,1.35,1.35,1.36
Mandarina Satsuma,47,47,39,36,Kilogramo,1.00,1.45,1.48,1.46
Mandarina Tangerina,14,13,14,14,Jaba,16.00,10.25,10.00,10.36
Mango Criollo,31,14,20,13,Kilogramo,1.00,4.15,4.18,4.14
Mango Edward,17,7,7,7,Kilogramo,1.00,5.40,5.58,5.32
Mango Haden /Hayde,6,5,7,,Kilogramo,1.00,5.45,5.48,5.45
Mango Kafro,5,7,5,7,Kilogramo,1.00,6.25,6.25,6.25
Mango Kent,3,6,5,8,Kilogramo,1.00,6.55,6.48,6.49
Mango Tommy Aki,7,7,7,7,Kilogramo,1.00,5.85,5.85,5.73
Manzana Cte/Para Agua,26,18,25,27,Cajon,24.00,38.50,38.25,38.14
Manzana Delicia,86,81,77,73,Cajon,24.00,41.00,40.50,41.18
Manzana Golden,9,8,11,9,Kilogramo,1.00,2.45,2.40,2.40
Manzana Importada,18,14,14,13,Caja,20.00,89.25,88.50,88.36
Manzana Israel,28,31,24,19,Kilogramo,1.00,3.08,3.08,2.95
Manzana Winter,15,12,12,9,Cajon,24.00,45.50,44.75,45.64
Maracuya,14,7,14,14,Kilogramo,1.00,1.45,1.48,1.50
Melocoton Blanquillo,30,7,18,17,Cajon,12.00,38.25,38.25,37.56
Melocoton Durazno Huayco,38,24,36,32,Cajon,12.00,39.00,39.25,39.00
Melon Coquito,28,35,31,33,Bandeja,12.00,16.00,16.25,17.18
Membrillo Criollo,15,14,12,13,Kilogramo,1.00,1.75,1.75,1.74
Membrillo Serrano,20,20,19,17,Cajon,24.00,48.00,47.50,48.21
Naranja Miniola,85,48,56,43,Kilogramo,1.00,1.33,1.28,1.33
Naranja Primavera,22,17,18,23,Kilogramo,1.00,1.43,1.38,1.40
Naranja Tangelo Costa,56,68,54,31,Kilogramo,1.00,1.43,1.38,1.42
Naranja Tangelo Selva,61,64,58,52,Jaba,22.00,21.25,20.75,21.36
Naranja Valencia,153,158,148,145,Jaba,24.00,14.50,14.50,14.89
Naranja Washington Naval,41,32,29,20,Kilogramo,1.00,2.05,2.08,2.04
Naranjita China Kin Kan,3,2,2,3,Kilogramo,1.00,5.05,5.08,4.92
Nispero De Agua,,15,,,Cajon,24.00,,56.75,
Noni,5,3,,,Kilogramo,1.00,1.75,1.78,1.72
Pacae Criollo,6,3,5,5,Kilogramo,1.00,4.45,4.48,4.30
Palta Choquete,7,5,6,6,Cajon,12.00,18.75,19.25,18.86
Palta Collin Red,7,5,7,,Cajon,12.00,18.50,18.25,18.96
Palta Criolla,20,15,12,9,Cajon,12.00,19.25,19.25,18.86
Palta Dedo,2,2,2,3,Kilogramo,1.00,3.85,3.88,3.69
Palta Fuerte,48,63,47,35,Kilogramo,1.00,4.60,4.58,4.40
Palta Hall,16,12,11,10,Cajon,12.00,20.50,20.50,20.61
Palta Hass,21,12,12,9,Kilogramo,1.00,3.13,3.08,3.02
Palta Linda,7,6,7,7,Cajon,12.00,27.50,27.25,26.87
Palta Naval,17,18,15,12,Kilogramo,1.00,2.93,2.83,2.92
Palta Queen,5,10,12,,Kilogramo,1.00,2.83,2.75,2.82
Palta Villa Campa,7,7,6,10,Kilogramo,1.00,2.93,2.85,2.91
Papaya (Costa),13,14,13,13,Cajon,12.00,16.50,16.25,17.14
Papaya (Selva),163,142,166,165,Cajon,12.00,17.75,17.75,18.68
Pepino Rayado O Melon,38,24,26,20,Kilogramo,1.00,2.58,2.55,2.49
Pera Agua Packam Importado,11,12,13,13,Caja,20.00,89.25,86.50,88.51
Piña Criolla (Selva),54,48,50,49,Cajon,12.00,11.25,11.25,11.46
Piña Golden,60,51,56,55,Bandeja,12.00,27.25,27.25,27.25
Piña Hawaiana,54,45,50,48,Kilogramo,1.00,0.90,0.88,0.91
Pitahaya,4,5,4,6,Kilogramo,1.00,10.25,9.75,8.29
Platano Bellaco,82,73,79,73,Ciento,35.00,52.25,51.75,52.04
Platano Bizcocho,118,65,82,82,Bandeja,14.00,16.25,16.00,16.07
Platano Isla,114,79,96,93,Ciento,25.00,42.75,42.50,42.14
Platano Manzano,27,14,24,18,Jaba,16.00,17.50,17.00,17.86
Platano Morado,14,10,13,12,Cajon,12.00,26.75,26.75,26.68
Platano Palillo,78,63,60,53,Ciento,35.00,56.50,55.75,55.54
Platano Seda Congo,108,65,81,89,Ciento,20.00,33.75,33.75,34.00
Platano Seda (Selva),45,17,25,25,Ciento,25.00,33.25,33.25,33.54
Sandia,43,46,52,56,Kilogramo,1.00,1.25,1.23,1.23
Tamarindo (Con Cascara),1,,,,Kilogramo,1.00,4.40,4.40,4.38
Tamarindo (Sin Cascara),,,,,Kilogramo,1.00,5.43,5.40,5.38
Toronja Costa,14,7,12,13,Jaba,22.00,25.25,24.50,25.20
Toronja Selva,11,5,9,14,Cajon,12.00,14.75,15.25,14.74
Tumbo,5,3,,3,Kilogramo,1.00,2.45,2.38,2.45
Tuna Amarilla,8,3,6,8,Kilogramo,1.00,3.35,3.28,3.34
Tuna Blanca,5,3,7,10,Kilogramo,1.00,3.40,3.35,3.35
Tuna Morada/Rosada,7,7,6,7,Kilogramo,1.00,3.35,3.28,3.33
Uva Alfonso Lavalett,57,28,30,12,Jaba,12.00,18.50,19.00,18.79
Uva Borgoña,,6,,,Jaba,12.00,,27.50,
Uva Fley,5,5,,10,Jaba,12.00,33.25,35.25,33.19
Uva Italia,9,8,13,13,Jaba,12.00,27.00,26.75,26.36
Uva Palestina,3,6,,10,Jaba,12.00,34.25,34.50,33.23
Uva Red Globe,41,26,24,25,Jaba,12.00,25.75,26.50,25.89
Uva Rosada,8,8,6,11,Jaba,12.00,27.75,28.75,28.15
Uva Superior,6,5,5,10,Jaba,12.00,41.25,41.50,42.00
Yacon (Llacon),2,3,3,3,Kilogramo,1.00,1.73,1.83,1.67
