Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Aguaje,4,6,7,7,Bandeja,10.00,22.25,21.50,22.25
Aguaymanto,2,1,2,2,Kilogramo,1.00,4.60,4.75,4.59
Albaricoque,7,8,6,7,Kilogramo,1.00,3.18,3.25,3.25
Arándano,2,2,2,2,Kilogramo,1.00,6.50,6.75,7.04
Camu Camu,1,1,1,1,Bolsa,1.00,5.50,5.50,5.36
Carambola,6,7,9,9,Cajon,10.00,20.75,21.75,20.54
Chirimoya Cumbe,12,16,15,14,Kilogramo,1.00,5.08,5.08,5.19
Ciruela Nectarina (Importada),7,8,6,7,Cajon,10.00,55.75,56.50,56.18
Ciruela Roja/Criolla,13,17,22,13,Bandeja,15.00,33.50,32.75,34.93
Ciruela Santa Rosa/Nacional,6,8,7,,Cajon,10.00,30.75,31.75,31.00
Coco,12,11,9,12,Unidad,1.50,1.58,1.60,1.61
Cocona,8,11,12,12,Bandeja,15.00,30.75,31.50,32.18
Fresa Aroma,17,16,32,24,Kilogramo,1.00,2.25,2.33,2.28
Fresa San Andreas,64,87,78,82,Kilogramo,1.00,2.35,2.38,2.33
Granadilla (Costa),5,6,7,10,Ciento,8.00,23.50,23.50,23.25
Granadilla (Selva),29,48,37,46,Cajon,13.00,28.00,26.75,28.21
Guanabana (Costa),4,4,4,4,Kilogramo,1.00,4.85,4.88,4.88
Guanabana (Selva),4,4,3,4,Kilogramo,1.00,5.08,5.08,5.11
Higo Maduro,4,3,2,2,Cajon,7.00,41.25,41.25,43.89
Kiwi Importado Chileno,7,7,5,6,Caja,12.00,82.25,82.25,82.25
Lima Dulce,4,5,5,6,Kilogramo,1.00,3.18,3.25,3.18
Limon Dulce - Selva,,,,8,Jaba,20.00,34.75,34.50,34.86
Lucuma Beltran,7,3,3,3,Kilogramo,1.00,4.85,4.83,4.77
Lucuma De Seda,6,4,3,3,Kilogramo,1.00,4.68,4.75,4.68
Lulo,2,4,4,4,Cajon,10.00,24.75,24.50,24.21
Mamey,6,10,7,8,Kilogramo,1.00,3.18,3.08,3.15
Mandarina Invicta,6,6,9,20,Kilogramo,1.00,1.88,1.85,1.82
Mandarina Kara,15,21,23,,Kilogramo,1.00,1.75,1.73,1.71
Mandarina Kori,14,20,17,24,Kilogramo,1.00,1.70,1.68,1.68
Mandarina Malvacea,12,28,19,29,Kilogramo,1.00,1.90,1.90,1.88
Mandarina Murcott,7,9,10,12,Kilogramo,1.00,1.88,1.88,1.89
Mandarina Rio De Oro,42,67,39,45,Kilogramo,1.00,2.10,2.08,2.10
Mandarina Satsuma,12,13,,,Kilogramo,1.00,3.20,3.18,3.26
Mandarina Tangerina,19,18,22,18,Jaba,16.00,17.50,17.25,17.60
Mango Criollo,15,24,20,25,Kilogramo,1.00,2.28,2.28,2.39
Mango Edward,32,77,53,66,Bandeja,17.00,19.50,18.75,20.04
Mango Haden /Hayde,28,61,37,46,Kilogramo,1.00,1.30,1.28,1.33
Mango Kafro,9,15,,,Bandeja,17.00,21.50,20.75,22.00
Mango Kent,10,17,,22,Kilogramo,1.00,1.63,1.58,1.64
Mango Pico De Loro,7,11,19,10,Jaba,16.00,29.00,27.75,29.93
Manzana Cte/Para Agua,21,38,32,39,Cajon,24.00,22.50,22.50,22.75
Manzana Delicia,55,81,82,99,Cajon,24.00,58.50,58.75,58.68
Manzana Golden,8,8,7,8,Kilogramo,1.00,2.08,2.08,2.15
Manzana Importada,14,15,15,14,Caja,20.00,96.50,96.25,95.89
Manzana Israel,40,56,43,50,Kilogramo,1.00,1.00,1.00,1.05
Manzana Winter,10,12,11,10,Cajon,24.00,46.50,46.25,46.54
Maracuya,11,13,10,11,Kilogramo,1.00,3.08,3.13,2.78
Melocoton Blanquillo,9,25,16,18,Cajon,12.00,41.75,42.25,41.00
Melocoton Durazno Huayco,25,31,33,36,Cajon,12.00,43.75,43.25,42.54
Melon Coquito,39,73,46,53,Bandeja,12.00,10.75,10.50,10.43
Membrillo Criollo,10,13,13,14,Kilogramo,1.00,2.38,2.28,2.39
Membrillo Serrano,17,21,21,25,Cajon,24.00,56.75,55.75,56.93
Naranja Primavera,29,31,32,30,Kilogramo,1.00,1.15,1.10,1.19
Naranja Tangelo Selva,24,48,37,59,Jaba,22.00,35.75,36.25,36.11
Naranja Valencia,76,179,137,176,Jaba,24.00,16.50,16.25,16.32
Naranja Washington Naval,12,10,13,19,Kilogramo,1.00,3.58,3.58,3.57
Noni,5,6,5,7,Kilogramo,1.00,1.53,1.55,1.50
Pacae De Seda,4,4,3,5,Kilogramo,1.00,4.38,4.35,4.39
Palta Criolla,8,14,14,15,Cajon,12.00,22.25,21.50,21.86
Palta Dedo,2,2,2,2,Kilogramo,1.00,6.75,6.85,6.74
Palta Fuerte,24,49,52,55,Kilogramo,1.00,5.93,5.93,6.05
Palta Hall,10,15,14,14,Cajon,12.00,22.50,22.50,22.61
Palta Hass,12,12,11,12,Kilogramo,1.00,5.23,5.18,5.27
Palta Linda,6,10,8,9,Cajon,12.00,28.50,28.50,28.86
Palta Naval,10,15,14,12,Kilogramo,1.00,5.60,5.58,5.64
Palta Queen,6,10,8,7,Kilogramo,1.00,5.35,5.28,5.39
Papaya (Costa),11,11,,12,Cajon,12.00,13.75,14.50,13.93
Papaya (Selva),130,183,182,217,Cajon,12.00,15.00,15.25,14.96
Pepino Rayado O Melon,18,42,37,43,Kilogramo,1.00,1.55,1.53,1.52
Pera Agua Italiana,8,7,7,,Jaba,16.00,47.75,47.75,48.18
Pera Agua Packam Importado,13,15,15,14,Caja,20.00,83.75,83.75,84.43
Piña Criolla (Selva),39,52,52,56,Cajon,12.00,11.25,11.25,11.32
Piña Golden,53,72,72,84,Bandeja,12.00,16.75,16.75,17.39
Piña Hawaiana,37,52,51,61,Kilogramo,1.00,1.08,1.08,1.07
Pitahaya,5,6,5,7,Kilogramo,1.00,14.25,13.75,14.43
Platano Bellaco,66,106,91,90,Ciento,35.00,55.75,55.75,55.86
Platano Bizcocho,55,114,94,68,Bandeja,14.00,17.25,16.75,17.36
Platano Isla,80,105,111,129,Ciento,25.00,36.50,35.75,36.32
Platano Manzano,19,17,23,18,Jaba,16.00,19.25,18.75,19.71
Platano Morado,10,11,13,11,Cajon,12.00,27.25,26.50,27.71
Platano Palillo,46,72,58,73,Ciento,35.00,56.50,56.25,56.29
Platano Seda Congo,42,92,57,80,Ciento,20.00,26.75,26.50,26.71
Platano Seda (Selva),23,27,29,31,Ciento,25.00,26.75,25.25,25.75
Sandia,98,100,85,103,Kilogramo,1.00,0.90,0.88,0.90
Tamarindo (Con Cascara),1,1,,1,Kilogramo,1.00,4.65,4.90,4.65
Tamarindo (Sin Cascara),,,,,Kilogramo,1.00,5.75,5.75,5.71
Toronja Costa,15,31,20,17,Jaba,22.00,27.25,27.50,27.29
Toronja Selva,11,13,10,11,Cajon,12.00,17.75,18.50,18.00
Tumbo,3,5,4,5,Kilogramo,1.00,2.38,2.28,2.39
Tuna Amarilla,6,13,9,12,Kilogramo,1.00,2.55,2.55,2.63
Tuna Blanca,5,8,14,18,Kilogramo,1.00,2.58,2.58,2.63
Tuna Morada/Rosada,5,11,7,10,Kilogramo,1.00,2.55,2.55,2.62
Uva Alfonso Lavalett,13,17,15,22,Jaba,12.00,22.50,22.75,21.93
Uva Borgoña,4,4,3,3,Jaba,12.00,26.50,26.75,26.71
Uva Flame,11,12,10,,Jaba,12.00,23.75,24.25,24.54
Uva Fley,9,14,9,,Jaba,12.00,25.50,25.50,26.07
Uva Italia,11,22,18,21,Jaba,12.00,25.25,25.25,25.04
Uva Palestina,6,8,7,7,Jaba,12.00,32.50,32.50,32.82
Uva Pirovano,8,11,8,,Jaba,12.00,40.75,40.75,41.25
Uva Red Globe,20,30,31,32,Jaba,12.00,24.75,25.50,24.43
Uva Rosada,7,9,9,10,Jaba,12.00,32.75,32.75,33.61
Uva Superior,6,10,7,8,Jaba,12.00,36.75,36.75,37.64
Yacon (Llacon),4,3,2,4,Kilogramo,1.00,1.65,1.68,1.63
