Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Aguaje,4,3,4,3,Bandeja,10.00,36.75,37.50,36.79
Aguaymanto,2,2,2,2,Kilogramo,1.00,3.20,3.25,3.25
Albaricoque,8,7,7,7,Kilogramo,1.00,3.38,3.15,3.37
Arándano,2,1,,,Kilogramo,1.00,16.75,17.00,16.68
Camu Camu,1,1,1,1,Bolsa,1.00,5.25,5.33,4.85
Carambola,9,16,11,14,Cajon,10.00,10.50,11.00,10.04
Chirimoya Criolla O Huayco,4,5,,,Kilogramo,1.00,3.38,3.50,3.37
Chirimoya Cumbe,19,11,18,14,Kilogramo,1.00,3.58,3.68,3.55
Ciruela Nectarina (Importada),8,6,8,7,Cajon,10.00,57.50,57.50,58.18
Ciruela Santa Rosa/Nacional,7,9,7,6,Cajon,10.00,43.50,41.00,43.32
Coco,17,9,13,9,Unidad,1.50,1.65,1.65,1.71
Cocona,11,11,12,10,Bandeja,15.00,16.75,17.00,16.36
Fresa San Andreas,61,38,46,22,Kilogramo,1.00,5.15,5.15,5.50
Granada,25,36,32,13,Jaba,16.00,21.75,21.00,22.46
Granadilla (Costa),7,6,6,5,Ciento,8.00,22.75,23.33,23.04
Granadilla (Selva),45,37,39,33,Cajon,13.00,35.25,33.75,35.61
Guanabana (Costa),5,5,6,4,Kilogramo,1.00,2.63,2.70,2.68
Guanabana (Selva),4,3,4,4,Kilogramo,1.00,3.18,3.25,3.17
Guayaba,6,8,5,6,Cajon,10.00,26.75,27.50,26.75
Higo Maduro,3,1,2,,Cajon,7.00,49.25,49.00,47.50
Kake/Kaki,3,4,5,3,Cajon,10.00,65.75,67.00,64.96
Kiwi Importado Chileno,6,6,8,8,Caja,12.00,61.50,62.50,60.96
Lima Dulce,6,10,5,6,Kilogramo,1.00,2.15,2.10,2.14
Limon Dulce  Selva,8,10,8,10,Jaba,20.00,22.75,22.00,23.96
Lucuma Beltran,3,4,2,2,Kilogramo,1.00,4.28,4.40,4.33
Lucuma De Seda,3,4,4,3,Kilogramo,1.00,4.13,4.15,4.12
Mandarina Clementina,40,32,28,44,Kilogramo,1.00,1.23,1.20,1.18
Mandarina Malvacea,54,51,42,,Kilogramo,1.00,1.38,1.33,1.39
Mandarina Murcott,43,32,25,,Kilogramo,1.00,1.35,1.33,1.31
Mandarina Nova,32,30,,,Kilogramo,1.00,1.35,1.40,1.33
Mandarina Satsuma,38,22,52,90,Kilogramo,1.00,1.45,1.43,1.41
Mandarina Tangerina,20,29,21,22,Jaba,16.00,11.75,11.00,11.82
Mango Criollo,16,40,23,17,Kilogramo,1.00,3.18,3.10,3.20
Mango Edward,7,6,8,7,Bandeja,17.00,66.75,67.00,66.43
Mango Haden /Hayde,11,8,7,5,Kilogramo,1.00,4.08,4.10,4.11
Mango Kafro,7,13,9,8,Bandeja,17.00,46.75,46.75,46.57
Mango Kent,7,14,11,9,Kilogramo,1.00,3.88,3.88,3.84
Mango Tommy Aki,9,9,9,,Kilogramo,1.00,4.75,4.75,4.83
Manzana Cte/Para Agua,21,26,22,26,Cajon,24.00,34.75,35.75,33.57
Manzana Delicia,72,58,89,80,Cajon,24.00,57.75,58.75,56.29
Manzana Golden,10,10,6,8,Kilogramo,1.00,2.05,2.10,2.03
Manzana Importada,16,10,15,14,Caja,20.00,77.50,77.50,78.21
Manzana Israel,17,16,12,22,Kilogramo,1.00,2.05,2.08,2.04
Manzana Winter,8,13,10,10,Cajon,24.00,48.75,49.00,48.71
Maracuya,19,14,14,15,Kilogramo,1.00,1.50,1.50,1.52
Melocoton Blanquillo,31,13,18,22,Cajon,12.00,42.75,42.75,41.64
Melocoton Durazno Huayco,46,23,32,24,Cajon,12.00,45.25,45.50,44.14
Melon Coquito,72,20,57,37,Bandeja,12.00,13.00,12.25,12.82
Melon Esmeralda,13,9,,,Cajon,10.00,14.75,14.50,14.25
Membrillo Criollo,14,11,9,13,Kilogramo,1.00,2.55,2.60,2.50
Membrillo Serrano,20,14,20,18,Cajon,24.00,60.75,61.00,59.18
Naranja Miniola,59,59,45,,Kilogramo,1.00,1.35,1.38,1.35
Naranja Primavera,26,25,30,18,Kilogramo,1.00,1.38,1.40,1.42
Naranja Tangelo Selva,54,69,57,54,Jaba,22.00,21.75,21.75,21.18
Naranja Valencia,156,131,146,133,Jaba,24.00,14.50,14.50,14.68
Naranja Washington Naval,28,31,21,21,Kilogramo,1.00,2.03,1.93,2.09
Naranjita China Kin Kan,3,2,3,,Kilogramo,1.00,5.28,5.30,5.34
