Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Aguaje,7,5,6,6,Bandeja,10.00,26.25,26.25,27.11
Aguaymanto,2,1,2,2,Kilogramo,1.00,4.38,4.38,4.34
Albaricoque,6,5,5,5,Kilogramo,1.00,3.08,3.15,3.21
Arándano,5,3,3,2,Kilogramo,1.00,5.50,5.25,5.32
Caimito (Selva),5,4,,,Cajon,10.00,39.25,38.50,39.00
Camu Camu,1,1,1,1,Bolsa,1.00,6.50,6.50,6.04
Carambola,8,6,7,7,Cajon,10.00,20.50,20.50,21.82
Chirimoya Criolla O Huayco,5,4,4,,Kilogramo,1.00,4.45,4.43,4.56
Chirimoya Cumbe,14,13,13,13,Kilogramo,1.00,4.58,4.58,4.79
Ciruela Nectarina (Importada),8,7,8,7,Cajon,10.00,56.75,56.50,56.36
Ciruela Roja/Criolla,16,12,18,23,Bandeja,15.00,26.75,27.75,26.79
Ciruela Santa Rosa/Nacional,,5,,,Cajon,10.00,,36.25,
Coco,17,9,13,11,Unidad,1.50,1.58,1.58,1.63
Cocona,11,10,11,9,Bandeja,15.00,33.75,33.50,34.64
Fresa Aroma,9,7,10,8,Kilogramo,1.00,2.85,2.93,2.80
Fresa San Andreas,52,26,46,45,Kilogramo,1.00,2.88,2.98,2.79
Granada,12,8,9,,Jaba,16.00,45.00,45.25,46.29
Granadilla (Costa),6,10,7,7,Ciento,8.00,27.75,27.75,27.25
Granadilla (Selva),28,27,29,34,Cajon,13.00,39.50,39.25,40.21
Guanabana (Costa),5,4,4,3,Kilogramo,1.00,4.88,4.78,4.82
Guanabana (Selva),4,5,4,5,Kilogramo,1.00,5.28,5.23,5.32
Higo Maduro,4,3,3,3,Cajon,7.00,35.75,37.50,36.43
Kiwi Importado Chileno,8,5,7,8,Caja,12.00,80.75,85.75,81.32
Lima Dulce,6,7,6,5,Kilogramo,1.00,3.13,3.08,3.11
Limon Dulce - Selva,7,6,9,8,Jaba,20.00,34.00,34.25,34.96
Lucuma Beltran,4,2,4,4,Kilogramo,1.00,4.58,4.58,4.59
