Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Aguaje,9,7,6,5,Bandeja,10.00,30.25,29.50,30.32
Aguaymanto,3,2,2,2,Kilogramo,1.00,3.43,3.38,3.47
Albaricoque,5,3,4,5,Kilogramo,1.00,3.23,3.25,3.17
Arándano,4,3,3,2,Kilogramo,1.00,6.63,7.50,6.79
Caimito (Selva),4,,4,5,Cajon,10.00,34.50,,33.93
Camu Camu,1,1,1,1,Bolsa,1.00,5.63,4.50,5.18
Carambola,9,16,10,13,Cajon,10.00,16.25,15.75,16.46
Chirimoya Criolla O Huayco,3,2,2,4,Kilogramo,1.00,4.23,4.35,4.09
Chirimoya Cumbe,11,12,12,14,Kilogramo,1.00,4.48,4.58,4.31
Ciruela Nectarina (Importada),4,7,7,7,Cajon,10.00,54.75,55.50,55.96
Coco,12,11,10,13,Unidad,1.50,1.50,1.53,1.53
Cocona,11,23,12,14,Bandeja,15.00,22.75,21.25,24.29
Fresa Cama Rosa,8,5,10,14,Kilogramo,1.00,3.00,3.00,3.12
Fresa Sabrina,32,23,26,21,Kilogramo,1.00,3.18,3.18,3.29
Fresa San Andreas,58,46,44,43,Kilogramo,1.00,2.88,2.88,2.92
Granadilla (Costa),9,6,8,7,Ciento,8.00,21.50,21.50,21.82
Granadilla (Selva),49,48,48,53,Cajon,13.00,35.25,34.25,34.29
Guanabana (Costa),5,3,4,6,Kilogramo,1.00,3.78,3.75,3.67
Guanabana (Selva),5,3,5,6,Kilogramo,1.00,4.23,4.25,4.15
Guayaba,2,3,4,,Cajon,10.00,41.25,39.75,41.75
Higo Maduro,2,3,3,,Cajon,7.00,48.75,48.75,49.32
Kiwi Importado Chileno,4,6,7,8,Caja,12.00,86.25,86.25,85.11
Lima Dulce,5,1,5,5,Kilogramo,1.00,2.38,2.35,2.36
Limon Dulce - Selva,14,9,11,10,Jaba,20.00,25.25,24.75,24.39
Lucuma Beltran,2,4,3,4,Kilogramo,1.00,4.78,4.88,4.73
Lucuma De Seda,4,5,3,4,Kilogramo,1.00,4.65,4.68,4.61
Mamey,6,3,6,,Kilogramo,1.00,4.68,4.68,4.76
Mandarina Dancy,16,10,,13,Kilogramo,1.00,1.58,1.55,1.55
Mandarina Fortuna,18,19,18,,Kilogramo,1.00,1.53,1.48,1.51
Mandarina Invicta,15,11,16,11,Kilogramo,1.00,1.55,1.55,1.49
Mandarina Malvacea,35,31,41,45,Kilogramo,1.00,1.48,1.48,1.48
Mandarina Murcott,22,26,30,42,Kilogramo,1.00,1.53,1.53,1.50
Mandarina Nova,22,20,22,33,Kilogramo,1.00,1.48,1.50,1.50
Mandarina Pixie,14,17,16,,Kilogramo,1.00,1.53,1.53,1.51
Mandarina Rio De Oro,28,39,35,34,Kilogramo,1.00,1.85,1.85,1.85
Mandarina Tangerina,14,17,16,18,Jaba,16.00,9.25,9.25,9.21
Mango Criollo,23,36,26,20,Kilogramo,1.00,3.25,3.25,3.19
Mango Edward,24,28,24,17,Kilogramo,1.00,4.15,4.08,4.34
Mango Haden /Hayde,12,18,14,13,Kilogramo,1.00,4.33,4.28,4.57
Mango Kafro,7,10,10,11,Kilogramo,1.00,5.38,5.38,5.55
Mango Kent,15,14,13,,Kilogramo,1.00,5.33,5.28,5.48
Mango Pico De Loro,6,9,,,Kilogramo,1.00,4.08,4.10,4.09
Mango Tommy Aki,9,7,7,8,Kilogramo,1.00,5.28,5.28,5.35
Manzana Cte/Para Agua,33,20,26,26,Cajon,24.00,33.25,32.50,34.00
Manzana Delicia,98,85,87,77,Cajon,24.00,50.75,51.50,49.32
Manzana Golden,6,8,9,8,Kilogramo,1.00,2.35,2.35,2.37
Manzana Importada,10,16,13,17,Caja,20.00,88.50,87.25,88.14
Manzana Israel,37,36,38,35,Kilogramo,1.00,2.68,2.70,2.80
Manzana Winter,7,11,10,,Cajon,24.00,45.50,45.50,45.18
Maracuya,11,16,12,13,Kilogramo,1.00,1.63,1.68,1.54
Melocoton Blanquillo,11,22,19,22,Cajon,12.00,36.25,35.50,36.18
Melocoton Durazno Huayco,40,24,40,42,Cajon,12.00,36.00,35.75,36.39
Melon Coquito,37,44,30,38,Bandeja,12.00,16.50,16.25,16.82
Membrillo Criollo,12,15,12,14,Kilogramo,1.00,2.13,2.08,2.12
