Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Aguaje,7,3,5,4,Bandeja,10.00,33.75,34.50,33.46
Aguaymanto,3,2,2,2,Kilogramo,1.00,4.23,4.15,4.31
Albaricoque,4,4,5,4,Kilogramo,1.00,3.38,3.35,3.37
Anona,6,3,5,4,Cajon,10.00,28.50,27.50,28.39
Arándano,1,2,2,3,Kilogramo,1.00,6.75,7.75,7.32
Camu Camu,1,1,1,1,Bolsa,1.00,8.25,6.75,8.36
Carambola,16,9,10,7,Cajon,10.00,17.25,15.75,17.21
Chirimoya Criolla O Huayco,4,2,3,4,Kilogramo,1.00,3.48,3.48,3.85
Chirimoya Cumbe,15,9,14,11,Kilogramo,1.00,3.78,3.78,4.00
Ciruela Nectarina (Importada),8,4,7,10,Cajon,10.00,58.75,58.50,58.71
Ciruela Roja/Criolla,10,7,11,15,Bandeja,15.00,23.75,23.75,23.79
Coco,11,4,11,8,Unidad,1.50,1.65,1.60,1.64
Cocona,12,9,13,11,Bandeja,15.00,28.75,28.75,30.54
Fresa San Andreas,22,28,25,18,Kilogramo,1.00,4.38,4.75,4.11
Granada,20,17,31,29,Caja Madera,12.00,14.75,15.50,14.96
Granadilla (Costa),7,4,7,6,Ciento,8.00,20.25,20.25,19.29
Granadilla (Selva),40,31,39,29,Cajon,13.00,29.25,29.00,27.46
Guanabana (Costa),5,4,5,4,Kilogramo,1.00,4.18,4.18,4.13
Guanabana (Selva),5,4,5,4,Kilogramo,1.00,4.53,4.55,4.55
Guayaba,3,3,3,,Cajon,10.00,32.75,33.50,33.07
Higo Maduro,6,5,6,5,Cajon,7.00,32.50,32.75,31.39
Kake/Kaki,2,3,3,,Cajon,10.00,76.25,74.25,77.57
Kiwi Importado Chileno,5,4,6,,Caja,12.00,92.25,92.00,95.32
Lima Dulce,6,3,6,4,Kilogramo,1.00,2.73,2.75,2.74
Limon Dulce - Selva,11,5,11,7,Jaba,20.00,26.50,25.50,26.36
Lucuma Beltran,6,3,4,3,Kilogramo,1.00,4.00,4.28,3.92
Lucuma De Seda,6,2,4,3,Kilogramo,1.00,3.93,4.18,3.71
Mamey,8,4,7,5,Kilogramo,1.00,2.95,3.08,3.02
Mandarina Satsuma,93,66,90,77,Kilogramo,1.00,2.00,1.93,2.13
Mandarina Tangerina,13,10,11,9,Jaba,16.00,16.75,16.50,17.14
Mango Criollo,17,18,17,21,Kilogramo,1.00,1.55,1.50,1.51
Mango Edward,32,21,37,8,Bandeja,17.00,35.50,34.75,36.18
Mango Haden /Hayde,6,7,15,7,Kilogramo,1.00,1.48,1.50,1.49
Mango Kafro,15,15,23,7,Bandeja,17.00,18.25,17.75,19.04
Mango Kent,54,44,50,36,Kilogramo,1.00,1.00,1.00,1.07
Mango Rosado,20,11,19,15,Jaba,20.00,22.25,22.25,21.25
Manzana Cte/Para Agua,33,14,31,19,Cajon,24.00,23.25,23.25,22.54
Manzana Delicia,106,57,87,67,Cajon,24.00,51.50,52.50,48.89
Manzana Golden,9,15,11,9,Kilogramo,1.00,1.68,1.65,1.68
Manzana Importada,14,13,14,13,Caja,20.00,88.75,88.50,87.21
Manzana Israel,52,38,39,28,Kilogramo,1.00,1.58,1.60,1.46
Manzana Winter,12,9,12,12,Cajon,24.00,42.50,42.75,42.82
Maracuya,15,8,16,12,Kilogramo,1.00,1.73,1.65,1.79
Melocoton Blanquillo,20,18,19,17,Cajon,12.00,35.25,34.75,35.18
Melocoton Durazno Huayco,32,24,37,30,Cajon,12.00,36.75,37.50,35.54
Melon Coquito,54,29,47,39,Bandeja,12.00,8.75,9.50,8.96
Membrillo Criollo,9,10,10,10,Kilogramo,1.00,2.43,2.38,2.57
Membrillo Serrano,20,16,19,17,Cajon,24.00,54.25,53.75,56.11
Naranja Primavera,11,8,15,15,Kilogramo,1.00,1.68,1.65,1.58
Naranja Tangelo Selva,66,33,57,29,Jaba,22.00,42.75,42.25,45.14
Naranja Valencia,163,84,146,68,Jaba,24.00,35.75,35.50,41.04
Naranja Washington Naval,10,8,14,11,Kilogramo,1.00,3.68,3.73,3.54
Noni,6,3,6,6,Kilogramo,1.00,1.73,1.63,1.69
Pacae Criollo,5,5,5,4,Kilogramo,1.00,4.13,4.08,4.09
Pacae De Seda,6,5,5,4,Kilogramo,1.00,3.73,3.63,3.87
Palta Antillana,8,6,8,,Cajon,12.00,20.25,19.75,18.79
Palta Choquete,9,5,9,7,Cajon,12.00,20.25,20.50,18.32
Palta Criolla,13,4,10,9,Cajon,12.00,22.75,23.25,19.57
Palta Dedo,2,,2,2,Kilogramo,1.00,4.53,4.53,4.27
Palta Fuerte,48,41,47,37,Kilogramo,1.00,4.75,5.00,3.94
Palta Hall,14,4,12,11,Cajon,12.00,21.25,20.75,18.32
Palta Hass,10,5,6,6,Kilogramo,1.00,3.73,3.75,3.49
Palta Linda,7,4,8,7,Cajon,12.00,29.25,29.25,27.86
Papaya (Costa),11,11,13,9,Cajon,12.00,20.25,22.00,17.82
Papaya (Selva),220,146,171,117,Cajon,12.00,22.75,23.75,19.18
Pepino Rayado O Melon,21,22,23,16,Kilogramo,1.00,2.48,2.48,2.42
Pera Agua Criolla,8,,8,7,Jaba,16.00,33.25,,32.18
Pera Agua Italiana,7,,7,6,Jaba,16.00,40.75,41.25,39.93
Pera Agua Packam Importado,14,8,12,12,Caja,20.00,88.50,88.50,87.11
Piña Criolla (Selva),47,39,48,38,Cajon,12.00,15.25,16.25,14.46
Piña Golden,65,44,68,64,Bandeja,12.00,24.50,24.75,24.36
Piña Hawaiana,48,35,49,40,Kilogramo,1.00,1.03,1.08,1.07
Pitahaya,4,3,4,4,Kilogramo,1.00,9.75,11.75,7.59
Platano Bellaco,74,49,65,61,Ciento,35.00,64.25,62.25,63.00
Platano Bizcocho,67,44,56,70,Bandeja,14.00,22.25,22.00,19.96
Platano Isla,99,71,97,80,Ciento,25.00,41.50,41.75,41.50
Platano Manzano,15,12,14,19,Jaba,16.00,23.50,23.75,20.96
Platano Morado,6,5,8,10,Cajon,12.00,29.50,29.75,29.21
Platano Palillo,42,42,50,58,Ciento,35.00,62.50,61.75,60.46
Platano Seda Congo,81,67,71,56,Ciento,20.00,36.50,37.25,35.93
Platano Seda (Selva),31,13,24,22,Ciento,25.00,35.50,36.25,34.43
Sandia,86,87,92,87,Kilogramo,1.00,0.88,0.85,0.90
Tamarindo (Con Cascara),1,1,,1,Kilogramo,1.00,4.65,4.90,4.66
Tamarindo (Sin Cascara),,,,,Kilogramo,1.00,5.65,5.75,5.59
Toronja Costa,16,4,20,16,Jaba,22.00,30.25,28.75,30.39
Toronja Selva,12,7,12,9,Cajon,12.00,19.25,18.25,18.93
Tumbo,3,4,4,3,Kilogramo,1.00,2.85,2.68,2.85
Tuna Amarilla,12,9,13,14,Kilogramo,1.00,2.15,2.13,2.10
Tuna Blanca,10,16,14,12,Kilogramo,1.00,2.23,2.18,2.12
