Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Aguaje,11,11,6,4,Bandeja,10.00,20.50,20.25,20.70
Aguaymanto,4,2,2,2,Kilogramo,1.00,4.43,4.58,4.51
Albaricoque,5,5,5,5,Kilogramo,1.00,3.30,3.25,3.37
Arándano,4,2,2,2,Kilogramo,1.00,6.50,6.50,6.46
Camu Camu,3,4,2,1,Bolsa,1.00,5.50,5.25,5.50
Carambola,9,14,11,8,Cajon,10.00,15.50,15.75,14.05
Chirimoya Criolla O Huayco,4,4,3,4,Kilogramo,1.00,4.55,4.58,4.44
Chirimoya Cumbe,15,12,14,13,Kilogramo,1.00,4.75,4.78,4.64
Ciruela Nectarina (Importada),7,5,7,7,Cajon,10.00,58.50,58.75,58.46
Ciruela Roja/Criolla,13,8,,,Bandeja,15.00,35.50,35.25,35.50
Coco,10,15,10,7,Unidad,1.50,1.60,1.60,1.62
Cocona,10,11,11,9,Bandeja,15.00,30.50,30.75,29.51
Fresa Aroma,18,17,22,15,Kilogramo,1.00,2.05,2.03,2.11
Fresa San Andreas,78,106,83,79,Kilogramo,1.00,2.08,2.03,2.11
Granadilla (Costa),11,12,8,6,Ciento,8.00,22.00,22.25,22.50
Granadilla (Selva),49,31,40,34,Cajon,13.00,25.25,24.75,25.46
Guanabana (Costa),4,4,3,5,Kilogramo,1.00,5.53,5.38,5.64
Guanabana (Selva),4,4,3,3,Kilogramo,1.00,5.73,5.68,5.82
Higo Maduro,2,2,2,2,Cajon,7.00,54.50,55.25,54.25
Kiwi Importado Chileno,6,6,7,7,Caja,12.00,67.50,67.50,66.82
Lima Dulce,3,4,5,4,Kilogramo,1.00,2.75,2.83,2.70
Limon Dulce - Selva,8,5,7,8,Jaba,20.00,31.00,31.50,30.32
Lucuma Beltran,2,2,3,4,Kilogramo,1.00,4.55,4.55,4.63
Lucuma De Seda,3,2,4,5,Kilogramo,1.00,4.65,4.63,4.72
Lulo,4,5,,,Cajon,10.00,24.50,23.75,24.50
Mamey,7,8,,,Kilogramo,1.00,3.88,3.78,3.88
Mandarina Dorina,70,39,36,15,Kilogramo,1.00,1.70,1.68,1.66
Mandarina Invicta,10,15,18,17,Kilogramo,1.00,1.63,1.63,1.57
Mandarina Kori,45,40,37,,Kilogramo,1.00,1.45,1.48,1.45
Mandarina Malvacea,30,24,41,44,Kilogramo,1.00,1.55,1.55,1.53
Mandarina Murcott,17,15,19,20,Kilogramo,1.00,1.65,1.65,1.64
Mandarina Rio De Oro,50,32,30,31,Kilogramo,1.00,1.88,1.90,1.85
Mandarina Satsuma,7,7,7,8,Kilogramo,1.00,1.95,2.00,1.95
Mandarina Tangerina,19,22,19,15,Jaba,16.00,15.25,15.25,14.37
Mango Criollo,19,15,9,8,Kilogramo,1.00,3.43,3.38,3.44
Mango Edward,32,17,51,53,Bandeja,17.00,25.50,25.50,26.07
Mango Haden /Hayde,24,15,35,34,Kilogramo,1.00,1.75,1.73,1.78
Mango Kent,21,13,23,14,Kilogramo,1.00,2.20,2.18,2.23
Mango Pico De Loro,6,9,7,9,Jaba,16.00,31.25,30.75,31.07
Manzana Cte/Para Agua,14,13,20,20,Cajon,24.00,25.00,25.25,25.18
Manzana Delicia,79,81,77,66,Cajon,24.00,51.50,51.75,50.79
Manzana Golden,8,5,7,7,Kilogramo,1.00,2.30,2.28,2.33
Manzana Importada,18,14,14,13,Caja,20.00,94.25,93.75,93.79
Manzana Israel,46,46,36,35,Kilogramo,1.00,1.53,1.53,1.58
Manzana Winter,8,8,9,9,Cajon,24.00,48.00,48.25,47.61
Maracuya,3,4,10,11,Kilogramo,1.00,2.65,2.68,2.53
Melocoton Blanquillo,19,21,18,14,Cajon,12.00,46.25,45.75,46.46
Melocoton Durazno Huayco,38,22,28,24,Cajon,12.00,47.50,47.25,47.96
Melon Coquito,24,11,45,32,Bandeja,12.00,11.50,11.75,11.96
Melon Esmeralda,10,11,,,Cajon,10.00,19.25,18.75,19.54
Membrillo Criollo,7,,11,10,Kilogramo,1.00,2.35,2.35,2.39
Membrillo Serrano,11,12,17,17,Cajon,24.00,57.50,57.50,57.57
Naranja Primavera,10,11,27,38,Kilogramo,1.00,1.13,1.13,1.13
Naranja Tangelo Selva,64,47,49,35,Jaba,22.00,30.25,30.50,29.82
Naranja Valencia,181,139,152,128,Jaba,24.00,17.75,17.75,17.25
Naranja Washington Naval,18,8,17,20,Kilogramo,1.00,3.50,3.48,3.48
Nispero De Agua,25,19,26,32,Cajon,24.00,35.25,34.75,33.89
Noni,5,4,5,5,Kilogramo,1.00,1.55,1.48,1.53
Pacae De Seda,5,5,5,,Kilogramo,1.00,4.70,4.65,4.70
Palta Choquete,7,4,5,6,Cajon,12.00,26.00,25.75,26.21
Palta Criolla,14,6,12,11,Cajon,12.00,23.25,22.50,23.07
