Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Aguaje,5,4,5,5,Bandeja,10.00,22.25,22.50,21.75
Aguaymanto,2,2,2,2,Kilogramo,1.00,4.65,4.48,4.65
Albaricoque,5,4,6,5,Kilogramo,1.00,3.23,3.23,3.23
Arándano,2,2,2,2,Kilogramo,1.00,6.50,6.25,6.64
Camu Camu,1,1,1,1,Bolsa,1.00,5.50,5.50,5.50
Carambola,11,6,8,8,Cajon,10.00,22.00,22.75,22.54
Chirimoya Cumbe,14,13,15,10,Kilogramo,1.00,4.68,4.65,4.77
Ciruela Nectarina (Importada),9,6,7,7,Cajon,10.00,56.50,56.75,56.25
Ciruela Roja/Criolla,10,10,14,13,Bandeja,15.00,31.50,30.75,31.46
Ciruela Santa Rosa/Nacional,7,4,7,5,Cajon,10.00,32.25,31.25,31.25
Coco,11,13,11,10,Unidad,1.50,1.65,1.65,1.62
Cocona,16,9,11,8,Bandeja,15.00,31.00,32.25,31.21
Fresa Aroma,17,12,18,10,Kilogramo,1.00,2.35,2.33,2.35
Fresa San Andreas,82,55,73,62,Kilogramo,1.00,2.45,2.45,2.44
Granadilla (Costa),6,6,7,7,Ciento,8.00,23.50,23.50,23.64
Granadilla (Selva),44,32,40,31,Cajon,13.00,26.75,27.75,26.71
Guanabana (Costa),5,5,4,3,Kilogramo,1.00,4.90,4.85,4.89
Guanabana (Selva),3,3,4,4,Kilogramo,1.00,5.15,5.08,5.12
Higo Maduro,3,3,4,2,Cajon,7.00,39.00,39.25,39.18
Kiwi Importado Chileno,8,7,6,6,Caja,12.00,84.00,84.25,83.68
Lima Dulce,6,5,5,4,Kilogramo,1.00,3.15,3.23,3.17
Limon Dulce - Selva,6,5,8,6,Jaba,20.00,35.00,35.25,35.00
Lucuma Beltran,3,3,4,4,Kilogramo,1.00,4.93,4.83,4.90
Lucuma De Seda,3,3,3,4,Kilogramo,1.00,4.95,4.83,4.94
Lulo,4,,3,3,Cajon,10.00,25.50,,25.39
Mamey,8,8,8,6,Kilogramo,1.00,3.15,3.08,3.14
Mandarina Invicta,6,6,7,10,Kilogramo,1.00,1.93,1.88,1.92
Mandarina Kara,7,6,10,15,Kilogramo,1.00,1.75,1.75,1.75
Mandarina Malvacea,19,12,21,16,Kilogramo,1.00,1.95,1.95,1.94
Mandarina Murcott,10,9,11,10,Kilogramo,1.00,2.03,2.00,1.99
Mandarina Rio De Oro,16,18,23,31,Kilogramo,1.00,2.20,2.23,2.20
Mandarina Satsuma,26,25,27,,Kilogramo,1.00,3.13,3.08,3.11
Mandarina Tangerina,17,17,18,17,Jaba,16.00,17.25,16.75,17.25
Mango Criollo,20,11,20,16,Kilogramo,1.00,2.10,2.13,2.18
Mango Edward,58,53,76,39,Bandeja,17.00,17.50,17.50,18.14
Mango Haden /Hayde,40,34,50,26,Kilogramo,1.00,1.20,1.15,1.22
Mango Kafro,21,13,18,12,Bandeja,17.00,20.50,20.50,20.69
Mango Kent,23,18,18,14,Kilogramo,1.00,1.35,1.35,1.43
Mango Pico De Loro,11,10,13,8,Jaba,16.00,25.25,24.75,25.55
Manzana Cte/Para Agua,20,17,32,19,Cajon,24.00,21.25,21.25,21.39
Manzana Delicia,95,58,78,59,Cajon,24.00,55.50,55.25,56.18
Manzana Golden,12,5,9,7,Kilogramo,1.00,2.13,2.08,2.13
Manzana Importada,16,14,14,12,Caja,20.00,96.50,96.50,96.36
Manzana Israel,41,39,49,37,Kilogramo,1.00,0.93,0.85,0.92
Manzana Winter,17,9,12,9,Cajon,24.00,46.25,45.75,46.30
Maracuya,13,10,11,11,Kilogramo,1.00,2.83,2.78,2.98
Melocoton Blanquillo,9,19,12,10,Cajon,12.00,42.50,42.50,42.71
Melocoton Durazno Huayco,20,25,28,28,Cajon,12.00,44.25,43.25,44.07
Melon Coquito,47,17,48,32,Bandeja,12.00,10.75,10.75,10.64
Membrillo Criollo,9,7,11,8,Kilogramo,1.00,2.35,2.35,2.33
Membrillo Serrano,18,18,21,16,Cajon,24.00,56.00,56.75,56.07
Naranja Primavera,32,22,27,20,Kilogramo,1.00,1.25,1.25,1.22
Naranja Tangelo Selva,62,26,46,25,Jaba,22.00,35.50,35.75,35.82
Naranja Valencia,172,78,150,76,Jaba,24.00,16.75,17.50,16.96
Naranja Washington Naval,21,16,20,12,Kilogramo,1.00,3.25,3.18,3.28
Noni,6,5,6,6,Kilogramo,1.00,1.55,1.55,1.53
Pacae De Seda,4,3,4,4,Kilogramo,1.00,4.40,4.33,4.39
Palta Criolla,17,11,16,11,Cajon,12.00,21.00,20.75,20.75
Palta Fuerte,29,40,36,27,Kilogramo,1.00,5.23,5.23,5.44
Palta Hall,14,14,14,11,Cajon,12.00,22.25,22.50,22.14
Palta Hass,9,12,8,11,Kilogramo,1.00,5.05,5.03,5.08
Palta Linda,10,8,8,7,Cajon,12.00,29.00,28.75,28.82
Palta Naval,12,10,10,10,Kilogramo,1.00,5.53,5.40,5.52
Palta Queen,3,4,6,6,Kilogramo,1.00,5.40,5.38,5.41
Papaya (Costa),10,10,13,10,Cajon,12.00,14.50,13.75,14.52
Papaya (Selva),175,131,171,144,Cajon,12.00,15.50,15.25,15.64
Pepino Rayado O Melon,38,28,35,25,Kilogramo,1.00,1.48,1.45,1.53
Pera Agua Italiana,7,7,,,Jaba,16.00,46.25,47.25,46.32
Pera Agua Packam Importado,14,10,13,13,Caja,20.00,84.25,84.25,82.79
Piña Criolla (Selva),46,38,48,41,Cajon,12.00,11.75,12.75,11.68
Piña Golden,83,45,72,59,Bandeja,12.00,17.00,18.25,17.25
Piña Hawaiana,47,45,49,41,Kilogramo,1.00,1.23,1.28,1.23
Pitahaya,5,4,6,5,Kilogramo,1.00,14.25,14.75,14.21
Platano Bellaco,53,65,76,73,Ciento,35.00,56.50,56.50,56.21
Platano Bizcocho,72,58,83,57,Bandeja,14.00,14.50,14.50,15.00
Platano Isla,95,80,100,79,Ciento,25.00,36.50,36.25,36.36
Platano Manzano,15,10,20,17,Jaba,16.00,16.25,16.25,16.76
Platano Morado,11,10,11,8,Cajon,12.00,23.50,24.25,23.89
Platano Palillo,48,42,57,43,Ciento,35.00,56.25,56.25,56.43
Platano Seda Congo,58,63,73,65,Ciento,20.00,26.00,26.00,26.18
Platano Seda (Selva),31,23,29,23,Ciento,25.00,25.50,24.75,25.18
Sandia,71,91,80,76,Kilogramo,1.00,0.85,0.85,0.86
Tamarindo (Con Cascara),1,1,,1,Kilogramo,1.00,4.90,4.85,4.91
Tamarindo (Sin Cascara),,,,,Kilogramo,1.00,5.65,5.60,5.63
Toronja Costa,14,12,,15,Jaba,22.00,27.75,27.75,28.18
Toronja Selva,9,9,11,9,Cajon,12.00,18.50,17.75,18.52
Tumbo,4,3,5,4,Kilogramo,1.00,2.40,2.28,2.37
Tuna Amarilla,8,8,10,8,Kilogramo,1.00,2.45,2.45,2.49
Tuna Blanca,8,8,10,9,Kilogramo,1.00,2.45,2.48,2.48
Tuna Morada/Rosada,8,9,9,7,Kilogramo,1.00,2.43,2.43,2.49
Uva Alfonso Lavalett,20,10,22,13,Jaba,12.00,21.25,21.50,21.25
Uva Borgoña,3,4,4,3,Jaba,12.00,25.50,25.25,25.43
Uva Flame,8,9,10,,Jaba,12.00,22.00,22.25,22.14
Uva Fley,9,9,11,8,Jaba,12.00,24.50,24.25,24.57
Uva Italia,18,8,18,10,Jaba,12.00,24.25,23.75,24.46
Uva Palestina,8,7,8,7,Jaba,12.00,31.25,30.75,31.54
Uva Pirovano,8,8,8,,Jaba,12.00,40.50,40.50,40.82
Uva Red Globe,23,17,24,19,Jaba,12.00,24.75,24.75,25.11
Uva Rosada,8,7,8,7,Jaba,12.00,31.25,31.25,32.04
Uva Superior,6,6,8,8,Jaba,12.00,34.00,33.75,34.51
Yacon (Llacon),3,2,4,4,Kilogramo,1.00,1.70,1.65,1.72
