Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Aguaje,5,6,5,6,Bandeja,10.00,36.75,36.75,37.18
Aguaymanto,1,2,2,2,Kilogramo,1.00,4.30,4.33,4.27
Albaricoque,7,7,6,5,Kilogramo,1.00,3.35,3.35,3.40
Arándano,2,3,2,,Kilogramo,1.00,17.50,17.50,19.57
Camu Camu,1,1,1,1,Bolsa,1.00,6.50,7.50,5.82
Carambola,12,16,10,13,Cajon,10.00,15.75,16.25,14.96
Chirimoya Criolla O Huayco,4,3,3,3,Kilogramo,1.00,2.28,2.25,2.31
Chirimoya Cumbe,15,18,14,17,Kilogramo,1.00,2.25,2.25,2.30
Ciruela Nectarina (Importada),8,7,8,8,Cajon,10.00,56.25,55.50,56.39
Ciruela Roja/Criolla,10,19,10,19,Bandeja,15.00,32.50,32.75,31.89
Ciruela Santa Rosa/Nacional,8,,7,,Cajon,10.00,35.50,35.75,36.32
Coco,14,11,10,12,Unidad,1.50,1.58,1.60,1.58
Cocona,17,21,12,17,Bandeja,15.00,22.75,23.25,20.89
Datil Melado,4,6,4,,Cajon,10.00,45.50,44.75,45.80
Fresa San Andreas,25,23,22,29,Kilogramo,1.00,6.08,6.15,5.86
Granada,32,33,32,34,Caja Madera,12.00,21.50,22.00,20.89
Granadilla (Costa),7,5,8,8,Ciento,8.00,20.75,21.25,20.46
Granadilla (Selva),40,37,35,43,Cajon,13.00,31.50,31.75,30.00
Guanabana (Costa),6,5,5,7,Kilogramo,1.00,3.88,3.93,3.90
Guanabana (Selva),4,5,4,4,Kilogramo,1.00,4.15,4.18,4.15
Guayaba,6,8,6,7,Cajon,10.00,21.75,22.50,22.54
Higo Maduro,2,2,2,4,Cajon,7.00,43.25,42.75,42.68
Kake/Kaki,5,4,4,4,Cajon,10.00,47.50,46.75,48.04
Kiwi Importado Chileno,7,7,6,7,Caja,12.00,76.25,76.25,76.32
Lima Dulce,4,6,5,6,Kilogramo,1.00,2.28,2.28,2.27
Limon Dulce - Selva,10,12,9,11,Jaba,20.00,24.25,24.25,24.29
Lucuma Beltran,3,6,3,4,Kilogramo,1.00,4.48,4.48,4.54
Lucuma De Seda,4,3,3,3,Kilogramo,1.00,4.43,4.35,4.44
Mamey,7,6,6,7,Kilogramo,1.00,3.23,3.18,3.17
Mandarina Clementina,44,45,28,,Kilogramo,1.00,1.65,1.63,1.64
Mandarina Primosole,35,14,26,,Kilogramo,1.00,1.65,1.63,1.64
Mandarina Satsuma,103,112,82,128,Kilogramo,1.00,1.45,1.43,1.44
Mandarina Tangerina,24,26,18,21,Jaba,16.00,14.75,14.75,15.04
Mango Criollo,,18,,,Kilogramo,1.00,,3.58,
Mango Haden /Hayde,6,5,,6,Kilogramo,1.00,2.28,2.28,2.22
Mango Kafro,15,13,14,23,Bandeja,17.00,22.75,23.50,23.00
Mango Kent,20,19,21,30,Kilogramo,1.00,2.30,2.38,2.20
Manzana Cte/Para Agua,29,22,31,37,Cajon,24.00,21.25,21.25,22.04
Manzana Delicia,90,86,78,100,Cajon,24.00,53.75,52.25,54.25
Manzana Golden,12,13,11,11,Kilogramo,1.00,1.85,1.83,1.90
Manzana Importada,15,17,13,15,Caja,20.00,76.50,76.25,77.11
Manzana Israel,29,31,24,33,Kilogramo,1.00,2.13,2.08,2.11
Manzana Winter,14,10,11,13,Cajon,24.00,45.75,45.75,44.68
Maracuya,14,12,11,16,Kilogramo,1.00,1.85,1.85,1.78
Melocoton Blanquillo,29,18,19,27,Cajon,12.00,32.25,32.25,32.68
Melocoton Durazno Huayco,36,51,35,44,Cajon,12.00,31.25,29.75,31.46
Melon Coquito,32,41,33,54,Bandeja,12.00,13.75,14.25,13.18
Membrillo Criollo,17,16,14,15,Kilogramo,1.00,1.55,1.58,1.53
Membrillo Serrano,22,19,21,23,Cajon,24.00,49.25,49.25,49.11
Naranja Primavera,17,30,15,19,Kilogramo,1.00,1.48,1.48,1.52
Naranja Tangelo Selva,79,80,62,81,Jaba,22.00,31.25,31.25,32.61
Naranja Valencia,172,182,143,183,Jaba,24.00,24.25,23.75,25.32
Naranja Washington Naval,24,18,22,20,Kilogramo,1.00,3.38,3.25,3.53
Noni,5,10,7,6,Kilogramo,1.00,1.88,1.88,1.84
Pacae Criollo,10,10,8,9,Kilogramo,1.00,3.13,3.08,3.25
Pacae De Seda,4,2,4,5,Kilogramo,1.00,3.58,3.45,3.61
Palta Antillana,6,8,7,6,Cajon,12.00,17.25,16.75,17.04
Palta Choquete,7,5,6,8,Cajon,12.00,16.75,16.75,17.68
Palta Criolla,21,13,12,17,Cajon,12.00,18.00,16.75,17.96
Palta Dedo,3,2,2,2,Kilogramo,1.00,3.78,3.78,3.87
Palta Fuerte,46,50,41,50,Kilogramo,1.00,3.65,3.50,3.85
Palta Hall,19,11,12,16,Cajon,12.00,17.50,16.75,17.32
Palta Hass,14,10,9,7,Kilogramo,1.00,3.08,3.05,3.10
Palta Linda,8,6,7,8,Cajon,12.00,26.25,26.50,26.11
Papaya (Costa),13,10,11,12,Cajon,12.00,20.75,19.75,20.43
Papaya (Selva),200,184,181,196,Cajon,12.00,21.50,20.75,21.68
Pepino Rayado O Melon,34,18,25,30,Kilogramo,1.00,2.25,2.28,2.21
Pera Agua Packam Importado,12,14,13,14,Caja,20.00,76.25,76.50,76.46
Piña Criolla (Selva),50,64,47,56,Cajon,12.00,11.50,11.00,12.00
Piña Golden,71,71,61,68,Bandeja,12.00,25.75,25.25,25.61
Piña Hawaiana,50,52,48,54,Kilogramo,1.00,1.03,1.03,1.05
Pitahaya,6,5,6,,Kilogramo,1.00,15.75,15.50,16.36
Platano Bellaco,98,101,71,73,Ciento,35.00,63.25,63.00,62.82
Platano Bizcocho,101,113,84,80,Bandeja,14.00,17.50,17.25,17.71
Platano Isla,121,103,94,108,Ciento,25.00,42.75,41.75,42.68
Platano Manzano,26,17,20,19,Jaba,16.00,19.50,19.25,19.54
Platano Morado,12,13,11,12,Cajon,12.00,29.25,28.50,29.11
Platano Palillo,62,70,50,51,Ciento,35.00,62.75,62.25,62.75
Platano Seda Congo,95,91,74,82,Ciento,20.00,33.75,33.75,34.46
Platano Seda (Selva),31,27,26,30,Ciento,25.00,33.50,33.50,34.18
Sandia,92,87,78,98,Kilogramo,1.00,0.85,0.85,0.84
Tamarindo (Con Cascara),1,1,,1,Kilogramo,1.00,4.85,4.75,4.78
Tamarindo (Sin Cascara),,,,,Kilogramo,1.00,5.85,5.75,5.78
Toronja Costa,18,16,18,23,Jaba,22.00,26.50,26.25,26.36
Toronja Selva,11,12,12,13,Cajon,12.00,16.25,16.25,16.07
Tumbo,4,4,3,4,Kilogramo,1.00,2.38,2.43,2.40
Tuna Amarilla,10,6,9,12,Kilogramo,1.00,2.45,2.48,2.39
Tuna Blanca,11,6,9,13,Kilogramo,1.00,2.55,2.63,2.50
Tuna Morada/Rosada,5,6,8,13,Kilogramo,1.00,2.38,2.48,2.39
Uva Alfonso Lavalett,13,11,13,17,Jaba,12.00,20.25,20.75,20.14
Uva Fley,11,11,,,Jaba,12.00,24.75,25.25,25.00
Uva Italia,20,29,13,21,Jaba,12.00,30.25,30.50,30.00
Uva Palestina,11,9,9,8,Jaba,12.00,34.75,34.75,34.61
Uva Red Globe,32,44,30,29,Jaba,12.00,26.25,26.25,26.25
Uva Rosada,7,14,7,9,Jaba,12.00,34.50,34.75,33.82
Uva Superior,9,18,,,Jaba,12.00,44.75,44.75,45.38
Yacon (Llacon),3,6,3,3,Kilogramo,1.00,1.58,1.55,1.65
Zapote,5,7,6,7,Cajon,10.00,23.50,23.25,23.32
