Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Aguaje,5,6,5,7,Bandeja,10.00,20.75,20.75,20.50
Aguaymanto,4,3,2,2,Kilogramo,1.00,3.70,3.75,3.79
Albaricoque,6,4,7,5,Kilogramo,1.00,3.55,3.53,3.57
Anona,5,7,8,,Cajon,10.00,30.75,30.75,32.68
Arándano,4,3,4,5,Kilogramo,1.00,10.75,10.75,9.50
Caimito (Selva),7,4,5,5,Cajon,10.00,42.50,42.75,41.64
Camu Camu,1,1,1,1,Bolsa,1.00,5.75,5.50,6.07
Carambola,9,13,12,10,Cajon,10.00,15.25,15.50,15.25
Chirimoya Criolla O Huayco,4,2,3,4,Kilogramo,1.00,5.08,5.08,4.80
Chirimoya Cumbe,11,13,12,14,Kilogramo,1.00,5.15,5.18,4.96
Ciruela Nectarina (Importada),7,12,8,9,Cajon,10.00,58.25,58.50,58.07
Ciruela Roja/Criolla,13,30,22,28,Bandeja,15.00,28.75,28.75,29.32
Ciruela Santa Rosa/Nacional,3,4,4,4,Cajon,10.00,42.75,43.25,42.54
Coco,9,11,9,13,Unidad,1.50,1.38,1.38,1.42
Cocona,13,20,15,17,Bandeja,15.00,29.50,29.50,28.71
Fresa Sabrina,8,7,7,11,Kilogramo,1.00,4.38,4.43,4.40
Fresa San Andreas,23,38,35,34,Kilogramo,1.00,4.38,4.38,4.34
Granada,20,50,18,25,Jaba,16.00,35.50,34.75,36.14
Granadilla (Costa),5,6,5,7,Ciento,8.00,21.50,21.25,21.82
Granadilla (Selva),49,57,47,49,Cajon,13.00,30.25,29.25,31.89
Guanabana (Costa),5,5,5,6,Kilogramo,1.00,4.55,4.55,4.66
Guanabana (Selva),5,7,5,6,Kilogramo,1.00,4.38,4.38,4.43
Higo Maduro,7,9,7,6,Cajon,7.00,41.75,41.50,41.18
Kiwi Importado Chileno,7,7,,7,Caja,12.00,143.25,143.25,140.50
Lima Dulce,4,4,5,4,Kilogramo,1.00,3.58,3.55,3.47
Limon Dulce - Selva,7,11,9,10,Jaba,20.00,34.50,34.75,34.18
Lucuma Beltran,3,6,4,6,Kilogramo,1.00,3.48,3.48,3.52
Lucuma De Seda,4,3,4,5,Kilogramo,1.00,3.18,3.23,3.38
Lulo,4,6,5,4,Cajon,10.00,32.75,32.75,32.86
Mamey,8,9,6,7,Kilogramo,1.00,2.85,2.78,2.71
Mandarina Satsuma,111,104,104,74,Kilogramo,1.00,2.20,2.15,2.31
Mandarina Tangerina,13,25,17,21,Jaba,16.00,21.50,21.25,21.93
Mango Chato,12,13,16,13,Kilogramo,1.00,1.73,1.68,1.76
Mango Criollo,39,32,34,32,Kilogramo,1.00,1.93,1.88,1.86
Mango Edward,8,20,15,37,Kilogramo,1.00,2.68,2.73,2.57
Mango Haden /Hayde,14,22,14,25,Kilogramo,1.00,2.23,2.18,2.05
Mango Kafro,27,28,18,26,Kilogramo,1.00,1.73,1.68,1.77
Mango Kent,39,79,58,54,Kilogramo,1.00,1.73,1.75,1.75
Mango Rosado,32,20,35,28,Kilogramo,1.00,1.85,1.85,1.83
Manzana Cte/Para Agua,37,36,28,29,Cajon,24.00,21.50,21.50,21.79
Manzana Delicia,86,92,86,90,Cajon,24.00,51.50,51.50,53.00
Manzana Golden,9,8,10,12,Kilogramo,1.00,1.73,1.68,1.66
Manzana Importada,12,17,13,16,Caja,20.00,96.50,96.50,96.54
Manzana Israel,52,49,63,40,Kilogramo,1.00,0.93,0.93,1.03
Manzana Winter,12,9,10,11,Cajon,24.00,43.25,43.50,43.04
Maracuya,9,11,12,14,Kilogramo,1.00,1.43,1.38,1.47
Melocoton Blanquillo,23,32,18,22,Cajon,12.00,31.25,31.25,32.11
Melocoton Durazno Huayco,25,41,32,36,Cajon,12.00,31.25,31.50,32.18
Melon Coquito,37,63,47,58,Bandeja,12.00,13.75,13.75,13.43
Membrillo Criollo,12,16,13,12,Kilogramo,1.00,2.18,2.18,2.29
Membrillo Serrano,19,21,19,19,Cajon,24.00,55.75,56.25,56.14
Naranja Primavera,22,20,22,23,Kilogramo,1.00,1.38,1.38,1.36
Naranja Tangelo Selva,34,56,49,49,Jaba,22.00,48.75,49.25,48.54
Naranja Valencia,142,164,151,154,Jaba,24.00,21.75,22.50,21.50
Naranja Washington Naval,16,15,15,16,Kilogramo,1.00,3.30,3.30,3.34
Noni,6,8,8,7,Kilogramo,1.00,1.48,1.53,1.51
Pacae Criollo,3,5,4,4,Kilogramo,1.00,4.83,4.78,4.86
Pacae De Seda,4,4,3,3,Kilogramo,1.00,4.48,4.48,4.66
Palta Antillana,8,4,6,,Cajon,12.00,24.75,24.75,24.29
Palta Choquete,7,8,6,7,Cajon,12.00,23.75,24.25,23.61
Palta Collin Red,9,7,6,7,Cajon,12.00,24.25,24.25,24.64
Palta Criolla,8,12,17,15,Cajon,12.00,21.25,21.50,21.29
Palta Dedo,2,2,,,Kilogramo,1.00,4.88,4.85,4.94
Palta Fuerte,41,46,53,53,Kilogramo,1.00,4.53,4.48,4.63
Palta Hall,10,16,17,15,Cajon,12.00,23.50,23.50,23.04
Palta Hass,13,11,10,9,Kilogramo,1.00,4.08,4.15,4.11
Palta Linda,8,9,7,7,Cajon,12.00,31.75,32.25,32.11
Papaya (Costa),10,13,10,12,Cajon,12.00,16.75,17.00,16.18
Papaya (Selva),202,217,180,197,Cajon,12.00,17.75,17.75,17.43
Pepino Rayado O Melon,40,18,31,34,Kilogramo,1.00,2.58,2.63,2.47
Pera Agua Criolla,7,12,12,15,Jaba,16.00,30.25,29.75,28.89
Pera Agua Italiana,8,13,12,14,Jaba,16.00,34.25,33.75,33.14
Pera Agua Packam Importado,13,16,14,16,Caja,20.00,96.50,96.50,96.46
Pina Criolla (Selva),45,49,42,46,Cajon,12.00,16.50,16.50,16.43
Pina Golden,60,70,67,68,Bandeja,12.00,27.25,27.25,28.54
Pina Hawaiana,49,50,47,51,Kilogramo,1.00,1.18,1.13,1.13
Pitahaya,5,6,6,7,Kilogramo,1.00,7.75,7.50,8.07
Platano Bellaco,57,84,77,87,Ciento,35.00,57.50,57.50,58.11
Platano Bizcocho,86,100,101,83,Bandeja,14.00,15.25,14.75,15.00
Platano Isla,76,79,92,101,Ciento,25.00,49.25,49.25,47.93
Platano Manzano,19,18,17,21,Jaba,16.00,19.25,18.50,18.07
Platano Morado,14,11,11,14,Cajon,12.00,31.25,30.75,31.11
Platano Palillo,65,56,64,69,Ciento,35.00,58.50,58.50,57.68
Platano Seda Congo,55,88,66,87,Ciento,20.00,38.75,38.50,38.11
Platano Seda (Selva),16,26,18,20,Ciento,25.00,37.75,37.25,36.75
Sandia,86,108,83,107,Kilogramo,1.00,0.85,0.88,0.85
Sanki,7,5,6,7,Kilogramo,1.00,4.88,4.88,4.72
Tamarindo (Con Cascara),1,1,,,Kilogramo,1.00,4.65,4.65,4.72
Tamarindo (Sin Cascara),,,,,Kilogramo,1.00,5.65,5.75,5.70
Toronja Costa,16,15,14,16,Kilogramo,1.00,2.35,2.33,2.29
Toronja Selva,13,12,13,13,Cajon,12.00,20.50,20.50,20.82
Tumbo,5,5,4,4,Kilogramo,1.00,2.43,2.38,2.38
Tuna Amarilla,18,12,11,14,Kilogramo,1.00,1.78,1.78,1.76
Tuna Blanca,15,15,10,13,Kilogramo,1.00,1.93,1.95,1.93
Tuna Morada/Rosada,15,11,12,12,Kilogramo,1.00,1.75,1.78,1.75
Uva Alfonso Lavalett,12,20,16,,Jaba,12.00,25.50,25.75,24.25
