Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Aguaje,3,4,,,Bandeja,10.00,29.25,28.50,29.04
Aguaymanto,3,5,2,1,Kilogramo,1.00,3.75,3.83,3.70
Albaricoque,8,3,,6,Kilogramo,1.00,2.93,2.93,3.08
Arándano,3,,3,2,Kilogramo,1.00,6.33,6.20,6.09
Camu Camu,1,1,1,1,Bolsa,1.00,5.75,5.77,5.60
Carambola,14,12,12,11,Cajon,10.00,13.25,12.75,13.62
Chirimoya Criolla O Huayco,4,3,3,4,Kilogramo,1.00,3.25,3.25,3.33
Chirimoya Cumbe,16,12,16,14,Kilogramo,1.00,3.33,3.33,3.46
Ciruela Nectarina (Importada),6,5,6,8,Cajon,10.00,56.25,55.75,56.36
Ciruela Santa Rosa/Nacional,8,7,7,7,Cajon,10.00,28.75,29.50,29.12
Coco,12,5,7,7,Unidad,1.50,1.43,1.38,1.49
Cocona,21,19,14,11,Bandeja,15.00,22.75,22.75,22.25
Datil Melado,3,2,,2,Cajon,10.00,57.50,57.50,57.33
Fresa Cama Rosa,,5,,,Kilogramo,1.00,,4.35,
Fresa San Andreas,48,58,47,37,Kilogramo,1.00,4.08,3.93,4.26
Granadilla (Costa),12,4,8,8,Ciento,8.00,21.25,21.25,21.46
Granadilla (Selva),52,40,46,34,Cajon,13.00,33.75,34.75,33.71
Guanabana (Costa),4,4,,3,Kilogramo,1.00,3.33,3.28,3.18
Guanabana (Selva),4,4,4,4,Kilogramo,1.00,3.58,3.58,3.46
Kake/Kaki,2,2,,,Cajon,10.00,57.75,57.75,55.86
Kiwi Importado Chileno,4,5,6,7,Caja,12.00,90.75,94.25,91.50
Lima Dulce,10,5,5,5,Kilogramo,1.00,2.38,2.43,2.33
Limon Dulce - Selva,10,14,9,8,Jaba,20.00,24.25,24.50,24.14
Lucuma Beltran,5,3,3,3,Kilogramo,1.00,4.35,4.35,4.25
Lucuma De Seda,4,3,3,2,Kilogramo,1.00,4.58,4.35,4.45
Mandarina Clementina,30,24,27,22,Kilogramo,1.00,1.48,1.48,1.46
Mandarina Dancy,16,17,19,,Kilogramo,1.00,1.53,1.53,1.56
Mandarina Malvacea,49,28,50,44,Kilogramo,1.00,1.45,1.58,1.49
Mandarina Murcott,37,24,30,33,Kilogramo,1.00,1.43,1.43,1.40
Mandarina Nova,35,20,26,25,Kilogramo,1.00,1.38,1.43,1.38
Mandarina Satsuma,45,39,34,41,Kilogramo,1.00,1.50,1.53,1.52
Mandarina Tangerina,11,13,13,13,Jaba,16.00,10.75,9.75,10.86
Mango Criollo,22,21,21,13,Kilogramo,1.00,4.08,4.08,4.18
Mango Edward,7,10,7,7,Kilogramo,1.00,6.08,6.13,5.84
Mango Haden /Hayde,8,7,6,7,Kilogramo,1.00,5.88,5.93,5.66
Mango Kafro,5,4,6,7,Kilogramo,1.00,6.33,6.33,6.30
Mango Kent,2,4,4,7,Kilogramo,1.00,6.58,6.58,6.58
Mango Tommy Aki,8,8,6,6,Kilogramo,1.00,6.38,6.38,6.23
Manzana Cte/Para Agua,34,18,25,24,Cajon,24.00,36.75,35.50,37.50
Manzana Delicia,84,73,80,70,Cajon,24.00,41.75,41.75,40.89
Manzana Golden,12,3,9,9,Kilogramo,1.00,2.35,2.38,2.38
Manzana Importada,15,14,14,14,Caja,20.00,88.50,87.50,88.64
Manzana Israel,31,21,27,23,Kilogramo,1.00,3.08,3.08,3.16
Manzana Winter,13,6,10,10,Cajon,24.00,44.75,44.75,45.14
Maracuya,17,10,10,12,Kilogramo,1.00,1.35,1.35,1.38
Melocoton Blanquillo,19,24,18,16,Cajon,12.00,37.50,37.25,37.21
Melocoton Durazno Huayco,45,29,32,32,Cajon,12.00,36.50,36.75,36.96
Melon Coquito,48,38,40,33,Bandeja,12.00,15.75,15.75,16.46
Melon Esmeralda,9,6,,,Cajon,10.00,17.75,17.75,17.75
Membrillo Criollo,15,4,11,13,Kilogramo,1.00,1.83,1.88,1.74
Membrillo Serrano,20,15,18,19,Cajon,24.00,47.25,48.75,47.25
Naranja Miniola,86,44,60,48,Kilogramo,1.00,1.28,1.33,1.27
Naranja Primavera,17,18,15,23,Kilogramo,1.00,1.48,1.48,1.46
Naranja Tangelo Costa,65,17,54,44,Kilogramo,1.00,1.38,1.38,1.36
Naranja Tangelo Selva,63,66,50,55,Jaba,22.00,20.75,21.50,20.61
Naranja Valencia,174,140,148,147,Jaba,24.00,14.25,14.00,14.14
Naranja Washington Naval,32,33,28,23,Kilogramo,1.00,2.05,2.05,2.05
Naranjita China Kin Kan,2,1,2,3,Kilogramo,1.00,4.75,4.75,5.00
Nispero De Agua,26,13,14,,Cajon,24.00,56.75,56.75,56.43
Noni,6,5,,4,Kilogramo,1.00,1.58,1.63,1.66
Pacae Criollo,4,6,,4,Kilogramo,1.00,4.58,4.58,4.52
Palta Choquete,12,9,8,6,Cajon,12.00,20.25,20.75,19.50
Palta Collin Red,10,7,7,,Cajon,12.00,19.50,20.75,18.89
Palta Criolla,13,18,11,11,Cajon,12.00,21.00,21.00,20.14
Palta Dedo,2,3,2,2,Kilogramo,1.00,3.63,3.68,3.68
Palta Fuerte,55,27,48,46,Kilogramo,1.00,4.78,4.68,4.68
Palta Hall,11,14,10,10,Cajon,12.00,22.25,22.25,21.43
Palta Hass,11,5,11,10,Kilogramo,1.00,3.18,3.23,3.13
Palta Linda,9,8,7,7,Cajon,12.00,25.50,25.75,26.50
Palta Naval,12,19,12,14,Kilogramo,1.00,2.63,2.63,2.68
Palta Queen,11,9,9,,Kilogramo,1.00,2.55,2.55,2.69
Palta Villa Campa,11,13,8,9,Kilogramo,1.00,2.73,2.68,2.78
Papaya (Costa),16,12,13,13,Cajon,12.00,14.75,15.25,15.50
Papaya (Selva),206,159,170,163,Cajon,12.00,15.50,15.75,16.64
Pepino Rayado O Melon,27,21,26,21,Kilogramo,1.00,2.55,2.53,2.54
Pera Agua Packam Importado,16,12,13,13,Caja,20.00,87.50,82.00,86.93
Piña Criolla (Selva),52,49,51,49,Cajon,12.00,11.00,11.00,11.04
Piña Golden,71,61,60,56,Bandeja,12.00,23.50,23.25,24.96
Piña Hawaiana,56,51,50,47,Kilogramo,1.00,0.85,0.88,0.88
Pitahaya,6,6,,5,Kilogramo,1.00,9.25,9.50,9.68
