Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Aguaje,5,4,5,5,Bandeja,10.00,17.75,17.50,17.57
Aguaymanto,2,2,2,2,Kilogramo,1.00,3.25,3.18,3.20
Anona,,4,,,Cajon,10.00,,33.75,
Arándano,3,2,2,3,Kilogramo,1.00,6.75,6.50,6.54
Caimito (Selva),6,5,,,Cajon,10.00,21.50,21.75,21.54
Camu Camu,1,1,,1,Bolsa,1.00,7.25,7.25,8.04
Carambola,8,12,9,7,Cajon,10.00,13.75,14.25,14.68
Chirimoya Criolla O Huayco,3,5,4,,Kilogramo,1.00,4.88,5.00,4.88
Chirimoya Cumbe,15,15,11,13,Kilogramo,1.00,5.33,5.33,5.34
Ciruela Nectarina (Importada),10,9,9,9,Cajon,10.00,51.50,51.75,52.29
Ciruela Roja/Criolla,28,10,22,24,Bandeja,15.00,26.25,25.25,28.89
Ciruela Santa Rosa/Nacional,8,8,7,8,Cajon,10.00,32.75,31.75,33.07
Coco,5,20,9,12,Unidad,1.50,1.65,1.65,1.69
Cocona,9,19,10,9,Bandeja,15.00,18.50,18.50,18.21
Fresa Aroma,5,28,,11,Kilogramo,1.00,3.35,3.28,3.36
Fresa San Andreas,30,28,34,37,Kilogramo,1.00,3.55,3.45,3.50
Granada,33,10,19,,Jaba,16.00,30.25,29.75,31.25
Granadilla (Costa),8,7,7,9,Ciento,8.00,23.75,23.75,23.54
Granadilla (Selva),40,45,37,27,Cajon,13.00,41.50,40.75,43.43
Guanabana (Costa),3,6,5,,Kilogramo,1.00,5.23,5.13,5.20
Guanabana (Selva),5,6,5,5,Kilogramo,1.00,6.38,6.35,6.31
Higo Maduro,10,10,9,8,Cajon,7.00,34.75,33.25,36.25
Lima Dulce,11,,5,5,Kilogramo,1.00,2.43,2.43,2.40
Limon Dulce  Selva,8,17,8,7,Jaba,20.00,36.50,36.50,36.32
Lucuma Beltran,5,5,5,,Kilogramo,1.00,4.73,4.65,4.94
Lucuma De Seda,6,4,4,5,Kilogramo,1.00,4.23,4.23,4.32
Mamey,6,,7,8,Kilogramo,1.00,2.75,2.78,2.85
Mandarina Satsuma,112,98,100,93,Kilogramo,1.00,2.35,2.33,2.41
Mandarina Tangerina,12,12,13,14,Jaba,16.00,21.50,22.25,22.04
Mango Criollo,58,50,36,37,Kilogramo,1.00,1.83,1.78,1.88
Mango Edward,12,17,13,50,Bandeja,17.00,40.75,40.75,37.46
Mango Haden /Hayde,8,12,12,,Kilogramo,1.00,1.85,1.88,1.81
Mango Kafro,15,11,16,19,Bandeja,17.00,26.50,26.50,26.82
