Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Aguaje,8,8,7,6,Bandeja,10.00,17.50,16.75,17.82
Aguaymanto,1,2,2,2,Kilogramo,1.00,4.88,5.08,5.08
Albaricoque,5,4,7,6,Kilogramo,1.00,3.35,3.25,3.27
Arándano,2,3,3,3,Kilogramo,1.00,5.50,6.50,5.66
Camu Camu,1,1,,1,Bolsa,1.00,9.25,8.50,9.66
Carambola,11,14,11,11,Cajon,10.00,15.25,14.75,14.96
Chirimoya Criolla O Huayco,3,2,,3,Kilogramo,1.00,6.13,6.18,6.01
Chirimoya Cumbe,14,13,13,14,Kilogramo,1.00,6.28,6.33,6.14
Ciruela Nectarina (Importada),8,8,8,7,Cajon,10.00,56.25,55.25,56.61
Ciruela Roja/Criolla,6,20,7,6,Bandeja,15.00,35.25,33.75,35.14
Coco,11,9,12,12,Unidad,1.50,1.58,1.70,1.56
Cocona,18,20,15,13,Bandeja,15.00,16.75,16.25,16.86
Fresa Sabrina,32,46,37,46,Kilogramo,1.00,2.95,2.95,2.79
Fresa San Andreas,41,55,45,49,Kilogramo,1.00,2.98,3.00,2.86
Granadilla (Costa),11,6,7,5,Ciento,8.00,22.25,22.25,21.68
Granadilla (Selva),50,43,46,48,Cajon,13.00,28.75,29.75,27.96
Guanabana (Costa),3,6,,4,Kilogramo,1.00,5.08,5.25,4.90
Guanabana (Selva),5,4,4,4,Kilogramo,1.00,5.33,5.28,5.17
Higo Maduro,2,5,2,2,Cajon,7.00,53.75,52.50,53.14
Kiwi Importado Chileno,7,7,,6,Caja,12.00,118.25,118.25,118.14
Lima Dulce,6,3,,5,Kilogramo,1.00,2.95,3.08,2.92
Limon Dulce - Selva,12,9,10,8,Jaba,20.00,32.75,33.75,32.32
Lucuma Beltran,3,3,,4,Kilogramo,1.00,4.83,5.05,4.64
Lucuma De Seda,3,4,4,3,Kilogramo,1.00,4.75,4.88,4.70
Mamey,8,8,8,5,Kilogramo,1.00,3.45,3.28,3.51
Mandarina Fortuna,9,4,10,8,Kilogramo,1.00,1.88,1.93,1.84
Mandarina Invicta,10,4,8,17,Kilogramo,1.00,2.00,2.03,1.95
Mandarina Kara,11,10,11,12,Kilogramo,1.00,1.65,1.73,1.66
Mandarina Kori,13,11,12,12,Kilogramo,1.00,1.73,1.73,1.68
Mandarina Malvacea,34,40,32,39,Kilogramo,1.00,2.03,2.08,1.92
Mandarina Murcott,14,14,17,24,Kilogramo,1.00,2.13,2.13,2.12
Mandarina Rio De Oro,27,28,32,36,Kilogramo,1.00,2.13,2.13,2.02
Mandarina Satsuma,34,29,30,,Kilogramo,1.00,1.90,1.93,1.95
Mandarina Tangerina,12,17,15,17,Jaba,16.00,18.25,18.75,18.04
Mango Criollo,12,9,10,11,Kilogramo,1.00,4.13,4.13,4.00
Mango Edward,63,57,59,53,Kilogramo,1.00,2.03,2.03,2.05
Mango Haden /Hayde,44,46,43,37,Kilogramo,1.00,2.50,2.48,2.65
Mango Kafro,7,9,7,8,Kilogramo,1.00,3.68,3.68,3.74
Mango Kent,21,25,21,21,Kilogramo,1.00,3.48,3.43,3.65
Mango Pico De Loro,16,16,16,12,Kilogramo,1.00,3.25,3.25,3.29
Manzana Cte/Para Agua,28,22,24,29,Cajon,24.00,28.50,27.50,28.86
Manzana Delicia,101,80,92,95,Cajon,24.00,56.75,56.25,56.50
Manzana Golden,11,7,8,9,Kilogramo,1.00,2.50,2.48,2.52
Manzana Importada,13,14,13,14,Caja,20.00,88.75,89.25,91.07
Manzana Israel,48,42,41,39,Kilogramo,1.00,1.05,1.00,1.11
Manzana Winter,12,11,10,11,Cajon,24.00,45.25,45.25,45.89
Maracuya,5,12,10,10,Kilogramo,1.00,2.88,2.93,2.79
Melocoton Blanquillo,21,20,17,15,Cajon,12.00,41.75,42.25,42.46
Melocoton Durazno Huayco,40,37,30,29,Cajon,12.00,42.75,42.75,44.00
Melon Coquito,30,59,40,48,Bandeja,12.00,13.75,13.50,13.36
Melon Esmeralda,11,8,,,Cajon,10.00,18.25,18.75,18.25
Membrillo Criollo,10,11,14,15,Kilogramo,1.00,2.38,2.38,2.19
Membrillo Serrano,19,16,18,19,Cajon,24.00,54.25,53.75,53.14
Naranja Primavera,30,48,36,43,Kilogramo,1.00,1.23,1.25,1.28
Naranja Tangelo Selva,60,59,52,53,Jaba,22.00,45.50,45.75,45.04
Naranja Valencia,158,162,144,152,Jaba,24.00,21.75,22.25,21.14
Naranja Washington Naval,9,7,9,13,Kilogramo,1.00,5.35,5.35,5.27
Nispero De Agua,17,7,18,32,Cajon,12.00,27.75,31.25,26.75
Noni,4,5,,6,Kilogramo,1.00,1.58,1.55,1.54
Pacae De Seda,7,3,3,4,Kilogramo,1.00,4.88,4.88,4.86
Palta Choquete,8,8,6,7,Cajon,12.00,25.25,24.75,24.32
Palta Collin Red,9,9,8,,Cajon,12.00,30.75,31.25,31.18
Palta Criolla,13,15,9,9,Cajon,12.00,22.50,21.75,22.46
Palta Dedo,2,3,3,7,Kilogramo,1.00,6.38,6.38,6.35
Palta Fuerte,42,51,39,42,Kilogramo,1.00,6.68,6.68,6.67
Palta Hall,16,15,11,12,Cajon,12.00,23.75,23.75,23.79
Palta Hass,11,10,11,10,Kilogramo,1.00,4.88,4.88,4.82
Palta Linda,7,9,,9,Cajon,12.00,35.25,35.50,35.21
Palta Naval,11,10,11,12,Kilogramo,1.00,4.38,4.38,4.28
Palta Queen,8,6,7,6,Kilogramo,1.00,4.35,4.35,4.34
Papaya (Costa),14,10,,12,Cajon,12.00,17.75,17.75,19.00
Papaya (Selva),237,164,174,180,Cajon,12.00,19.00,18.75,20.18
Pepino Rayado O Melon,45,44,29,28,Kilogramo,1.00,1.68,1.73,1.61
Pera Agua Italiana,5,10,6,,Jaba,16.00,26.25,26.25,26.96
Pera Agua Packam Importado,14,15,13,14,Caja,20.00,87.50,87.50,87.68
Piña Criolla (Selva),50,51,51,50,Cajon,12.00,11.25,11.00,12.04
Piña Golden,73,70,64,63,Bandeja,12.00,23.75,23.25,25.50
Piña Hawaiana,52,47,51,53,Kilogramo,1.00,1.00,1.03,1.01
Pitahaya,9,6,,6,Kilogramo,1.00,5.75,6.20,6.32
Platano Bellaco,113,71,82,91,Ciento,35.00,57.25,56.50,56.61
Platano Bizcocho,90,78,69,65,Bandeja,14.00,16.75,16.50,18.36
Platano Isla,118,95,106,107,Ciento,25.00,41.50,41.50,41.93
Platano Manzano,35,17,21,20,Jaba,16.00,19.50,19.25,20.79
Platano Morado,13,7,11,11,Cajon,12.00,28.50,28.25,28.86
Platano Palillo,85,48,61,64,Ciento,35.00,56.50,56.25,56.43
Platano Seda Congo,103,76,82,84,Ciento,20.00,35.50,35.75,35.32
Platano Seda (Selva),18,15,18,22,Ciento,25.00,35.00,34.75,34.71
Sandia,80,91,75,83,Kilogramo,1.00,0.95,0.95,0.95
Sanki,3,4,4,5,Kilogramo,1.00,5.25,5.28,5.22
Tamarindo (Con Cascara),1,1,,1,Kilogramo,1.00,4.85,4.75,4.85
Tamarindo (Sin Cascara),,,,,Kilogramo,1.00,5.85,5.75,5.78
Toronja Costa,19,32,,23,Jaba,22.00,40.75,41.25,39.39
Toronja Selva,12,10,8,10,Cajon,12.00,24.75,25.25,23.93
Tumbo,5,7,4,4,Kilogramo,1.00,2.53,2.35,2.45
Tuna Amarilla,9,14,8,9,Kilogramo,1.00,3.18,3.18,3.27
Tuna Blanca,13,17,8,7,Kilogramo,1.00,3.25,3.28,3.29
Tuna Morada/Rosada,10,13,8,8,Kilogramo,1.00,3.23,3.18,3.30
Uva Alfonso Lavalett,14,9,17,18,Jaba,12.00,27.75,29.25,27.14
Uva Borgoña,5,4,4,5,Jaba,12.00,27.25,27.25,27.00
Uva Crimson,8,5,7,8,Jaba,12.00,27.75,27.75,27.68
Uva Fley,6,6,,,Jaba,12.00,34.25,33.75,34.25
Uva Italia,10,10,10,12,Jaba,12.00,28.25,28.25,28.18
Uva Palestina,4,8,6,5,Jaba,12.00,38.75,38.75,40.18
Uva Pirovano,6,7,,6,Jaba,12.00,40.75,40.75,40.61
