Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Aguaje,4,3,4,3,Bandeja,10.00,27.50,27.25,28.82
Aguaymanto,2,2,2,2,Kilogramo,1.00,3.75,3.75,3.69
Albaricoque,9,8,7,7,Kilogramo,1.00,3.28,3.33,3.45
Arándano,1,1,1,1,Kilogramo,1.00,8.75,8.75,8.95
Camu Camu,1,1,1,1,Bolsa,1.00,5.25,5.00,5.26
Carambola,16,15,13,10,Cajon,10.00,10.75,10.75,10.82
Chirimoya Criolla O Huayco,4,2,3,4,Kilogramo,1.00,3.93,3.95,3.93
Chirimoya Cumbe,16,14,15,15,Kilogramo,1.00,4.18,4.18,4.11
Ciruela Nectarina (Importada),7,7,7,6,Cajon,10.00,57.50,57.50,57.92
Ciruela Santa Rosa/Nacional,9,9,9,7,Cajon,10.00,34.25,34.75,33.56
Coco,8,4,8,11,Unidad,1.50,1.65,1.65,1.73
Cocona,17,16,14,11,Bandeja,15.00,17.50,17.75,18.46
Fresa Aroma,25,18,,8,Kilogramo,1.00,3.75,3.58,3.80
Fresa San Andreas,60,76,53,35,Kilogramo,1.00,3.75,3.58,3.79
Granadilla (Costa),13,7,9,7,Ciento,8.00,21.50,21.25,21.29
Granadilla (Selva),47,33,46,32,Cajon,13.00,28.25,28.00,28.14
Guanabana (Costa),5,2,5,5,Kilogramo,1.00,4.85,4.83,4.73
Guanabana (Selva),3,4,4,3,Kilogramo,1.00,5.00,5.03,4.89
Guayaba,4,3,4,3,Cajon,10.00,36.25,35.75,37.12
Higo Maduro,3,1,2,2,Cajon,7.00,52.50,52.50,53.15
Kiwi Importado Chileno,8,5,7,6,Caja,12.00,60.75,60.75,61.75
Lima Dulce,5,5,5,6,Kilogramo,1.00,2.38,2.38,2.36
Limon Dulce  Selva,7,5,7,6,Jaba,20.00,24.50,24.50,24.79
Lucuma Beltran,1,2,2,3,Kilogramo,1.00,4.43,4.43,4.43
Lucuma De Seda,3,2,2,3,Kilogramo,1.00,4.78,4.75,4.67
Mandarina Dancy,17,20,21,29,Kilogramo,1.00,1.48,1.53,1.53
Mandarina Fortuna,,16,,,Kilogramo,1.00,,1.58,
Mandarina Invicta,,13,,,Kilogramo,1.00,,1.65,
Mandarina Malvacea,49,31,39,49,Kilogramo,1.00,1.48,1.55,1.49
Mandarina Murcott,64,30,68,31,Kilogramo,1.00,1.43,1.38,1.40
Mandarina Nova,10,11,17,30,Kilogramo,1.00,1.58,1.58,1.61
Mandarina Pixie,,14,,,Kilogramo,1.00,,1.65,
Mandarina Rio De Oro,24,16,,,Kilogramo,1.00,1.88,1.88,1.88
Mandarina Satsuma,12,10,,15,Kilogramo,1.00,1.93,1.85,1.91
Mandarina Tangerina,17,12,18,19,Jaba,16.00,12.75,13.25,13.29
Mango Criollo,18,27,19,18,Kilogramo,1.00,2.78,2.83,2.82
Mango Edward,49,53,35,18,Bandeja,17.00,45.75,45.25,48.89
Mango Haden /Hayde,40,33,26,14,Kilogramo,1.00,2.73,2.73,2.88
Mango Kafro,15,4,11,,Bandeja,17.00,41.75,41.75,43.00
Mango Kent,15,5,11,,Kilogramo,1.00,3.28,3.25,3.46
Mango Pico De Loro,18,17,,,Jaba,16.00,39.25,38.75,39.25
Manzana Cte/Para Agua,43,29,34,22,Cajon,24.00,36.50,36.50,36.00
Manzana Delicia,120,88,97,70,Cajon,24.00,51.50,51.00,51.79
Manzana Golden,8,6,6,8,Kilogramo,1.00,2.38,2.38,2.47
Manzana Importada,15,12,14,14,Caja,20.00,76.50,76.50,77.39
Manzana Israel,17,14,18,28,Kilogramo,1.00,2.88,2.93,2.95
Manzana Winter,9,10,8,10,Cajon,24.00,46.75,46.50,47.39
Maracuya,14,14,13,10,Kilogramo,1.00,1.68,1.75,1.76
Melocoton Blanquillo,33,20,22,11,Cajon,12.00,43.25,41.75,43.79
Melocoton Durazno Huayco,60,14,41,20,Cajon,12.00,44.00,42.75,45.14
Melon Coquito,28,32,22,21,Bandeja,12.00,16.25,16.50,16.89
Membrillo Criollo,14,14,13,10,Kilogramo,1.00,2.43,2.48,2.44
Membrillo Serrano,20,22,19,17,Cajon,24.00,57.75,58.25,59.11
Naranja Miniola,58,42,50,39,Kilogramo,1.00,1.38,1.35,1.40
Naranja Primavera,20,13,17,24,Kilogramo,1.00,1.48,1.53,1.45
Naranja Tangelo Costa,64,48,55,49,Kilogramo,1.00,1.35,1.43,1.39
Naranja Tangelo Selva,74,56,65,58,Jaba,22.00,20.50,20.75,20.39
Naranja Valencia,172,130,138,137,Jaba,24.00,14.00,14.25,14.14
Naranja Washington Naval,17,6,15,21,Kilogramo,1.00,2.25,2.28,2.16
Naranjita China Kin Kan,6,2,2,2,Kilogramo,1.00,5.08,5.23,5.08
Nispero De Agua,27,12,24,,Cajon,24.00,46.75,46.75,47.75
Noni,5,8,6,7,Kilogramo,1.00,1.43,1.38,1.51
Pacae De Seda,4,4,,3,Kilogramo,1.00,2.88,2.88,2.91
Palta Choquete,6,6,6,8,Cajon,12.00,25.25,25.25,24.96
Palta Criolla,11,5,9,10,Cajon,12.00,25.75,25.75,25.39
