Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Aguaje,4,3,5,5,Bandeja,10.00,38.25,38.50,38.07
Aguaymanto,3,2,2,3,Kilogramo,1.00,3.85,3.75,4.09
Albaricoque,5,4,5,,Kilogramo,1.00,3.85,3.83,3.78
Anona,3,6,4,6,Cajon,10.00,27.50,27.25,27.71
Arándano,4,6,3,3,Kilogramo,1.00,19.50,17.75,24.86
Camu Camu,1,1,1,1,Bolsa,1.00,5.13,4.88,5.21
Carambola,13,18,12,14,Cajon,10.00,13.75,14.25,14.93
Chirimoya Criolla O Huayco,3,4,4,4,Kilogramo,1.00,4.08,4.00,4.19
Chirimoya Cumbe,14,15,15,16,Kilogramo,1.00,4.13,4.03,4.20
Ciruela Nectarina (Importada),7,11,8,9,Cajon,10.00,61.25,59.25,61.64
Ciruela Roja/Criolla,18,10,13,15,Bandeja,15.00,44.50,44.50,43.89
Coco,8,12,10,13,Unidad,1.50,1.35,1.35,1.41
Cocona,13,17,17,16,Bandeja,15.00,23.75,23.75,22.18
Datil Melado,3,6,4,,Cajon,10.00,45.50,44.50,45.29
Fresa Sabrina,11,10,9,7,Kilogramo,1.00,5.75,5.65,5.72
Fresa San Andreas,31,38,34,35,Kilogramo,1.00,5.75,5.65,5.78
Granada,23,17,20,27,Jaba,16.00,23.75,23.75,22.46
Granadilla (Costa),10,9,9,7,Ciento,8.00,17.50,18.50,18.00
Granadilla (Selva),48,53,49,48,Cajon,13.00,28.25,28.50,28.86
Guanabana (Costa),7,3,6,10,Kilogramo,1.00,2.93,2.93,2.92
Guanabana (Selva),4,7,4,5,Kilogramo,1.00,3.08,3.08,3.03
Guayaba,3,5,5,5,Cajon,10.00,26.75,27.25,28.82
Higo Maduro,5,8,7,7,Cajon,7.00,47.75,47.75,47.18
Kake/Kaki,4,3,4,4,Cajon,10.00,50.75,50.75,52.82
Kiwi Importado Chileno,6,7,7,8,Caja,12.00,97.50,93.25,100.39
Lima Dulce,3,6,6,5,Kilogramo,1.00,2.58,2.58,2.69
Limon Dulce - Selva,5,10,10,12,Jaba,20.00,21.75,22.25,22.96
Lucuma Beltran,5,3,4,5,Kilogramo,1.00,4.23,4.23,4.27
Lucuma De Seda,4,3,4,4,Kilogramo,1.00,4.28,4.28,4.35
Mamey,4,5,6,5,Kilogramo,1.00,3.08,3.18,3.18
Mandarina Clementina,25,35,24,,Kilogramo,1.00,1.08,1.00,1.16
Mandarina Primosole,63,65,72,66,Kilogramo,1.00,0.98,0.93,1.00
Mandarina Satsuma,55,61,56,74,Kilogramo,1.00,1.15,1.13,1.17
Mandarina Tangerina,15,20,19,19,Jaba,16.00,10.75,12.25,11.07
Mango Criollo,7,16,9,9,Kilogramo,1.00,3.75,3.73,3.65
Mango Edward,5,8,8,12,Kilogramo,1.00,5.65,5.63,5.54
Mango Kafro,15,20,19,14,Kilogramo,1.00,2.78,2.78,2.61
Mango Kent,23,10,17,36,Kilogramo,1.00,3.73,3.73,3.63
Manzana Cte/Para Agua,20,32,26,33,Cajon,24.00,21.50,21.25,22.11
Manzana Delicia,90,103,99,96,Cajon,24.00,55.00,54.50,56.14
