Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Aguaje,7,7,5,5,Bandeja,10.00,25.50,24.50,26.37
Aguaymanto,1,1,2,2,Kilogramo,1.00,3.38,3.33,3.44
Albaricoque,2,5,4,5,Kilogramo,1.00,3.48,3.48,3.41
Arándano,1,3,2,3,Kilogramo,1.00,9.50,10.25,8.71
Camu Camu,1,1,1,1,Bolsa,1.00,5.25,5.63,5.47
Carambola,14,12,12,15,Cajon,10.00,14.75,14.50,15.11
Chirimoya Criolla O Huayco,1,2,3,3,Kilogramo,1.00,4.93,4.95,4.74
Chirimoya Cumbe,14,14,15,14,Kilogramo,1.00,5.20,5.23,5.08
Ciruela Nectarina (Importada),6,7,7,8,Cajon,10.00,56.50,56.75,56.40
Coco,3,7,7,12,Unidad,1.50,1.55,1.55,1.57
Cocona,15,18,15,19,Bandeja,15.00,20.75,21.50,21.06
Fresa Cama Rosa,8,9,8,9,Kilogramo,1.00,2.88,2.93,2.90
Fresa Sabrina,37,41,37,26,Kilogramo,1.00,2.93,2.85,2.96
Fresa San Andreas,46,67,57,50,Kilogramo,1.00,2.80,2.73,2.82
Granadilla (Costa),8,10,7,7,Ciento,8.00,20.75,20.25,20.79
Granadilla (Selva),51,51,41,50,Cajon,13.00,29.75,29.25,30.96
Guanabana (Costa),3,4,3,4,Kilogramo,1.00,4.00,4.05,3.90
Guanabana (Selva),3,4,3,5,Kilogramo,1.00,4.38,4.35,4.29
Guayaba,1,4,3,,Cajon,10.00,36.50,36.75,37.29
Higo Maduro,2,2,2,3,Cajon,7.00,46.75,48.75,46.74
Kiwi Importado Chileno,6,7,6,7,Caja,12.00,90.75,90.75,91.98
Lima Dulce,6,3,5,5,Kilogramo,1.00,2.28,2.38,2.32
Limon Dulce - Selva,9,14,10,11,Jaba,20.00,26.75,27.75,26.43
