Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Aguaje,5,4,4,4,Bandeja,10.00,24.75,26.25,24.50
Aguaymanto,2,2,2,2,Kilogramo,1.00,3.08,3.58,3.16
Albaricoque,4,5,,6,Kilogramo,1.00,3.28,3.40,3.37
Anona,5,4,4,4,Cajon,10.00,31.25,32.50,31.46
Arándano,1,1,1,1,Kilogramo,1.00,16.50,16.50,14.96
Camu Camu,1,1,1,1,Bolsa,1.00,4.75,4.50,4.93
Carambola,9,9,10,8,Cajon,10.00,13.25,13.75,13.07
Chirimoya Criolla O Huayco,4,3,3,3,Kilogramo,1.00,4.25,4.18,4.36
Chirimoya Cumbe,15,12,17,14,Kilogramo,1.00,4.48,4.48,4.63
Ciruela Nectarina (Importada),8,9,,8,Cajon,10.00,52.00,51.75,52.11
Ciruela Roja/Criolla,32,30,22,13,Bandeja,15.00,20.75,20.75,22.14
Ciruela Santa Rosa/Nacional,4,3,4,5,Cajon,10.00,35.75,36.00,36.21
Coco,11,7,8,13,Unidad,1.50,1.70,1.65,1.67
Cocona,11,10,12,8,Bandeja,15.00,23.75,25.25,23.96
Fresa San Andreas,38,28,38,16,Kilogramo,1.00,5.93,5.93,5.81
Granada,32,25,34,31,Jaba,16.00,16.75,17.25,16.75
Granadilla (Costa),13,4,8,6,Ciento,8.00,21.75,21.50,21.04
Granadilla (Selva),34,30,30,40,Cajon,13.00,32.75,31.75,29.50
Guanabana (Costa),6,8,3,5,Kilogramo,1.00,3.48,3.38,3.59
Guanabana (Selva),6,3,3,4,Kilogramo,1.00,4.48,4.28,4.56
Guayaba,4,5,4,,Cajon,10.00,32.75,32.00,33.18
Higo Maduro,8,6,9,5,Cajon,7.00,35.75,34.75,36.96
Kake/Kaki,4,3,3,,Cajon,10.00,75.75,74.75,76.39
Kiwi Importado Chileno,6,8,,,Caja,12.00,83.75,82.00,85.75
Lima Dulce,5,3,4,4,Kilogramo,1.00,2.33,2.33,2.37
Limon Dulce  Selva,8,9,5,9,Jaba,20.00,25.25,23.75,25.75
Lucuma Beltran,2,2,2,,Kilogramo,1.00,4.25,4.25,4.18
Lucuma De Seda,3,2,2,3,Kilogramo,1.00,3.98,3.93,3.90
Mamey,7,6,5,7,Kilogramo,1.00,2.85,2.85,2.88
