Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Aguaje,3,2,3,3,Bandeja,10.00,33.75,33.75,33.13
Aguaymanto,2,1,2,2,Kilogramo,1.00,3.08,3.18,3.13
Albaricoque,7,3,5,4,Kilogramo,1.00,3.23,3.28,3.16
Anona,7,6,5,4,Cajon,10.00,33.25,33.25,32.75
Arándano,1,1,,1,Kilogramo,1.00,22.75,22.50,22.04
Camu Camu,1,,1,1,Bolsa,1.00,5.75,5.75,5.56
Carambola,17,25,11,10,Cajon,10.00,11.25,11.50,11.30
Chirimoya Criolla O Huayco,4,3,4,4,Kilogramo,1.00,3.48,3.48,3.67
Chirimoya Cumbe,16,15,14,15,Kilogramo,1.00,3.73,3.65,3.81
Ciruela Nectarina (Importada),6,5,7,7,Cajon,10.00,58.50,58.75,58.29
Ciruela Roja/Criolla,14,8,12,13,Bandeja,15.00,26.25,25.50,25.74
Ciruela Santa Rosa/Nacional,5,4,4,4,Cajon,10.00,43.75,43.75,43.73
Coco,18,10,14,12,Unidad,1.50,1.65,1.58,1.62
Cocona,11,16,12,11,Bandeja,15.00,20.75,19.75,19.86
Datil Melado,4,3,4,,Cajon,10.00,57.25,56.75,60.32
Fresa San Andreas,19,31,22,36,Kilogramo,1.00,6.48,6.55,6.42
Granada,19,26,22,22,Jaba,16.00,15.75,15.50,15.40
Granadilla (Costa),7,7,6,8,Ciento,8.00,22.25,22.25,22.19
Granadilla (Selva),29,39,38,44,Cajon,13.00,30.75,31.75,30.11
Guanabana (Costa),8,5,,4,Kilogramo,1.00,2.53,2.48,2.66
Guanabana (Selva),5,4,4,4,Kilogramo,1.00,3.15,3.13,3.12
Guayaba,9,6,6,5,Cajon,10.00,22.75,22.75,23.23
Higo Maduro,1,2,,3,Cajon,7.00,41.25,40.25,40.11
Kake/Kaki,5,4,5,5,Cajon,10.00,47.75,47.75,48.86
Kiwi Importado Chileno,8,7,7,6,Caja,12.00,64.75,64.25,66.25
Lima Dulce,6,4,6,5,Kilogramo,1.00,2.38,2.35,2.40
Limon Dulce  Selva,9,10,10,9,Jaba,20.00,22.25,21.75,22.76
Lucuma Beltran,2,3,3,2,Kilogramo,1.00,4.48,4.38,4.43
Lucuma De Seda,4,4,4,4,Kilogramo,1.00,4.28,4.23,4.30
Mamey,7,8,6,6,Kilogramo,1.00,2.93,2.93,2.92
Mandarina Clementina,39,23,26,,Kilogramo,1.00,1.48,1.48,1.53
Mandarina Satsuma,145,117,123,127,Kilogramo,1.00,1.35,1.33,1.35
Mandarina Tangerina,30,22,19,19,Jaba,16.00,11.25,11.25,11.29
Mango Criollo,13,12,,,Kilogramo,1.00,3.08,3.08,3.13
Mango Edward,12,9,9,12,Bandeja,17.00,59.25,58.75,59.21
Mango Haden /Hayde,11,11,8,9,Kilogramo,1.00,2.88,2.88,2.88
Mango Kafro,30,19,27,27,Bandeja,17.00,32.75,33.50,32.39
Mango Kent,30,17,31,32,Kilogramo,1.00,2.33,2.35,2.30
Manzana Cte/Para Agua,28,19,28,31,Cajon,24.00,26.00,25.75,26.07
Manzana Delicia,113,105,100,97,Cajon,24.00,51.75,52.25,52.25
Manzana Golden,17,8,11,10,Kilogramo,1.00,1.88,1.88,1.84
Manzana Importada,24,13,15,13,Caja,20.00,76.50,76.25,76.89
Manzana Israel,37,25,31,31,Kilogramo,1.00,1.60,1.65,1.69
Manzana Winter,17,7,11,9,Cajon,24.00,45.75,45.50,46.49
Maracuya,9,17,15,14,Kilogramo,1.00,1.48,1.48,1.56
Melocoton Blanquillo,40,21,21,14,Cajon,12.00,35.25,35.25,36.61
Melocoton Durazno Huayco,44,44,38,37,Cajon,12.00,37.50,36.50,38.29
Melon Coquito,113,63,59,53,Bandeja,12.00,10.75,10.75,11.79
Membrillo Criollo,9,,11,7,Kilogramo,1.00,2.33,2.33,2.37
Membrillo Serrano,29,17,23,19,Cajon,24.00,61.25,60.75,61.96
Naranja Primavera,17,18,18,22,Kilogramo,1.00,1.43,1.43,1.41
Naranja Tangelo Selva,69,52,54,61,Jaba,22.00,21.00,21.50,21.07
Naranja Valencia,175,142,139,145,Jaba,24.00,18.75,18.75,18.43
Naranja Washington Naval,30,26,21,16,Kilogramo,1.00,2.25,2.18,2.33
Noni,12,6,7,7,Kilogramo,1.00,1.48,1.48,1.56
Pacae Criollo,7,5,6,4,Kilogramo,1.00,3.25,3.18,3.17
Pacae De Seda,3,4,5,4,Kilogramo,1.00,2.38,2.38,2.37
Palta Antillana,8,11,10,,Cajon,12.00,20.50,20.75,19.37
Palta Choquete,11,10,10,9,Cajon,12.00,18.75,18.75,17.51
Palta Criolla,9,10,11,10,Cajon,12.00,19.00,19.00,17.54
Palta Dedo,3,3,2,2,Kilogramo,1.00,3.28,3.28,3.19
Palta Fuerte,52,52,49,61,Kilogramo,1.00,2.93,2.93,2.97
Palta Hall,27,15,13,13,Cajon,12.00,17.75,17.75,17.06
Palta Hass,12,9,9,9,Kilogramo,1.00,3.00,2.98,3.11
Palta Linda,7,9,9,9,Cajon,12.00,21.75,21.75,21.19
Papaya (Costa),14,16,12,11,Cajon,12.00,16.25,16.50,14.55
Papaya (Selva),202,121,177,158,Cajon,12.00,17.75,18.75,16.07
Pepino Rayado O Melon,47,31,34,28,Kilogramo,1.00,2.40,2.38,2.38
Pera Agua Packam Importado,18,14,14,13,Caja,20.00,76.50,74.25,77.31
Piña Criolla (Selva),53,52,49,55,Cajon,12.00,17.00,17.00,16.96
Piña Golden,61,46,56,63,Bandeja,12.00,27.75,27.25,29.11
Piña Hawaiana,55,52,53,56,Kilogramo,1.00,1.15,1.18,1.15
Pitahaya,4,4,,4,Kilogramo,1.00,8.25,8.50,7.80
Platano Bellaco,93,81,81,62,Ciento,35.00,51.25,51.25,51.25
Platano Bizcocho,102,59,85,72,Bandeja,14.00,14.25,14.00,14.50
Platano Isla,129,75,106,95,Ciento,25.00,35.25,35.25,36.14
Platano Manzano,26,16,18,17,Jaba,16.00,16.25,15.75,16.43
Platano Morado,10,7,9,8,Cajon,12.00,27.25,27.25,27.14
Platano Palillo,44,44,47,46,Ciento,35.00,50.75,51.50,51.54
Platano Seda Congo,89,46,79,71,Ciento,20.00,22.75,22.50,22.96
Platano Seda (Selva),26,31,27,25,Ciento,25.00,22.25,21.75,22.25
Sandia,96,96,103,93,Kilogramo,1.00,0.85,0.85,0.87
Tamarindo (Con Cascara),1,1,,1,Kilogramo,1.00,3.75,3.75,3.81
Tamarindo (Sin Cascara),,,,,Kilogramo,1.00,4.75,4.75,4.81
Toronja Costa Con Pepa,26,7,19,20,Jaba,22.00,23.25,23.75,23.11
Toronja Selva Con Pepa,11,9,10,9,Cajon,12.00,16.00,15.75,15.79
Tumbo,3,3,4,4,Kilogramo,1.00,2.35,2.35,2.37
Tuna Amarilla,13,8,11,13,Kilogramo,1.00,2.38,2.38,2.35
Tuna Blanca,13,8,,9,Kilogramo,1.00,2.58,2.63,2.53
Tuna Morada/Rosada,16,8,10,13,Kilogramo,1.00,2.38,2.43,2.35
Uva Alfonso Lavalett,26,14,25,20,Jaba,12.00,20.75,20.75,21.21
Uva Italia,13,14,17,22,Jaba,12.00,24.75,24.75,23.75
Uva Palestina,9,15,7,10,Jaba,12.00,32.25,33.25,31.79
Uva Red Globe,27,19,26,30,Jaba,12.00,25.50,25.25,24.21
Uva Rosada,11,20,8,8,Jaba,12.00,31.75,30.75,32.21
Uva Superior,10,9,9,9,Jaba,12.00,35.00,35.25,35.11
Yacon (Llacon),3,3,3,3,Kilogramo,1.00,1.48,1.48,1.51
Zapote,7,5,5,5,Cajon,10.00,24.75,24.75,25.01
