Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Aguaje,4,7,5,6,Bandeja,10.00,18.00,17.75,19.07
Aguaymanto,2,2,2,2,Kilogramo,1.00,3.20,3.33,3.40
Albaricoque,9,6,,7,Kilogramo,1.00,2.58,2.58,2.68
Arándano,1,2,,2,Kilogramo,1.00,7.25,7.25,7.07
Camu Camu,1,1,1,1,Bolsa,1.00,8.25,8.25,8.36
Carambola,5,8,7,8,Cajon,10.00,18.50,18.50,19.57
Chirimoya Cumbe,5,17,12,15,Kilogramo,1.00,5.70,5.65,5.66
Ciruela Nectarina (Importada),7,6,,7,Cajon,10.00,55.75,55.75,55.07
Ciruela Roja/Criolla,16,23,16,21,Bandeja,15.00,22.75,22.75,23.96
Ciruela Santa Rosa/Nacional,7,11,5,,Cajon,10.00,41.50,41.50,41.46
Coco,6,14,11,10,Unidad,1.50,1.85,1.85,1.78
Cocona (Selva),7,11,9,13,Bandeja,15.00,22.25,22.25,22.82
Fresa Aroma,27,62,43,68,Kilogramo,1.00,2.43,2.43,2.44
Granadilla (Costa),7,5,9,8,Ciento,8.00,23.50,23.50,23.70
Granadilla (Selva),27,55,35,43,Cajon,13.00,32.25,33.75,32.79
Guanabana De La Selva,4,5,4,5,Kilogramo,1.00,6.83,6.78,6.84
Higo Maduro O Brevas,2,4,4,3,Cajon,7.00,54.50,57.25,55.00
Kiwi Importado Chileno,6,7,,8,Caja,12.00,61.50,61.50,61.21
Lima Dulce,5,5,5,8,Kilogramo,1.00,2.45,2.45,2.41
Limon Dulce  Selva,5,9,6,9,Jaba,20.00,35.25,35.25,34.57
Lucuma De Seda,4,6,,6,Kilogramo,1.00,5.63,5.58,5.37
Mamey,6,7,9,9,Kilogramo,1.00,2.78,2.78,2.74
Mandarina Malvacea,11,20,30,24,Kilogramo,1.00,2.38,2.35,2.36
Mandarina Rio De Oro/Murcott Costa,9,16,26,27,Kilogramo,1.00,2.53,2.53,2.60
Mandarina Satsuma,40,78,48,45,Kilogramo,1.00,2.78,2.78,2.84
Mandarina Tangerina,6,21,15,19,Jaba,16.00,22.75,22.75,22.75
Mango Criollo Planta ( Costa ),15,15,28,32,Kilogramo,1.00,1.93,1.93,1.88
Mango Edward Planta,85,120,97,114,Bandeja,17.00,15.75,15.75,14.68
Mango Haden /Hayde,48,81,58,66,Kilogramo,1.00,1.15,1.15,1.11
Mango Kafro / Jafro (Costa),12,37,16,17,Bandeja,17.00,16.75,16.75,16.36
Mango Kent,13,48,18,16,Kilogramo,1.00,1.15,1.15,1.17
