Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Aguaje,5,3,,5,Bandeja,10.00,16.75,20.25,16.89
Aguaymanto,2,2,2,2,Kilogramo,1.00,3.23,3.15,3.19
Albaricoque,8,5,7,,Kilogramo,1.00,3.15,3.28,3.24
Anona,5,5,5,4,Cajon,10.00,30.75,31.25,31.50
Arándano,2,2,2,2,Kilogramo,1.00,5.25,5.25,5.46
Caimito (Selva),7,5,5,5,Cajon,10.00,18.50,18.75,19.25
Camu Camu,1,1,,,Bolsa,1.00,7.25,6.00,6.25
Carambola,8,7,9,13,Cajon,10.00,10.75,11.75,11.18
Chirimoya Criolla O Huayco,4,3,4,4,Kilogramo,1.00,4.73,4.68,4.92
Chirimoya Cumbe,15,17,13,14,Kilogramo,1.00,4.93,4.85,5.07
Ciruela Nectarina (Importada),9,10,9,9,Cajon,10.00,51.50,51.75,51.82
Ciruela Roja/Criolla,13,14,13,17,Bandeja,15.00,23.25,23.50,22.82
Ciruela Santa Rosa/Nacional,8,6,6,7,Cajon,10.00,34.50,34.50,34.82
Coco,17,13,14,15,Unidad,1.50,1.65,1.65,1.76
Cocona,12,8,11,13,Bandeja,15.00,21.50,22.75,21.54
Fresa San Andreas,21,25,13,19,Kilogramo,1.00,5.15,5.23,5.05
Granada,56,38,44,37,Jaba,16.00,18.75,18.75,19.96
Granadilla (Costa),5,5,7,6,Ciento,8.00,20.75,20.75,21.00
Granadilla (Selva),48,51,47,46,Cajon,13.00,27.75,27.50,28.00
Guanabana (Costa),6,7,6,6,Kilogramo,1.00,4.58,4.43,5.02
Guanabana (Selva),4,5,5,4,Kilogramo,1.00,5.30,5.20,5.63
Higo Maduro,4,4,5,8,Cajon,7.00,37.50,37.75,36.04
Lima Dulce,6,6,6,,Kilogramo,1.00,2.33,2.38,2.35
Limon Dulce - Selva,8,10,8,10,Jaba,20.00,31.75,29.75,32.50
Lucuma Beltran,2,2,3,3,Kilogramo,1.00,4.28,4.28,4.38
Lucuma De Seda,3,3,3,4,Kilogramo,1.00,4.05,4.03,4.12
Mamey,10,6,6,,Kilogramo,1.00,2.78,2.83,2.87
Mandarina Satsuma,141,160,122,117,Kilogramo,1.00,1.83,1.78,1.93
Mandarina Tangerina,15,15,14,14,Jaba,16.00,16.50,16.25,18.00
Mango Criollo,29,40,24,23,Kilogramo,1.00,1.88,1.88,2.00
Mango Edward,20,26,20,16,Bandeja,17.00,43.75,43.75,42.14
Mango Haden /Hayde,15,9,14,14,Kilogramo,1.00,2.08,2.13,2.00
Mango Kafro,10,12,12,17,Bandeja,17.00,25.75,25.75,25.04
Mango Kent,40,50,26,49,Kilogramo,1.00,1.88,1.88,1.79
Mango Rosado,47,70,46,46,Jaba,20.00,22.75,22.75,22.11
Manzana Cte/Para Agua,56,28,36,32,Cajon,24.00,23.75,24.75,22.89
Manzana Delicia,158,96,100,103,Cajon,24.00,53.25,53.00,53.50
Manzana Golden,9,8,8,6,Kilogramo,1.00,1.83,1.93,1.82
Manzana Importada,18,16,15,13,Caja,20.00,86.50,87.50,87.36
Manzana Israel,51,36,39,42,Kilogramo,1.00,1.33,1.33,1.23
Manzana Winter,6,10,10,9,Cajon,24.00,45.25,45.75,45.29
Maracuya,19,21,16,16,Kilogramo,1.00,1.38,1.38,1.27
Melocoton Blanquillo,19,9,15,12,Cajon,12.00,33.25,33.50,32.79
Melocoton Durazno Huayco,35,35,36,40,Cajon,12.00,34.75,35.50,33.86
Melon Coquito,50,65,50,53,Bandeja,12.00,14.75,13.75,13.96
Membrillo Criollo,8,14,12,14,Kilogramo,1.00,2.28,2.28,2.18
Membrillo Serrano,27,22,21,21,Cajon,24.00,55.75,55.75,55.18
Naranja Primavera,22,28,23,27,Kilogramo,1.00,1.33,1.35,1.31
Naranja Tangelo Selva,90,69,61,58,Jaba,22.00,30.75,30.75,31.25
Naranja Valencia,173,151,142,159,Jaba,24.00,24.25,23.50,24.32
Naranja Washington Naval,15,18,17,21,Kilogramo,1.00,2.70,2.73,2.76
Noni,6,7,6,6,Kilogramo,1.00,2.00,1.93,1.96
Pacae Criollo,4,4,4,,Kilogramo,1.00,4.08,4.08,4.21
Pacae De Seda,5,6,4,4,Kilogramo,1.00,3.08,3.08,3.16
Palta Choquete,16,11,,,Cajon,12.00,16.50,16.50,16.81
Palta Criolla,17,15,13,13,Cajon,12.00,16.50,16.25,15.86
Palta Dedo,2,2,3,3,Kilogramo,1.00,3.18,3.15,3.29
Palta Fuerte,60,82,47,43,Kilogramo,1.00,2.85,2.85,2.98
Palta Hall,18,14,14,16,Cajon,12.00,16.25,16.50,16.57
Palta Hass,8,6,9,7,Kilogramo,1.00,3.08,3.08,3.12
Palta Linda,11,13,9,9,Cajon,12.00,22.25,21.25,21.79
Papaya (Costa),13,11,14,12,Cajon,12.00,19.25,18.25,19.75
Papaya (Selva),187,219,168,207,Cajon,12.00,21.50,20.75,21.43
Pepino Rayado O Melon,16,23,19,20,Kilogramo,1.00,2.70,2.73,2.65
Pera Agua Criolla,6,6,8,12,Jaba,16.00,34.25,34.50,34.25
Pera Agua Italiana,13,9,10,11,Jaba,16.00,36.75,37.25,37.25
Pera Agua Packam Importado,16,15,14,13,Caja,20.00,87.50,87.50,90.21
Piña Criolla (Selva),56,55,47,53,Cajon,12.00,14.75,15.00,15.89
Piña Golden,63,55,46,65,Bandeja,12.00,28.50,28.50,28.54
Piña Hawaiana,56,52,49,56,Kilogramo,1.00,1.15,1.13,1.14
Pitahaya,6,6,5,7,Kilogramo,1.00,8.50,8.75,9.14
Platano Bellaco,47,115,51,88,Ciento,35.00,52.50,51.50,52.29
Platano Bizcocho,91,97,61,92,Bandeja,14.00,15.25,14.75,15.32
Platano Isla,120,125,109,120,Ciento,25.00,34.75,35.00,34.25
Platano Manzano,18,19,14,20,Jaba,16.00,16.50,16.50,16.86
Platano Morado,7,10,,10,Cajon,12.00,26.50,26.50,26.68
Platano Palillo,43,56,40,44,Ciento,35.00,51.50,50.75,52.32
Platano Seda Congo,102,47,82,83,Ciento,20.00,21.00,21.50,21.46
Platano Seda (Selva),28,28,31,30,Ciento,25.00,20.75,21.00,20.96
Sandia,137,123,102,112,Kilogramo,1.00,0.93,0.93,0.93
Tamarindo (Con Cascara),,,,,Kilogramo,1.00,3.75,3.65,3.79
Tamarindo (Sin Cascara),,,,,Kilogramo,1.00,4.85,4.65,5.08
Toronja Costa Con Pepa,20,17,15,,Jaba,22.00,22.75,22.75,23.25
Toronja Selva Con Pepa,14,11,12,10,Cajon,12.00,16.50,15.75,16.71
Tumbo,5,4,,,Kilogramo,1.00,2.33,2.28,2.35
Tuna Amarilla,11,14,17,20,Kilogramo,1.00,2.08,2.03,2.09
Tuna Blanca,26,17,20,18,Kilogramo,1.00,2.00,2.03,2.04
Tuna Morada/Rosada,25,7,17,16,Kilogramo,1.00,2.08,2.03,2.09
Uva Alfonso Lavalett,11,11,14,14,Jaba,12.00,19.75,19.75,19.25
Uva Borgoña,3,6,4,3,Jaba,12.00,28.75,28.75,28.50
Uva Italia,33,23,27,33,Jaba,12.00,18.75,18.00,18.43
Uva Palestina,8,8,8,,Jaba,12.00,25.75,25.75,25.32
Uva Pirovano,8,,7,8,Jaba,12.00,19.25,19.25,18.68
Uva Quebranta/Moscatel,3,4,4,3,Jaba,12.00,27.50,27.50,27.82
Uva Rosada,9,13,13,9,Jaba,12.00,27.50,27.50,27.11
Uva Superior,5,11,7,9,Jaba,12.00,32.00,31.50,32.11
Yacon (Llacon),2,3,3,4,Kilogramo,1.00,1.83,1.88,1.82
Zapote,5,4,6,5,Cajon,10.00,21.25,19.50,20.54

