Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Aguaje,5,8,7,6,Bandeja,10.00,17.75,17.50,17.89
Aguaymanto,2,2,2,1,Kilogramo,1.00,4.63,4.33,4.80
Albaricoque,4,5,4,5,Kilogramo,1.00,3.55,3.63,3.52
Arándano,5,2,4,5,Kilogramo,1.00,8.50,9.25,8.32
Caimito (Selva),4,5,4,4,Cajon,10.00,47.75,47.25,47.39
Camu Camu,1,2,1,1,Bolsa,1.00,12.75,12.50,13.36
Carambola,7,9,10,10,Cajon,10.00,16.75,15.75,17.00
Chirimoya Criolla O Huayco,3,4,4,5,Kilogramo,1.00,4.30,4.28,4.30
Chirimoya Cumbe,16,18,14,15,Kilogramo,1.00,4.43,4.33,4.42
Ciruela Nectarina (Importada),8,7,8,9,Cajon,10.00,57.50,57.50,56.32
Ciruela Roja/Criolla,21,14,22,20,Bandeja,15.00,32.75,33.25,33.14
Ciruela Santa Rosa/Nacional,4,6,4,4,Cajon,10.00,35.75,36.75,34.86
Coco,18,14,17,15,Unidad,1.50,1.53,1.38,1.52
Cocona,19,23,13,15,Bandeja,15.00,30.75,31.25,31.75
Fresa Sabrina,15,11,13,13,Kilogramo,1.00,3.88,3.93,3.69
Fresa San Andreas,38,41,41,55,Kilogramo,1.00,3.78,3.78,3.69
Granada,19,20,21,17,Jaba,16.00,40.75,41.75,41.18
Granadilla (Costa),4,7,8,7,Ciento,8.00,26.50,26.25,26.71
Granadilla (Selva),50,53,43,33,Cajon,13.00,43.75,43.25,45.46
Guanabana (Costa),3,5,5,4,Kilogramo,1.00,5.88,5.88,6.07
Guanabana (Selva),6,7,5,4,Kilogramo,1.00,5.53,5.48,5.69
Higo Maduro,6,7,4,4,Cajon,7.00,45.25,43.75,47.39
Kiwi Importado Chileno,7,8,7,7,Caja,12.00,133.25,133.25,136.93
Lima Dulce,3,7,3,3,Kilogramo,1.00,3.48,3.58,3.53
Limon Dulce - Selva,14,13,10,9,Jaba,20.00,35.25,33.75,34.39
Lucuma Beltran,6,4,4,4,Kilogramo,1.00,3.78,3.78,3.91
Lucuma De Seda,5,4,3,3,Kilogramo,1.00,3.55,3.70,3.74
Lulo,5,4,5,,Cajon,10.00,38.50,37.75,38.79
Mamey,8,11,8,7,Kilogramo,1.00,2.48,2.48,2.45
Mandarina Satsuma,69,65,61,71,Kilogramo,1.00,2.38,2.38,2.23
Mandarina Tangerina,28,21,16,13,Jaba,16.00,22.50,23.25,22.00
Mango Chato,6,7,15,,Kilogramo,1.00,2.28,2.20,2.37
Mango Criollo,30,18,33,25,Kilogramo,1.00,2.78,2.78,2.84
Mango Edward,55,50,71,72,Kilogramo,1.00,1.88,1.93,1.74
Mango Haden /Hayde,40,33,37,42,Kilogramo,1.00,1.85,1.85,1.88
Mango Kafro,33,51,23,24,Kilogramo,1.00,2.33,2.30,2.41
Mango Kent,48,65,27,30,Kilogramo,1.00,2.28,2.25,2.36
Mango Rosado,19,12,23,,Kilogramo,1.00,2.68,2.68,2.69
Manzana Cte/Para Agua,31,38,33,27,Cajon,24.00,23.25,23.50,23.04
Manzana Delicia,89,106,84,86,Cajon,24.00,56.50,56.50,54.71
Manzana Golden,12,14,11,11,Kilogramo,1.00,1.78,1.78,1.80
Manzana Importada,16,11,15,14,Caja,20.00,97.50,97.50,96.79
Manzana Israel,40,37,33,41,Kilogramo,1.00,1.03,1.05,0.98
Manzana Winter,12,10,10,10,Cajon,24.00,43.75,44.25,44.36
Maracuya,12,11,14,15,Kilogramo,1.00,1.75,1.65,1.80
Melocoton Blanquillo,23,21,19,16,Cajon,12.00,31.75,31.50,32.04
Melocoton Durazno Huayco,32,38,35,36,Cajon,12.00,31.25,31.50,31.57
Melon Coquito,63,49,44,50,Bandeja,12.00,11.50,11.75,11.89
Membrillo Criollo,10,18,12,12,Kilogramo,1.00,2.63,2.58,2.75
Membrillo Serrano,22,22,21,19,Cajon,24.00,57.25,56.75,58.46
Naranja Primavera,21,28,22,23,Kilogramo,1.00,1.30,1.28,1.30
Naranja Tangelo Selva,58,63,52,48,Jaba,22.00,48.75,48.75,48.93
Naranja Valencia,165,160,144,148,Jaba,24.00,22.50,23.25,22.43
Naranja Washington Naval,15,20,18,20,Kilogramo,1.00,3.43,3.35,3.55
Noni,3,7,6,5,Kilogramo,1.00,1.53,1.48,1.49
Pacae Criollo,5,3,4,4,Kilogramo,1.00,4.68,4.73,4.75
Pacae De Seda,3,4,3,4,Kilogramo,1.00,4.68,4.80,4.72
Palta Choquete,7,8,6,7,Cajon,12.00,25.25,25.25,25.43
Palta Collin Red,8,6,6,6,Cajon,12.00,25.50,25.25,25.25
Palta Criolla,15,10,12,12,Cajon,12.00,21.75,21.50,22.07
Palta Dedo,2,2,3,2,Kilogramo,1.00,5.23,5.23,5.16
Palta Fuerte,50,27,55,45,Kilogramo,1.00,5.48,5.38,5.73
Palta Hall,15,11,12,13,Cajon,12.00,23.25,23.75,23.25
Palta Hass,7,9,8,9,Kilogramo,1.00,4.80,4.80,4.96
Palta Linda,9,6,8,5,Cajon,12.00,32.50,32.50,32.43
Papaya (Costa),12,14,11,10,Cajon,12.00,19.75,20.00,19.73
Papaya (Selva),167,229,185,199,Cajon,12.00,22.25,21.50,21.64
Pepino Rayado O Melon,40,27,32,34,Kilogramo,1.00,2.00,1.93,2.03
Pera Agua Criolla,18,5,16,11,Jaba,16.00,25.75,26.25,26.64
Pera Agua Italiana,12,7,16,11,Jaba,16.00,29.75,30.25,28.57
Pera Agua Packam Importado,19,13,14,14,Caja,20.00,96.50,96.50,97.36
Piña Criolla (Selva),41,45,43,48,Cajon,12.00,16.25,16.50,15.86
Piña Golden,61,63,69,62,Bandeja,12.00,32.25,31.75,32.25
Piña Hawaiana,50,47,51,49,Kilogramo,1.00,1.18,1.25,1.15
Pitahaya,7,10,6,5,Kilogramo,1.00,9.75,9.00,11.25
Platano Bellaco,85,109,87,103,Ciento,35.00,53.75,52.25,53.36
Platano Bizcocho,77,86,73,86,Bandeja,14.00,18.25,18.00,18.14
Platano Isla,109,78,97,100,Ciento,25.00,46.50,47.50,44.57
Platano Manzano,30,32,22,26,Jaba,16.00,18.75,18.75,19.50
Platano Morado,17,18,15,15,Cajon,12.00,31.50,31.50,31.07
Platano Palillo,76,82,65,75,Ciento,35.00,57.50,57.50,54.96
Platano Seda Congo,99,107,86,78,Ciento,20.00,36.25,35.75,37.25
Platano Seda (Selva),26,21,25,28,Ciento,25.00,35.25,35.25,36.43
Sandia,106,78,82,89,Kilogramo,1.00,0.83,0.83,0.83
Sanki,6,4,5,6,Kilogramo,1.00,4.48,4.38,4.45
Tamarindo (Con Cascara),1,1,,,Kilogramo,1.00,4.38,4.40,4.47
Tamarindo (Sin Cascara),,,,,Kilogramo,1.00,4.90,4.90,5.07
Toronja Costa,14,16,15,16,Kilogramo,1.00,2.13,2.08,20.31
Toronja Selva,11,14,11,9,Cajon,12.00,26.25,25.50,25.82
Tumbo,4,3,4,4,Kilogramo,1.00,2.55,2.53,2.51
Tuna Amarilla,15,16,21,14,Kilogramo,1.00,1.88,1.85,1.86
Tuna Blanca,17,15,18,17,Kilogramo,1.00,1.93,1.93,1.91
Tuna Morada/Rosada,13,17,17,12,Kilogramo,1.00,1.88,1.88,1.87
Uva Alfonso Lavalett,12,11,12,15,Jaba,12.00,23.50,23.25,22.07
Uva Arra,6,5,7,10,Jaba,12.00,31.25,31.25,31.71
Uva Borgoña,6,9,4,5,Jaba,12.00,24.50,24.75,24.14
Uva Flame,9,10,9,11,Jaba,12.00,21.25,21.25,21.14
Uva Fley,6,7,8,11,Jaba,12.00,23.50,23.25,22.75
Uva Italia,11,10,10,9,Jaba,12.00,23.25,23.25,23.43
Uva Palestina,10,9,8,,Jaba,12.00,26.25,26.25,25.68
Uva Pirovano,10,7,7,10,Jaba,12.00,27.75,27.50,27.04
Uva Quebranta/Moscatel,8,3,6,5,Jaba,12.00,24.50,24.50,25.18
Uva Red Globe,46,32,28,43,Jaba,12.00,18.00,17.25,18.36
Uva Rosada,6,12,7,8,Jaba,12.00,27.75,27.75,27.07
Uva Sultanina,8,5,6,,Cajon,12.00,24.75,24.75,24.93
Uva Superior,10,13,9,12,Jaba,12.00,40.75,40.75,40.18
Uva Zafiro,5,8,6,11,Jaba,12.00,21.50,21.50,21.21
Yacon (Llacon),2,3,3,3,Kilogramo,1.00,4.08,4.08,4.09
Zapote,7,4,6,6,Cajon,10.00,25.25,25.25,24.93
