Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Aguaje,2,4,3,3,Bandeja,10,28.5,28.5,28.46
Aguaymanto,1,1,1,2,Kilogramo,1,3.53,3.48,3.55
Albaricoque,2,3,4,3,Kilogramo,1,3.45,3.53,3.51
Anona,4,4,4,4,Cajon,10,31.5,32.25,32.06
Arándano,1,2,1,1,Kilogramo,1,15,14.75,15.11
Camu Camu,1,1,1,1,Bolsa,1,5,4.75,5.05
Carambola,9,7,9,7,Cajon,10,13.5,13.25,13.43
Chirimoya Criolla O Huayco,4,3,,3,Kilogramo,1,4.2,4.08,4.18
Chirimoya Cumbe,14,12,14,12,Kilogramo,1,4.43,4.33,4.47
Ciruela Nectarina (Importada),6,7,7,6,Cajon,10,57.25,56.75,55.64
Ciruela Roja/Criolla,15,17,,14,Bandeja,15,20.5,20.5,20.54
Ciruela Santa Rosa/Nacional,3,4,4,4,Cajon,10,39.25,40.25,38.43
Coco,6,10,8,7,Unidad,1.5,1.63,1.65,1.68
Cocona,10,6,11,9,Bandeja,15,23,23.25,23.18
Fresa San Andreas,26,39,32,24,Kilogramo,1,5.63,5.63,5.86
Granada,33,22,31,19,Jaba,16,16.5,16.5,16.58
Granadilla (Costa),5,4,6,6,Ciento,8,22,21.75,21.39
Granadilla (Selva),36,25,41,29,Cajon,13,30.25,30,29.61
Guanabana (Costa),5,6,5,,Kilogramo,1,3.13,3.08,3.13
Guanabana (Selva),4,4,4,3,Kilogramo,1,3.55,3.53,3.78
Guayaba,5,10,5,,Cajon,10,29.25,29.25,29.93
Higo Maduro,6,7,7,5,Cajon,7,33,32.25,33.46
Kake/Kaki,5,4,6,,Cajon,10,65.25,64.25,67.54
Kiwi Importado Chileno,5,5,6,,Caja,12,72.75,73.75,74.67
Lima Dulce,2,4,4,4,Kilogramo,1,2.43,2.35,2.39
Limon Dulce  Selva,8,6,9,6,Jaba,20,23,23.5,22.61
Lucuma Beltran,3,3,3,3,Kilogramo,1,4.23,4.23,4.19
Lucuma De Seda,2,3,4,3,Kilogramo,1,3.85,3.93,3.84
Mamey,6,4,5,4,Kilogramo,1,2.9,2.93,2.78
Mandarina Satsuma,122,79,135,91,Kilogramo,1,1.45,1.43,1.46
Mandarina Tangerina,14,13,18,13,Jaba,16,15.25,15.25,15.74
Mango Criollo,7,6,14,13,Kilogramo,1,2.43,2.48,2.37
Mango Edward,10,4,10,,Bandeja,17,54.5,54.5,53.32
Mango Haden /Hayde,11,10,14,11,Kilogramo,1,2.4,2.43,2.39
Mango Kafro,11,20,12,9,Bandeja,17,27.5,26.75,28.14
Mango Kent,13,17,25,19,Kilogramo,1,1.93,2.08,1.9
Mango Rosado,8,14,21,34,Jaba,20,32.25,32.25,29.57
Manzana Cte/Para Agua,31,17,31,24,Cajon,24,21.25,21.5,21.11
Manzana Delicia,78,55,93,88,Cajon,24,53.25,53.5,51.29
Manzana Golden,13,7,9,4,Kilogramo,1,1.93,1.88,1.9
Manzana Importada,13,14,13,11,Caja,20,82.75,83.75,82.07
Manzana Israel,32,21,33,27,Kilogramo,1,1.63,1.65,1.6
Manzana Winter,11,10,10,6,Cajon,24,46.5,46.25,45.21
Maracuya,15,12,13,13,Kilogramo,1,1.65,1.68,1.63
Melocoton Blanquillo,10,10,11,13,Cajon,12,46.5,46.25,45.25
Melocoton Durazno Huayco,23,26,28,29,Cajon,12,48.25,48.5,47.61
Melon Coquito,59,43,57,33,Bandeja,12,14,13.5,13.79
Membrillo Criollo,9,10,12,9,Kilogramo,1,2.4,2.48,2.41
Membrillo Serrano,21,16,18,13,Cajon,24,62.25,63.75,61.36
Naranja Primavera,21,17,24,19,Kilogramo,1,1.53,1.48,1.48
Naranja Tangelo Selva,59,30,63,35,Jaba,22,26.5,25.75,27.36
Naranja Valencia,161,70,154,80,Jaba,24,22.75,22.5,23.54
Naranja Washington Naval,18,14,17,14,Kilogramo,1,2.63,2.63,2.65
Noni,5,6,6,5,Kilogramo,1,1.73,1.73,1.67
Pacae Criollo,5,5,6,3,Kilogramo,1,3.05,3.08,3.11
Pacae De Seda,4,5,5,3,Kilogramo,1,2.45,2.38,2.56
Palta Choquete,12,9,11,10,Cajon,12,17.5,17.25,17.3
Palta Criolla,16,12,15,11,Cajon,12,17.25,16.5,16.46
Palta Dedo,2,3,2,2,Kilogramo,1,3.25,3.18,3.18
Palta Fuerte,54,41,51,42,Kilogramo,1,3.13,3.15,3.03
Palta Hall,15,11,14,10,Cajon,12,17.25,17.25,16.96
Palta Hass,3,9,5,6,Kilogramo,1,3.35,3.33,3.19
Palta Linda,7,11,10,9,Cajon,12,22.5,22.75,22
Papaya (Costa),11,10,10,10,Cajon,12,13.5,13,13.7
Papaya (Selva),172,130,186,125,Cajon,12,14.5,14.25,14.68
Pepino Rayado O Melon,8,9,15,11,Kilogramo,1,2.85,2.75,2.86
Pera Agua Packam Importado,13,12,12,11,Caja,20,82.75,83.75,83.75
Piña Criolla (Selva),46,38,51,43,Cajon,12,14.25,14.25,14.57
Piña Golden,50,34,56,44,Bandeja,12,23.5,23.75,24.04
Piña Hawaiana,53,38,54,45,Kilogramo,1,1.05,1.03,1.01
Pitahaya,6,6,5,5,Kilogramo,1,8.5,8.75,8.52
Platano Bellaco,111,96,102,75,Ciento,35,51.5,51.75,51.46
Platano Bizcocho,88,61,86,77,Bandeja,14,13.5,13.75,14.21
Platano Isla,112,75,98,89,Ciento,25,36.25,36.5,37.68
Platano Manzano,20,18,21,20,Jaba,16,15.5,15.5,15.79
Platano Morado,9,10,9,9,Cajon,12,26.5,26.75,26.96
Platano Palillo,45,48,50,46,Ciento,35,51.5,51.75,51.29
Platano Seda Congo,57,80,64,60,Ciento,20,24.25,24.25,25.39
Platano Seda (Selva),25,30,26,21,Ciento,25,23.5,23.5,24.43
Sandia,77,99,97,97,Kilogramo,1,0.95,0.98,0.91
Tamarindo (Con Cascara),1,1,,,Kilogramo,1,3.73,3.77,3.79
Tamarindo (Sin Cascara),,,,,Kilogramo,1,4.5,4.4,4.65
Toronja Costa Con Pepa,11,13,13,7,Jaba,22,24,24.25,24.68
Toronja Selva Con Pepa,7,8,9,7,Cajon,12,15.5,15.5,16.21
Tumbo,3,3,3,3,Kilogramo,1,2.43,2.43,2.38
Tuna Amarilla,13,15,18,12,Kilogramo,1,2.13,2.08,2.06
Tuna Blanca,12,9,10,12,Kilogramo,1,2.25,2.28,2.12
Tuna Morada/Rosada,14,15,13,9,Kilogramo,1,2.13,2.08,2.08
Uva Alfonso Lavalett,13,11,10,8,Jaba,12,23,22.5,23
Uva Borgoña,3,4,,3,Jaba,12,28.25,28.25,28.43
Uva Italia,25,26,28,21,Jaba,12,19.25,19.25,18.86
Uva Palestina,6,7,8,6,Jaba,12,29.25,29.25,29.18
Uva Red Globe,13,31,28,24,Jaba,12,20.5,20.75,19.82
Uva Rosada,3,8,8,7,Jaba,12,29.5,29.75,29.18
Yacon (Llacon),4,3,3,2,Kilogramo,1,1.63,1.65,1.6
Zapote,4,5,5,4,Cajon,10,22.5,22.75,22.77

