Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Aguaje,6,4,5,5,Bandeja,10.00,20.75,21.25,20.69
Aguaymanto,1,2,2,2,Kilogramo,1.00,5.03,5.00,4.79
Albaricoque,9,6,8,6,Kilogramo,1.00,3.13,3.08,3.13
Arándano,3,4,2,3,Kilogramo,1.00,6.75,7.50,6.48
Camu Camu,1,1,1,1,Bolsa,1.00,5.50,5.50,5.31
Carambola,5,3,8,13,Cajon,10.00,18.75,18.75,19.06
Chirimoya Criolla O Huayco,3,3,3,5,Kilogramo,1.00,5.13,5.13,5.01
Chirimoya Cumbe,13,11,12,15,Kilogramo,1.00,5.38,5.48,5.30
Ciruela Nectarina (Importada),7,6,7,,Cajon,10.00,57.50,58.50,57.93
Ciruela Roja/Criolla,8,10,9,,Bandeja,15.00,38.25,37.75,35.67
Ciruela Santa Rosa/Nacional,6,8,,,Cajon,10.00,33.75,33.50,34.08
Coco,16,16,13,9,Unidad,1.50,1.65,1.63,1.62
Cocona,8,4,12,15,Bandeja,15.00,33.50,33.25,32.00
Fresa Aroma,8,10,15,19,Kilogramo,1.00,2.23,2.25,2.19
Fresa San Andreas,112,95,85,95,Kilogramo,1.00,2.35,2.38,2.20
Granadilla (Costa),7,6,10,9,Ciento,8.00,22.50,22.00,23.18
Granadilla (Selva),45,44,42,42,Cajon,13.00,25.50,25.75,25.89
Guanabana (Costa),5,4,5,4,Kilogramo,1.00,4.88,4.88,5.02
Guanabana (Selva),5,3,4,4,Kilogramo,1.00,5.08,5.08,5.22
Higo Maduro,3,3,2,2,Cajon,7.00,52.50,52.50,54.17
Kiwi Importado Chileno,6,7,6,,Caja,12.00,74.25,73.75,72.64
Lima Dulce,5,5,6,5,Kilogramo,1.00,2.93,2.93,2.91
Limon Dulce - Selva,9,8,9,8,Jaba,20.00,33.00,32.75,32.11
Lucuma Beltran,2,3,3,5,Kilogramo,1.00,4.75,4.75,4.80
