Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Aguaje,5,6,6,7,Bandeja,10.00,20.25,19.50,20.18
Aguaymanto,2,2,2,2,Kilogramo,1.00,4.70,4.85,4.67
Albaricoque,12,7,7,6,Kilogramo,1.00,2.78,2.75,2.82
Arándano,3,2,3,2,Kilogramo,1.00,6.75,6.75,7.25
Camu Camu,1,1,1,1,Bolsa,1.00,13.75,12.50,13.71
Carambola,7,8,10,11,Cajon,10.00,14.50,14.75,14.86
Chirimoya Criolla O Huayco,3,2,3,4,Kilogramo,1.00,5.80,5.83,5.66
Chirimoya Cumbe,14,17,14,13,Kilogramo,1.00,5.90,5.90,5.85
Ciruela Nectarina (Importada),7,7,7,7,Cajon,10.00,56.75,56.25,56.39
Ciruela Roja/Criolla,7,6,7,,Bandeja,15.00,38.75,37.75,39.50
Coco,21,13,12,9,Unidad,1.50,1.58,1.63,1.58
Cocona,12,10,14,15,Bandeja,15.00,18.75,18.50,18.89
Fresa Sabrina,38,37,36,39,Kilogramo,1.00,2.58,2.63,2.55
Fresa San Andreas,48,47,48,66,Kilogramo,1.00,2.58,2.63,2.54
Granadilla (Costa),10,9,7,8,Ciento,8.00,19.75,20.25,19.75
Granadilla (Selva),44,46,43,53,Cajon,13.00,24.75,25.75,24.68
Guanabana (Costa),2,4,3,4,Kilogramo,1.00,4.63,4.68,4.60
Guanabana (Selva),4,5,4,4,Kilogramo,1.00,4.75,4.88,4.71
Higo Maduro,2,3,2,2,Cajon,7.00,51.25,50.25,51.61
Kiwi Importado Chileno,7,7,6,6,Caja,12.00,108.25,108.25,102.00
Lima Dulce,3,8,4,5,Kilogramo,1.00,2.68,2.75,2.62
Limon Dulce - Selva,8,10,9,12,Jaba,20.00,28.75,29.25,28.75
Lucuma Beltran,4,5,3,3,Kilogramo,1.00,4.65,4.60,4.74
Lucuma De Seda,3,2,3,3,Kilogramo,1.00,4.88,4.85,4.88
Mamey,3,5,,7,Kilogramo,1.00,4.15,4.18,4.06
Mandarina Dorina,10,4,12,12,Kilogramo,1.00,1.68,1.68,1.67
Mandarina Fortuna,6,10,,10,Kilogramo,1.00,1.75,1.73,1.62
Mandarina Invicta,15,18,22,19,Kilogramo,1.00,1.68,1.68,1.63
Mandarina Kara,14,13,13,,Kilogramo,1.00,1.58,1.58,1.53
Mandarina Kori,16,16,14,,Kilogramo,1.00,1.58,1.58,1.55
Mandarina Malvacea,36,50,42,41,Kilogramo,1.00,1.73,1.75,1.65
Mandarina Murcott,30,23,31,12,Kilogramo,1.00,1.88,1.93,1.89
Mandarina Rio De Oro,22,34,33,35,Kilogramo,1.00,1.83,1.80,1.76
Mandarina Satsuma,,12,,,Kilogramo,1.00,,2.08,
Mandarina Tangerina,21,17,16,19,Jaba,16.00,16.75,16.75,16.32
Mango Criollo,11,9,12,11,Kilogramo,1.00,3.93,3.88,3.80
Mango Edward,54,57,53,42,Kilogramo,1.00,2.38,2.33,2.45
Mango Haden /Hayde,32,40,30,31,Kilogramo,1.00,3.13,3.08,3.28
Mango Kafro,7,9,8,8,Kilogramo,1.00,4.15,4.08,4.28
Mango Kent,23,21,19,11,Kilogramo,1.00,4.23,4.18,4.21
Mango Pico De Loro,10,18,11,4,Kilogramo,1.00,3.55,3.48,3.70
Manzana Cte/Para Agua,34,48,27,31,Cajon,24.00,30.25,30.25,31.21
Manzana Delicia,83,104,79,91,Cajon,24.00,58.75,58.75,58.57
Manzana Golden,7,6,9,10,Kilogramo,1.00,2.53,2.50,2.51
Manzana Importada,12,16,14,15,Caja,20.00,90.75,90.75,90.39
Manzana Israel,44,29,44,32,Kilogramo,1.00,1.38,1.38,1.47
Manzana Winter,10,12,11,11,Cajon,24.00,46.75,46.75,46.32
Maracuya,13,6,11,13,Kilogramo,1.00,2.23,2.18,2.01
Melocoton Blanquillo,16,20,17,16,Cajon,12.00,40.50,40.75,40.00
Melocoton Durazno Huayco,23,44,27,28,Cajon,12.00,41.25,41.75,41.29
Melon Coquito,32,35,39,38,Bandeja,12.00,15.25,14.50,16.89
