Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Aguaje,6,5,6,6,Bandeja,10.00,17.50,17.50,17.18
Aguaymanto,1,2,,,Kilogramo,1.00,4.38,4.38,4.23
Albaricoque,4,6,,,Kilogramo,1.00,3.13,3.18,3.20
Arándano,3,4,4,3,Kilogramo,1.00,5.50,5.38,6.11
Camu Camu,1,1,1,1,Bolsa,1.00,6.38,6.00,6.43
Carambola,8,11,9,8,Cajon,10.00,20.00,19.75,19.07
Chirimoya Criolla O Huayco,2,3,2,3,Kilogramo,1.00,5.78,5.58,5.94
Chirimoya Cumbe,15,12,16,14,Kilogramo,1.00,5.63,5.48,5.85
Ciruela Nectarina (Importada),8,8,7,7,Cajon,10.00,56.75,57.00,56.64
Ciruela Roja/Criolla,20,19,19,18,Bandeja,15.00,33.75,33.75,35.54
Ciruela Santa Rosa/Nacional,7,6,5,,Cajon,10.00,35.25,34.75,35.89
Coco,19,9,14,13,Unidad,1.50,1.58,1.58,1.60
Cocona,10,16,12,11,Bandeja,15.00,23.75,23.75,22.21
Fresa Sabrina,38,34,38,43,Kilogramo,1.00,3.28,3.33,3.27
Fresa San Andreas,47,33,41,46,Kilogramo,1.00,3.35,3.38,3.30
Granada,8,7,7,,Jaba,16.00,70.75,70.75,72.18
Granadilla (Costa),6,5,6,7,Ciento,8.00,25.25,25.75,24.96
Granadilla (Selva),49,41,50,41,Cajon,13.00,39.50,40.75,40.18
Guanabana (Costa),5,5,5,5,Kilogramo,1.00,5.48,5.48,5.49
Guanabana (Selva),3,5,5,4,Kilogramo,1.00,5.45,5.38,5.70
Higo Maduro,5,4,4,4,Cajon,7.00,48.75,48.50,48.82
Kiwi Importado Chileno,5,6,6,6,Caja,12.00,136.75,133.25,136.86
Lima Dulce,7,3,5,4,Kilogramo,1.00,3.38,3.38,3.50
Limon Dulce - Selva,9,10,10,9,Jaba,20.00,34.75,34.50,35.07
Lucuma Beltran,6,4,4,3,Kilogramo,1.00,4.53,4.48,4.61
Lucuma De Seda,4,3,,3,Kilogramo,1.00,4.38,4.38,4.65
Mamey,12,9,8,,Kilogramo,1.00,2.78,2.78,2.97
Mandarina Kara,8,7,9,14,Kilogramo,1.00,1.95,2.05,1.93
Mandarina Kori,10,15,9,15,Kilogramo,1.00,1.93,2.03,1.94
Mandarina Malvacea,14,13,20,19,Kilogramo,1.00,2.93,3.00,2.92
Mandarina Murcott,8,7,10,,Kilogramo,1.00,2.78,2.88,2.76
Mandarina Satsuma,42,37,42,23,Kilogramo,1.00,2.23,2.23,2.17
Mandarina Tangerina,24,14,17,14,Jaba,16.00,18.75,20.00,19.21
Mango Criollo,32,29,28,24,Kilogramo,1.00,3.28,3.28,3.49
Mango Edward,78,74,75,57,Kilogramo,1.00,1.63,1.55,1.68
Mango Haden /Hayde,41,34,45,34,Kilogramo,1.00,2.08,2.08,2.17
Mango Kafro,16,11,15,11,Kilogramo,1.00,3.18,3.18,3.25
Mango Kent,21,11,22,18,Kilogramo,1.00,3.08,3.08,3.16
Mango Pico De Loro,24,8,24,17,Kilogramo,1.00,2.08,2.08,2.20
Manzana Cte/Para Agua,25,23,23,22,Cajon,24.00,24.50,24.00,24.18
Manzana Delicia,91,57,78,66,Cajon,24.00,56.50,55.75,56.96
Manzana Golden,11,8,10,7,Kilogramo,1.00,2.33,2.35,2.32
Manzana Importada,16,13,14,12,Caja,20.00,91.50,92.25,91.32
Manzana Israel,48,42,44,37,Kilogramo,1.00,0.85,0.85,0.87
Manzana Winter,11,9,10,7,Cajon,24.00,43.75,43.50,43.61
Maracuya,11,5,12,12,Kilogramo,1.00,2.38,2.38,2.16
Melocoton Blanquillo,23,21,21,20,Cajon,12.00,35.75,35.75,36.93
Melocoton Durazno Huayco,41,22,35,38,Cajon,12.00,36.75,37.50,36.89
Melon Coquito,55,36,46,45,Bandeja,12.00,12.75,12.00,12.79
Melon Esmeralda,13,4,7,6,Cajon,10.00,16.75,16.75,17.29
Membrillo Criollo,14,13,13,11,Kilogramo,1.00,3.10,3.10,2.99
Membrillo Serrano,15,13,17,18,Cajon,24.00,63.75,63.75,62.96
Naranja Primavera,34,32,28,21,Kilogramo,1.00,1.35,1.28,1.38
Naranja Tangelo Selva,52,38,45,43,Jaba,22.00,48.25,48.25,48.25
Naranja Valencia,168,128,155,126,Jaba,24.00,20.50,20.50,20.86
Naranja Washington Naval,15,11,12,11,Kilogramo,1.00,5.55,5.40,5.73
Noni,5,4,5,5,Kilogramo,1.00,1.58,1.58,1.57
Pacae Criollo,6,5,,,Kilogramo,1.00,4.88,4.85,4.90
Pacae De Seda,6,5,4,4,Kilogramo,1.00,4.53,4.48,4.51
Palta Choquete,7,5,7,,Cajon,12.00,25.25,25.50,25.93
Palta Collin Red,6,5,7,6,Cajon,12.00,25.50,25.25,27.50
Palta Criolla,13,6,11,10,Cajon,12.00,23.50,22.75,23.86
Palta Dedo,2,3,2,2,Kilogramo,1.00,5.53,5.53,5.67
Palta Fuerte,54,62,46,37,Kilogramo,1.00,7.28,7.15,7.52
Palta Hall,15,8,12,10,Cajon,12.00,24.75,25.00,25.11
Palta Hass,10,9,12,12,Kilogramo,1.00,5.15,5.15,5.19
Palta Linda,6,4,7,8,Cajon,12.00,34.75,34.75,34.25
Palta Naval,4,13,12,15,Kilogramo,1.00,5.58,5.58,5.51
Papaya (Costa),12,7,12,10,Cajon,12.00,18.75,17.75,19.07
Papaya (Selva),203,177,183,144,Cajon,12.00,18.50,18.25,20.11
Pepino Rayado O Melon,26,29,23,24,Kilogramo,1.00,2.10,2.10,2.10
Pera Agua Criolla,6,8,7,,Jaba,16.00,30.75,31.25,28.96
