Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Aguaje,5,5,4,4,Bandeja,10.00,23.25,23.25,23.68
Aguaymanto,1,1,2,2,Kilogramo,1.00,4.38,4.33,4.35
Albaricoque,5,9,6,6,Kilogramo,1.00,3.23,3.25,3.30
Arándano,2,1,2,1,Kilogramo,1.00,6.75,6.25,7.00
Camu Camu,1,1,1,1,Bolsa,1.00,5.25,4.75,5.50
Carambola,8,11,10,12,Cajon,10.00,13.25,13.25,12.79
Chirimoya Criolla O Huayco,4,3,,4,Kilogramo,1.00,4.38,4.38,4.47
Chirimoya Cumbe,13,16,13,15,Kilogramo,1.00,4.55,4.48,4.62
Ciruela Nectarina (Importada),6,9,7,7,Cajon,10.00,58.50,58.50,58.54
Coco,8,10,11,13,Unidad,1.50,1.63,1.60,1.64
Cocona,11,14,12,13,Bandeja,15.00,25.50,25.50,25.50
Fresa Aroma,4,18,15,16,Kilogramo,1.00,2.35,2.33,2.40
Fresa San Andreas,83,84,73,79,Kilogramo,1.00,2.43,2.43,2.49
Granadilla (Costa),7,6,7,8,Ciento,8.00,22.75,23.25,22.07
Granadilla (Selva),32,47,36,48,Cajon,13.00,27.25,27.50,26.39
Guanabana (Costa),5,5,,,Kilogramo,1.00,5.88,5.88,5.88
Guanabana (Selva),3,5,3,4,Kilogramo,1.00,6.08,6.08,6.19
Guayaba,3,3,3,4,Cajon,10.00,39.50,39.25,39.18
Higo Maduro,2,2,2,2,Cajon,7.00,53.25,52.75,53.25
Kiwi Importado Chileno,7,7,7,8,Caja,12.00,66.25,65.75,64.14
Lima Dulce,5,5,6,4,Kilogramo,1.00,2.58,2.58,2.62
Limon Dulce - Selva,6,8,7,9,Jaba,20.00,27.25,26.75,27.11
Lucuma Beltran,3,2,2,3,Kilogramo,1.00,4.68,4.68,4.71
Lucuma De Seda,3,3,3,3,Kilogramo,1.00,4.78,4.78,4.81
Mandarina Dorina,19,17,16,,Kilogramo,1.00,1.33,1.33,1.39
Mandarina Fortuna,8,13,12,18,Kilogramo,1.00,1.43,1.45,1.44
Mandarina Invicta,22,33,21,24,Kilogramo,1.00,1.35,1.38,1.36
Mandarina Malvacea,28,47,34,40,Kilogramo,1.00,1.45,1.43,1.44
Mandarina Murcott,11,20,27,31,Kilogramo,1.00,1.38,1.38,1.42
Mandarina Pixie,14,17,15,21,Kilogramo,1.00,1.50,1.48,1.60
Mandarina Rio De Oro,19,46,34,42,Kilogramo,1.00,1.55,1.53,1.55
Mandarina Satsuma,8,7,16,25,Kilogramo,1.00,1.73,1.75,1.71
Mandarina Tangerina,12,13,14,14,Jaba,16.00,13.50,13.50,13.54
Mango Criollo,12,14,23,17,Kilogramo,1.00,3.13,3.30,3.14
Mango Edward,55,46,41,45,Bandeja,17.00,32.75,32.50,33.04
Mango Haden /Hayde,26,25,20,26,Kilogramo,1.00,2.18,2.08,2.20
Mango Kent,17,8,13,14,Kilogramo,1.00,2.65,2.55,2.76
Mango Pico De Loro,5,14,7,9,Jaba,16.00,31.25,32.25,32.18
Manzana Cte/Para Agua,18,50,27,34,Cajon,24.00,27.25,26.50,28.25
Manzana Delicia,83,112,89,102,Cajon,24.00,46.50,45.75,46.36
Manzana Golden,8,8,7,8,Kilogramo,1.00,2.35,2.28,2.32
Manzana Importada,14,12,15,15,Caja,20.00,90.75,90.75,87.71
Manzana Israel,36,34,31,40,Kilogramo,1.00,2.08,2.08,2.23
Manzana Winter,8,14,10,10,Cajon,24.00,45.75,46.50,46.39
Maracuya,12,14,10,12,Kilogramo,1.00,2.18,2.15,2.17
Melocoton Blanquillo,20,38,26,25,Cajon,12.00,43.75,43.00,44.68
Melocoton Durazno Huayco,30,46,36,42,Cajon,12.00,43.75,43.75,45.11
Melon Coquito,32,65,48,37,Bandeja,12.00,18.75,16.25,18.25
Melon Esmeralda,,10,,,Cajon,10.00,,26.75,
Membrillo Criollo,9,16,10,12,Kilogramo,1.00,2.33,2.38,2.31
Membrillo Serrano,19,27,20,25,Cajon,24.00,57.75,58.25,57.39
Naranja Miniola,27,26,35,48,Kilogramo,1.00,1.83,1.85,1.77
Naranja Primavera,34,32,27,26,Kilogramo,1.00,1.23,1.18,1.31
Naranja Tangelo Costa,15,7,15,34,Kilogramo,1.00,2.15,2.15,1.91
Naranja Tangelo Selva,44,58,42,65,Jaba,22.00,27.50,27.25,27.39
Naranja Valencia,130,169,151,164,Jaba,24.00,16.50,16.25,16.36
Naranja Washington Naval,23,23,25,21,Kilogramo,1.00,3.23,3.23,3.12
Naranjita China Kin Kan,1,3,2,2,Kilogramo,1.00,5.88,5.88,5.88
Nispero De Agua,27,41,23,35,Cajon,24.00,37.75,37.50,37.86
Noni,5,5,6,7,Kilogramo,1.00,1.55,1.53,1.56
Palta Choquete,5,8,8,7,Cajon,12.00,25.50,26.50,24.79
Palta Criolla,9,13,13,13,Cajon,12.00,24.75,25.50,24.61
Palta Dedo,2,3,2,2,Kilogramo,1.00,5.88,5.85,5.78
Palta Fuerte,57,56,34,60,Kilogramo,1.00,6.13,6.23,6.10
Palta Hall,10,10,12,12,Cajon,12.00,25.25,26.25,25.11
Palta Hass,4,9,8,13,Kilogramo,1.00,4.58,4.68,4.44
Palta Linda,6,9,8,6,Cajon,12.00,28.75,29.75,28.57
Palta Naval,9,11,12,14,Kilogramo,1.00,4.38,4.53,4.33
Palta Queen,6,8,7,8,Kilogramo,1.00,4.13,4.23,4.05
Palta Villa Campa,7,12,9,11,Kilogramo,1.00,4.38,4.43,4.30
Papaya (Costa),11,12,12,11,Cajon,12.00,13.25,12.75,13.50
Papaya (Selva),157,203,174,206,Cajon,12.00,13.50,13.50,14.11
Pepino Rayado O Melon,32,41,30,25,Kilogramo,1.00,1.65,1.65,1.75
Pera Agua Packam Importado,13,14,14,14,Caja,20.00,90.75,90.75,88.14
Piña Criolla (Selva),50,52,49,55,Cajon,12.00,13.00,12.75,13.29
Piña Golden,70,75,73,73,Bandeja,12.00,23.75,23.75,24.61
Piña Hawaiana,49,51,51,56,Kilogramo,1.00,1.10,1.08,1.13
Pitahaya,5,5,8,5,Kilogramo,1.00,14.50,13.75,15.61
Platano Bellaco,70,81,77,82,Ciento,35.00,51.00,51.25,51.00
Platano Bizcocho,67,106,96,116,Bandeja,14.00,15.50,16.25,15.14
Platano Isla,101,133,115,126,Ciento,25.00,35.25,35.25,36.25
Platano Manzano,14,24,15,19,Jaba,16.00,16.75,16.75,17.07
