Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Aguaje,5,5,6,5,Bandeja,10.00,16.50,16.50,16.57
Aguaymanto,2,2,2,2,Kilogramo,1.00,3.23,3.13,3.19
Albaricoque,3,7,,,Kilogramo,1.00,3.38,3.35,3.41
Anona,,5,,,Cajon,10.00,32.50,32.75,32.57
Arándano,2,2,2,2,Kilogramo,1.00,5.75,5.75,5.82
Caimito (Selva),4,5,5,5,Cajon,10.00,18.75,18.75,19.54
Camu Camu,1,1,,1,Bolsa,1.00,5.25,5.25,5.96
Carambola,5,8,10,10,Cajon,10.00,14.25,13.25,14.86
Chirimoya Criolla O Huayco,2,3,,5,Kilogramo,1.00,5.08,5.08,5.07
Chirimoya Cumbe,7,15,12,15,Kilogramo,1.00,5.33,5.33,5.34
Ciruela Nectarina (Importada),10,8,8,9,Cajon,10.00,53.75,53.75,52.25
Ciruela Roja/Criolla,9,28,,27,Bandeja,15.00,23.25,22.75,23.68
Ciruela Santa Rosa/Nacional,,6,,8,Cajon,10.00,34.75,34.75,33.54
Coco,7,7,14,12,Unidad,1.50,1.88,1.88,1.73
Cocona,7,10,10,11,Bandeja,15.00,23.25,22.50,23.43
Fresa San Andreas,14,27,24,42,Kilogramo,1.00,4.00,4.08,3.68
Granada,47,57,29,19,Jaba,16.00,26.25,25.75,27.07
Granadilla (Costa),6,6,,9,Ciento,8.00,23.75,23.50,22.89
Granadilla (Selva),32,41,43,40,Cajon,13.00,34.00,33.25,35.04
Guanabana (Costa),2,5,,6,Kilogramo,1.00,5.88,5.83,5.66
Guanabana (Selva),4,4,3,5,Kilogramo,1.00,6.08,6.08,5.94
Higo Maduro,11,7,8,10,Cajon,7.00,30.75,31.25,31.86
Lima Dulce,4,6,,8,Kilogramo,1.00,2.45,2.45,2.41
Limon Dulce  Selva,5,10,8,9,Jaba,20.00,34.25,33.50,34.71
Lucuma Beltran,2,2,,4,Kilogramo,1.00,4.43,4.35,4.51
Lucuma De Seda,2,2,4,5,Kilogramo,1.00,4.15,4.18,4.17
Mamey,6,4,6,6,Kilogramo,1.00,2.93,2.88,2.91
Mandarina Satsuma,98,123,107,109,Kilogramo,1.00,2.15,2.18,2.18
Mandarina Tangerina,8,13,13,14,Jaba,16.00,21.25,21.25,21.64
Mango Criollo,15,10,23,50,Kilogramo,1.00,2.18,2.25,2.10
Mango Edward,19,23,,,Bandeja,17.00,44.25,44.50,43.18
Mango Haden /Hayde,10,12,16,19,Kilogramo,1.00,2.08,2.15,1.96
Mango Kafro,24,18,28,24,Bandeja,17.00,26.25,26.25,26.18
Mango Kent,24,23,40,83,Kilogramo,1.00,1.85,1.93,1.69
Mango Rosado,38,45,,,Jaba,20.00,24.25,22.75,24.21
Manzana Cte/Para Agua,15,32,23,28,Cajon,24.00,23.50,23.50,21.68
Manzana Delicia,72,118,88,107,Cajon,24.00,51.75,50.75,49.89
Manzana Golden,5,5,7,8,Kilogramo,1.00,2.03,2.00,1.92
Manzana Importada,14,16,14,18,Caja,20.00,92.00,92.00,91.36
Manzana Israel,42,51,41,44,Kilogramo,1.00,1.38,1.33,1.35
Manzana Winter,9,9,9,10,Cajon,24.00,45.25,45.25,45.08
Maracuya,6,12,11,15,Kilogramo,1.00,1.35,1.33,1.38
Melocoton Blanquillo,6,11,11,13,Cajon,12.00,33.25,32.75,33.14
Melocoton Durazno Huayco,22,45,36,30,Cajon,12.00,34.75,35.00,35.18
Melon Coquito,64,82,59,52,Bandeja,12.00,13.75,13.75,12.11
Membrillo Criollo,,18,,11,Kilogramo,1.00,1.88,1.95,1.87
Membrillo Serrano,10,20,18,19,Cajon,24.00,51.25,50.75,51.25
Naranja Primavera,24,58,25,29,Kilogramo,1.00,1.38,1.38,1.37
Naranja Tangelo Selva,37,61,51,61,Jaba,22.00,33.00,32.50,33.00
Naranja Valencia,109,173,130,162,Jaba,24.00,26.75,26.75,25.82
Naranja Washington Naval,24,27,22,20,Kilogramo,1.00,2.73,2.65,2.83
Noni,6,7,7,6,Kilogramo,1.00,2.03,2.03,1.98
Pacae De Seda,,4,,5,Kilogramo,1.00,3.15,3.15,3.18
Palta Collin Red,11,11,9,11,Cajon,12.00,17.75,17.50,17.32
Palta Criolla,12,17,12,14,Cajon,12.00,16.75,16.50,16.61
Palta Dedo,2,,2,3,Kilogramo,1.00,3.48,3.48,3.68
Palta Fuerte,30,67,40,54,Kilogramo,1.00,3.10,3.08,3.28
Palta Hall,10,14,12,14,Cajon,12.00,16.50,16.75,16.71
Palta Hass,4,14,5,6,Kilogramo,1.00,3.58,3.50,3.71
Palta Linda,13,10,10,10,Cajon,12.00,23.00,21.75,23.11
Papaya (Costa),11,13,11,14,Cajon,12.00,22.50,22.25,23.00
Papaya (Selva),159,206,182,197,Cajon,12.00,24.00,23.75,25.07
Pepino Rayado O Melon,26,36,22,30,Kilogramo,1.00,2.43,2.43,2.41
Pera Agua Criolla,3,12,10,19,Jaba,16.00,36.25,35.75,37.36
Pera Agua Italiana,8,16,15,28,Jaba,16.00,39.50,39.50,40.43
Pera Agua Packam Importado,13,14,13,16,Caja,20.00,92.75,92.00,91.54
Piña Criolla (Selva),52,50,51,60,Cajon,12.00,13.50,13.75,13.79
Piña Golden,65,55,66,59,Bandeja,12.00,26.75,26.50,25.86
Piña Hawaiana,52,59,52,58,Kilogramo,1.00,1.00,0.95,0.99
Pitahaya,4,6,,6,Kilogramo,1.00,8.75,9.25,7.71
Platano Bellaco,103,127,101,81,Ciento,35.00,50.75,50.75,51.32
Platano Bizcocho,83,127,88,108,Bandeja,14.00,13.50,14.00,13.86
Platano Isla,80,140,103,125,Ciento,25.00,35.75,35.25,36.32
Platano Manzano,22,18,24,23,Jaba,16.00,16.75,16.25,16.39
Platano Morado,10,7,9,23,Cajon,12.00,27.50,27.75,28.18
Platano Palillo,49,51,51,49,Ciento,35.00,51.25,50.75,51.89
Platano Seda Congo,47,39,65,81,Ciento,20.00,23.75,23.50,24.86
Platano Seda (Selva),34,34,28,35,Ciento,25.00,22.75,23.25,24.07
Sandia,78,105,118,117,Kilogramo,1.00,0.88,0.88,0.90
Tamarindo (Con Cascara),1,,,,Kilogramo,1.00,4.85,4.25,4.51
Tamarindo (Sin Cascara),,,,,Kilogramo,1.00,5.85,5.60,5.51
Toronja Costa Con Pepa,10,16,16,18,Jaba,22.00,23.75,23.75,24.07
Toronja Selva Con Pepa,10,10,10,10,Cajon,12.00,16.25,16.25,16.29
Tumbo,4,4,4,4,Kilogramo,1.00,2.33,2.28,2.39
Tuna Amarilla,16,18,17,17,Kilogramo,1.00,2.13,2.15,2.10
Tuna Blanca,15,14,15,19,Kilogramo,1.00,2.10,2.10,2.11
Tuna Morada/Rosada,16,15,13,11,Kilogramo,1.00,2.13,2.15,2.10
Uva Alfonso Lavalett,8,13,12,18,Jaba,12.00,18.75,18.75,20.61
Uva Borgoña,3,4,3,4,Jaba,12.00,26.75,26.75,25.36
Uva Italia,33,26,26,19,Jaba,12.00,17.75,17.50,17.96
Uva Palestina,5,8,8,9,Jaba,12.00,22.25,22.25,22.64
Uva Pirovano,6,9,9,12,Jaba,12.00,20.00,20.00,19.00
Uva Quebranta/Moscatel,2,3,4,5,Jaba,12.00,23.75,23.50,24.50
Uva Red Globe,38,61,47,47,Jaba,12.00,16.50,16.25,17.11
Uva Superior,6,8,8,11,Jaba,12.00,28.75,28.75,28.50
Yacon (Llacon),3,4,3,3,Kilogramo,1.00,1.78,1.78,1.75
Zapote,5,5,6,6,Cajon,10.00,21.75,21.75,22.71

