Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Aguaje,5,7,5,6,Bandeja,10.00,18.00,17.75,17.96
Aguaymanto,1,2,2,2,Kilogramo,1.00,4.15,4.00,4.27
Albaricoque,2,3,3,4,Kilogramo,1.00,3.68,3.75,3.62
Arándano,3,5,5,4,Kilogramo,1.00,8.50,9.75,8.14
Caimito (Selva),3,5,5,4,Cajon,10.00,44.50,44.25,45.21
Camu Camu,1,1,1,1,Bolsa,1.00,11.25,10.25,12.21
Carambola,9,13,11,8,Cajon,10.00,16.00,15.75,16.32
Chirimoya Criolla O Huayco,3,4,3,4,Kilogramo,1.00,4.13,4.08,4.11
Chirimoya Cumbe,12,13,16,15,Kilogramo,1.00,4.18,4.25,4.17
Ciruela Nectarina (Importada),7,8,8,9,Cajon,10.00,59.25,58.50,58.82
Ciruela Roja/Criolla,14,10,23,22,Bandeja,15.00,31.25,30.75,32.18
Ciruela Santa Rosa/Nacional,2,4,3,4,Cajon,10.00,38.75,39.50,38.43
Coco,8,18,13,12,Unidad,1.50,1.38,1.38,1.44
Cocona,12,19,14,11,Bandeja,15.00,30.25,29.75,32.25
Fresa Sabrina,11,7,9,12,Kilogramo,1.00,4.23,4.23,4.15
Fresa San Andreas,38,32,37,48,Kilogramo,1.00,4.08,4.18,4.01
Granada,41,12,30,25,Jaba,16.00,39.75,39.50,40.61
Granadilla (Costa),10,11,8,6,Ciento,8.00,24.50,23.75,24.75
Granadilla (Selva),40,42,49,48,Cajon,13.00,38.25,37.25,40.04
Guanabana (Costa),7,4,7,4,Kilogramo,1.00,5.55,5.53,5.61
Guanabana (Selva),5,7,6,4,Kilogramo,1.00,5.25,5.23,5.29
Higo Maduro,5,6,7,6,Cajon,7.00,40.75,40.75,41.25
Kiwi Importado Chileno,7,8,7,7,Caja,12.00,132.75,133.75,131.75
Lima Dulce,9,4,6,,Kilogramo,1.00,3.48,3.53,3.49
Limon Dulce - Selva,10,8,9,8,Jaba,20.00,34.50,34.50,34.96
Lucuma Beltran,4,4,5,3,Kilogramo,1.00,3.88,3.95,3.86
Lucuma De Seda,3,4,4,3,Kilogramo,1.00,3.63,3.73,3.69
Lulo,3,4,4,,Cajon,10.00,36.00,35.75,36.86
Mamey,6,8,7,7,Kilogramo,1.00,2.58,2.63,2.54
Mandarina Satsuma,51,59,63,68,Kilogramo,1.00,2.63,2.58,2.56
Mandarina Tangerina,14,15,19,17,Jaba,16.00,25.50,25.00,24.82
Mango Chato,15,11,14,,Kilogramo,1.00,2.08,2.00,2.08
Mango Criollo,26,26,33,25,Kilogramo,1.00,2.35,2.18,2.51
Mango Edward,34,29,37,57,Kilogramo,1.00,2.15,2.20,2.07
Mango Haden /Hayde,28,31,32,39,Kilogramo,1.00,1.73,1.75,1.74
Mango Kafro,19,13,23,26,Kilogramo,1.00,2.05,2.03,2.07
Mango Kent,48,36,45,37,Kilogramo,1.00,1.88,1.93,1.93
Mango Rosado,13,18,20,,Kilogramo,1.00,2.38,2.23,2.49
Manzana Cte/Para Agua,34,27,34,29,Cajon,24.00,21.50,21.75,22.07
Manzana Delicia,68,90,85,84,Cajon,24.00,58.50,57.50,58.00
Manzana Golden,8,10,9,14,Kilogramo,1.00,1.58,1.63,1.69
Manzana Importada,14,16,14,16,Caja,20.00,96.50,96.33,96.50
Manzana Israel,23,31,27,42,Kilogramo,1.00,1.18,1.20,1.13
Manzana Winter,14,12,12,10,Cajon,24.00,43.25,42.75,43.25
Maracuya,16,13,15,12,Kilogramo,1.00,1.53,1.50,1.57
Melocoton Blanquillo,15,20,20,20,Cajon,12.00,31.25,31.50,31.25
Melocoton Durazno Huayco,28,38,36,34,Cajon,12.00,31.25,31.50,31.43
Melon Coquito,29,43,41,36,Bandeja,12.00,10.75,11.50,10.43
Membrillo Criollo,12,16,11,14,Kilogramo,1.00,2.38,2.53,2.45
Membrillo Serrano,21,18,19,21,Cajon,24.00,57.25,58.75,56.29
Naranja Primavera,28,21,21,23,Kilogramo,1.00,1.35,1.38,1.33
Naranja Tangelo Selva,44,45,50,50,Jaba,22.00,49.25,49.25,49.11
Naranja Valencia,144,142,146,153,Jaba,24.00,22.50,22.75,22.68
Naranja Washington Naval,22,14,16,19,Kilogramo,1.00,3.63,3.68,3.52
Noni,6,5,5,5,Kilogramo,1.00,1.53,1.48,1.53
Pacae Criollo,2,3,3,3,Kilogramo,1.00,4.68,4.68,4.65
Pacae De Seda,3,4,3,3,Kilogramo,1.00,4.75,4.83,4.78
Palta Antillana,4,6,8,,Cajon,12.00,25.75,25.50,25.75
Palta Choquete,10,9,7,5,Cajon,12.00,24.50,24.50,23.96
Palta Collin Red,7,7,6,6,Cajon,12.00,24.50,24.50,24.86
Palta Criolla,9,9,11,12,Cajon,12.00,22.00,22.00,21.93
