Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Aguaje,6,7,8,7,Bandeja,10.00,21.75,22.75,21.39
Aguaymanto,4,4,2,2,Kilogramo,1.00,4.53,4.58,4.54
Albaricoque,6,8,6,7,Kilogramo,1.00,3.33,3.25,3.22
Arándano,4,2,2,3,Kilogramo,1.00,6.75,7.50,6.93
Camu Camu,2,1,1,1,Bolsa,1.00,4.75,5.50,5.29
Carambola,9,13,7,9,Cajon,10.00,19.75,20.75,20.21
Chirimoya Cumbe,16,17,14,14,Kilogramo,1.00,5.23,5.15,5.37
Ciruela Nectarina (Importada),6,7,6,,Cajon,10.00,55.75,55.75,57.54
Ciruela Roja/Criolla,26,15,20,12,Bandeja,15.00,35.50,34.75,36.93
Ciruela Santa Rosa/Nacional,6,7,7,,Cajon,10.00,31.25,30.75,31.36
Coco,12,12,6,12,Unidad,1.50,1.63,1.58,1.62
Cocona,11,19,10,10,Bandeja,15.00,32.50,31.75,34.43
Fresa Aroma,44,45,22,14,Kilogramo,1.00,2.28,2.25,2.40
Fresa San Andreas,80,88,74,89,Kilogramo,1.00,2.30,2.30,2.46
Granadilla (Costa),6,7,7,8,Ciento,8.00,23.50,23.25,23.00
Granadilla (Selva),43,39,37,42,Cajon,13.00,28.75,28.75,27.43
Guanabana (Costa),4,4,,4,Kilogramo,1.00,4.85,4.88,4.89
Guanabana (Selva),3,4,3,4,Kilogramo,1.00,5.08,5.08,5.13
Higo Maduro,2,2,2,2,Cajon,7.00,44.75,43.50,47.21
Kiwi Importado Chileno,5,7,5,,Caja,12.00,82.25,82.25,81.79
Lima Dulce,4,4,5,5,Kilogramo,1.00,3.18,3.25,3.01
Limon Dulce - Selva,4,8,5,9,Jaba,20.00,34.50,35.25,34.32
Lucuma Beltran,3,3,2,3,Kilogramo,1.00,4.68,4.78,4.71
Lucuma De Seda,3,3,3,4,Kilogramo,1.00,4.58,4.68,4.75
Lulo,3,4,3,4,Cajon,10.00,23.75,24.50,23.54
Mamey,6,8,7,8,Kilogramo,1.00,3.15,3.23,3.12
Mandarina Invicta,8,9,19,20,Kilogramo,1.00,1.83,1.78,1.76
Mandarina Kara,22,22,25,,Kilogramo,1.00,1.68,1.68,1.66
Mandarina Kori,21,21,20,22,Kilogramo,1.00,1.68,1.68,1.65
Mandarina Malvacea,17,27,22,38,Kilogramo,1.00,1.88,1.88,1.86
Mandarina Murcott,9,13,9,16,Kilogramo,1.00,1.88,1.93,1.86
Mandarina Rio De Oro,32,47,45,40,Kilogramo,1.00,2.08,2.08,2.10
Mandarina Satsuma,14,16,,,Kilogramo,1.00,3.28,3.25,3.31
Mandarina Tangerina,26,22,26,20,Jaba,16.00,17.75,17.75,17.36
Mango Criollo,18,20,19,22,Kilogramo,1.00,2.38,2.38,2.52
Mango Edward,49,40,60,57,Bandeja,17.00,20.25,20.00,20.96
Mango Haden /Hayde,34,30,41,37,Kilogramo,1.00,1.33,1.33,1.43
Mango Kafro,13,9,12,,Bandeja,17.00,21.75,21.75,22.61
Mango Kent,13,7,12,20,Kilogramo,1.00,1.63,1.63,1.67
Mango Pico De Loro,28,30,18,10,Jaba,16.00,30.00,29.75,30.75
Manzana Cte/Para Agua,33,44,26,26,Cajon,24.00,22.75,22.25,23.18
Manzana Delicia,94,121,74,82,Cajon,24.00,58.75,58.75,57.54
Manzana Golden,7,14,6,9,Kilogramo,1.00,2.18,2.15,2.15
Manzana Importada,17,17,13,,Caja,20.00,96.50,96.50,93.32
Manzana Israel,57,36,52,55,Kilogramo,1.00,1.05,1.05,1.10
Manzana Winter,9,12,10,11,Cajon,24.00,46.25,46.25,46.79
Maracuya,13,11,9,13,Kilogramo,1.00,2.55,2.80,2.48
Melocoton Blanquillo,14,34,15,21,Cajon,12.00,40.75,40.75,40.86
Melocoton Durazno Huayco,35,42,32,34,Cajon,12.00,41.75,42.75,41.50
Melon Coquito,61,50,48,47,Bandeja,12.00,10.25,10.25,10.25
Membrillo Criollo,13,14,13,12,Kilogramo,1.00,2.38,2.43,2.35
Membrillo Serrano,20,22,20,20,Cajon,24.00,56.75,56.75,56.96
Naranja Primavera,41,30,26,28,Kilogramo,1.00,1.18,1.15,1.26
Naranja Tangelo Selva,44,36,42,48,Jaba,22.00,36.25,36.25,35.93
Naranja Valencia,151,178,139,159,Jaba,24.00,16.00,16.25,16.50
Naranja Washington Naval,23,11,13,19,Kilogramo,1.00,3.55,3.58,3.54
Noni,4,6,5,6,Kilogramo,1.00,1.45,1.55,1.45
Pacae De Seda,4,4,,6,Kilogramo,1.00,4.35,4.38,4.39
Palta Criolla,15,15,13,14,Cajon,12.00,21.50,21.75,21.57
Palta Dedo,2,2,,2,Kilogramo,1.00,6.75,6.75,6.69
Palta Fuerte,84,56,51,45,Kilogramo,1.00,6.08,6.05,6.29
Palta Hall,14,14,13,14,Cajon,12.00,22.50,22.50,23.18
Palta Hass,14,13,10,10,Kilogramo,1.00,5.28,5.28,5.30
Palta Linda,10,9,9,8,Cajon,12.00,28.50,29.25,29.18
Palta Naval,11,13,15,16,Kilogramo,1.00,5.68,5.63,5.68
Palta Queen,7,8,7,9,Kilogramo,1.00,5.38,5.43,5.45
Papaya (Costa),11,12,10,11,Cajon,12.00,13.75,14.00,14.32
Papaya (Selva),186,193,176,202,Cajon,12.00,14.75,15.00,15.36
Pepino Rayado O Melon,36,45,42,45,Kilogramo,1.00,1.53,1.45,1.47
Pera Agua Italiana,7,8,,,Jaba,16.00,48.00,47.75,48.70
Pera Agua Packam Importado,15,16,14,,Caja,20.00,83.75,84.25,85.93
Piña Criolla (Selva),59,59,50,56,Cajon,12.00,11.50,11.50,11.00
Piña Golden,60,84,66,88,Bandeja,12.00,17.50,16.75,18.00
Piña Hawaiana,59,53,51,57,Kilogramo,1.00,1.05,1.08,1.09
Pitahaya,4,11,,8,Kilogramo,1.00,14.25,14.50,14.75
Platano Bellaco,107,93,88,100,Ciento,35.00,55.75,55.75,56.00
Platano Bizcocho,99,91,71,70,Bandeja,14.00,17.50,17.25,18.68
Platano Isla,120,105,100,122,Ciento,25.00,36.50,36.50,36.57
Platano Manzano,18,37,19,22,Jaba,16.00,19.75,19.75,20.54
Platano Morado,10,23,9,10,Cajon,12.00,27.75,28.25,27.89
Platano Palillo,65,60,54,78,Ciento,35.00,55.75,56.50,56.18
Platano Seda Congo,63,47,69,78,Ciento,20.00,26.75,26.75,26.50
Platano Seda (Selva),32,33,28,30,Ciento,25.00,25.75,25.50,25.43
Sandia,127,106,81,134,Kilogramo,1.00,0.90,0.90,0.91
Tamarindo (Con Cascara),1,1,,1,Kilogramo,1.00,4.65,4.65,4.63
Tamarindo (Sin Cascara),,,,,Kilogramo,1.00,5.65,5.75,5.63
Toronja Costa,27,25,16,23,Jaba,22.00,26.75,27.50,27.18
Toronja Selva,9,10,9,12,Cajon,12.00,17.50,18.50,17.43
Tumbo,4,4,3,5,Kilogramo,1.00,2.38,2.38,2.42
Tuna Amarilla,9,10,9,10,Kilogramo,1.00,2.73,2.63,2.70
Tuna Blanca,15,14,15,12,Kilogramo,1.00,2.68,2.58,2.70
Tuna Morada/Rosada,7,9,7,9,Kilogramo,1.00,2.68,2.60,2.70
Uva Alfonso Lavalett,20,14,17,28,Jaba,12.00,22.25,22.00,21.11
Uva Borgoña,4,4,3,3,Jaba,12.00,26.50,26.50,27.14
Uva Flame,10,11,,,Jaba,12.00,24.50,24.50,25.30
Uva Fley,8,10,9,,Jaba,12.00,26.25,26.25,27.36
Uva Italia,34,24,18,17,Jaba,12.00,25.25,24.75,25.39
Uva Palestina,9,9,8,8,Jaba,12.00,33.25,32.75,33.43
Uva Pirovano,7,12,8,,Jaba,12.00,41.25,40.75,42.60
Uva Red Globe,37,33,28,41,Jaba,12.00,24.50,24.25,25.57
Uva Rosada,10,10,8,10,Jaba,12.00,33.50,33.50,34.71
Uva Superior,8,8,8,7,Jaba,12.00,37.50,37.50,38.75
Yacon (Llacon),2,3,3,5,Kilogramo,1.00,1.58,1.68,1.56
