Producto,VolAyer,VolHoy,VolPromSem,VolProm4Sem,Unidad,Equiv.Kg,PrePromAyer,PrePromHoy,PrePromSem
Aguaje,7,4,6,6,Bandeja,10.00,24.50,26.25,23.86
Aguaymanto,1,2,2,2,Kilogramo,1.00,3.65,3.85,3.69
Albaricoque,4,2,4,3,Kilogramo,1.00,3.70,3.73,3.71
Anona,6,3,,,Cajon,10.00,31.25,30.50,31.18
Arándano,3,5,4,3,Kilogramo,1.00,12.50,12.50,12.04
Caimito (Selva),6,4,5,4,Cajon,10.00,41.25,41.25,41.82
Camu Camu,1,1,1,1,Bolsa,1.00,5.50,6.25,5.73
Carambola,8,5,9,12,Cajon,10.00,14.50,15.25,15.00
Chirimoya Criolla O Huayco,4,3,3,3,Kilogramo,1.00,5.38,5.38,5.30
Chirimoya Cumbe,12,8,12,12,Kilogramo,1.00,5.45,5.43,5.38
Ciruela Nectarina (Importada),9,9,8,8,Cajon,10.00,58.50,59.25,58.32
Ciruela Roja/Criolla,28,12,22,19,Bandeja,15.00,31.25,32.75,30.32
Ciruela Santa Rosa/Nacional,2,3,,,Cajon,10.00,44.75,45.25,44.86
Coco,11,9,13,11,Unidad,1.50,1.55,1.58,1.52
Cocona,10,11,12,14,Bandeja,15.00,31.25,32.50,31.36
Fresa Sabrina,7,6,6,6,Kilogramo,1.00,4.55,4.63,4.54
Fresa San Andreas,21,24,27,26,Kilogramo,1.00,4.55,4.58,4.52
Granada,8,34,,21,Jaba,16.00,31.25,28.75,31.71
Granadilla (Costa),6,5,7,8,Ciento,8.00,20.25,20.75,20.21
Granadilla (Selva),51,36,51,40,Cajon,13.00,28.75,29.75,28.93
Guanabana (Costa),5,8,6,5,Kilogramo,1.00,4.30,3.90,4.35
Guanabana (Selva),7,5,,,Kilogramo,1.00,4.18,3.88,4.24
Higo Maduro,7,5,6,7,Cajon,7.00,43.25,42.75,42.64
Kiwi Importado Chileno,6,4,,,Caja,12.00,147.50,149.25,145.92
Lima Dulce,6,4,5,5,Kilogramo,1.00,3.45,3.45,3.53
Limon Dulce - Selva,11,9,10,7,Jaba,20.00,35.50,35.75,35.86
Lucuma Beltran,4,6,4,4,Kilogramo,1.00,3.45,3.38,3.46
Lucuma De Seda,4,4,3,4,Kilogramo,1.00,3.30,3.25,3.25
Lulo,5,3,4,4,Cajon,10.00,29.75,30.75,30.86
Mamey,6,4,5,6,Kilogramo,1.00,2.90,2.88,2.90
Mandarina Satsuma,110,71,105,61,Kilogramo,1.00,1.85,1.83,1.93
Mandarina Tangerina,24,23,22,17,Jaba,16.00,17.25,16.75,18.54
Mango Chato,17,10,16,13,Kilogramo,1.00,1.78,1.83,1.79
Mango Criollo,22,21,24,24,Kilogramo,1.00,2.08,2.15,2.06
Mango Edward,7,5,11,21,Kilogramo,1.00,3.30,3.30,3.15
Mango Haden /Hayde,20,11,15,17,Kilogramo,1.00,2.38,2.38,2.31
Mango Kafro,13,9,24,17,Kilogramo,1.00,1.73,1.73,1.71
Mango Kent,48,53,58,39,Kilogramo,1.00,1.65,1.73,1.65
Mango Rosado,17,15,28,19,Kilogramo,1.00,1.80,1.85,1.81
Manzana Cte/Para Agua,36,35,31,24,Cajon,24.00,22.50,22.75,22.14
Manzana Delicia,98,49,84,75,Cajon,24.00,50.25,50.75,50.21
Manzana Golden,17,7,12,9,Kilogramo,1.00,1.65,1.65,1.62
Manzana Importada,10,13,13,13,Caja,20.00,96.50,97.50,96.36
Manzana Israel,47,27,35,30,Kilogramo,1.00,1.30,1.28,1.21
Manzana Winter,11,8,11,11,Cajon,24.00,44.75,44.75,44.75
Maracuya,15,14,12,11,Kilogramo,1.00,1.45,1.38,1.43
Melocoton Blanquillo,24,21,24,19,Cajon,12.00,31.25,31.50,32.07
Melocoton Durazno Huayco,42,38,40,40,Cajon,12.00,31.00,31.50,31.54
Melon Coquito,41,43,59,45,Bandeja,12.00,11.75,11.25,11.93
Membrillo Criollo,14,6,12,12,Kilogramo,1.00,2.40,2.43,2.30
Membrillo Serrano,21,15,19,17,Cajon,24.00,58.50,59.25,58.32
Naranja Primavera,17,20,19,20,Kilogramo,1.00,1.55,1.58,1.49
Naranja Tangelo Selva,52,37,51,49,Jaba,22.00,48.75,49.25,48.71
Naranja Valencia,163,100,146,132,Jaba,24.00,25.25,25.75,24.43
