"0","table(DF$Promedio_ciclo_pasado)"
"1","
"
"1","  10.7 "
"1","    11 "
"1","  11.3 "
"1","  11.6 "
"1"," 11.82 "
"1","    12 "
"1"," 12.11 "
"1","  12.3 "
"1"," 12.33 "
"1"," 12.57 "
"1","  12.6 "
"1","  12.8 "
"1"," 12.83 "
"1"," 12.85 "
"1"," 12.93 "
"1"," 12.95 "
"1","    13 "
"1","13.125 "
"1","
"
"1","     1 "
"1","     2 "
"1","     1 "
"1","     1 "
"1","     1 "
"1","     4 "
"1","     1 "
"1","     1 "
"1","     2 "
"1","     1 "
"1","     1 "
"1","     1 "
"1","     1 "
"1","     1 "
"1","     1 "
"1","     1 "
"1","    18 "
"1","     1 "
"1","
"
"1"," 13.39 "
"1"," 13.41 "
"1"," 13.45 "
"1","  13.5 "
"1"," 13.64 "
"1"," 13.68 "
"1","  13.7 "
"1"," 13.76 "
"1"," 13.78 "
"1","  13.8 "
"1"," 13.85 "
"1","  13.9 "
"1","    14 "
"1"," 14.16 "
"1","  14.2 "
"1"," 14.29 "
"1","  14.3 "
"1"," 14.32 "
"1","
"
"1","     1 "
"1","     1 "
"1","     1 "
"1","     2 "
"1","     1 "
"1","     1 "
"1","     1 "
"1","     1 "
"1","     1 "
"1","     1 "
"1","     1 "
"1","     1 "
"1","    20 "
"1","     1 "
"1","     1 "
"1","     1 "
"1","     2 "
"1","     2 "
"1","
"
"1"," 14.43 "
"1","  14.5 "
"1"," 14.55 "
"1","  14.6 "
"1"," 14.65 "
"1"," 14.69 "
"1","  14.7 "
"1"," 14.77 "
"1"," 14.79 "
"1","  14.8 "
"1"," 14.85 "
"1","  14.9 "
"1"," 14.95 "
"1"," 14.98 "
"1","    15 "
"1","  15.2 "
"1","  15.3 "
"1"," 15.32 "
"1","
"
"1","     1 "
"1","     1 "
"1","     1 "
"1","     3 "
"1","     1 "
"1","     1 "
"1","     2 "
"1","     1 "
"1","     1 "
"1","     1 "
"1","     1 "
"1","     1 "
"1","     1 "
"1","     1 "
"1","    14 "
"1","     1 "
"1","     3 "
"1","     1 "
"1","
"
"1"," 15.35 "
"1","  15.4 "
"1"," 15.56 "
"1"," 15.59 "
"1","  15.6 "
"1"," 15.67 "
"1","  15.7 "
"1"," 15.85 "
"1","    16 "
"1"," 16.21 "
"1","  16.4 "
"1"," 16.63 "
"1"," 16.71 "
"1"," 16.72 "
"1"," 16.75 "
"1"," 16.78 "
"1"," 16.85 "
"1","  16.9 "
"1","
"
"1","     1 "
"1","     2 "
"1","     1 "
"1","     1 "
"1","     2 "
"1","     2 "
"1","     1 "
"1","     1 "
"1","     9 "
"1","     1 "
"1","     1 "
"1","     1 "
"1","     1 "
"1","     1 "
"1","     1 "
"1","     1 "
"1","     1 "
"1","     4 "
"1","
"
"1"," 16.95 "
"1","    17 "
"1","  17.1 "
"1"," 17.76 "
"1","  17.8 "
"1","    18 "
"1","    20 "
"1","
"
"1","     1 "
"1","     5 "
"1","     2 "
"1","     1 "
"1","     1 "
"1","     1 "
"1","     2 "
"1","
"
"0","table(DF$Rendimiento_academico)"
"1","
"
"1","1. Muy Bueno "
"1","    2. Bueno "
"1","  3. Regular "
"1","      4. Mal "
"1","
"
"1","           5 "
"1","          58 "
"1","          92 "
"1","           6 "
"1","
"
