"0","DF2020 <- filter(DF, DF$Año==""2020"")"
"0","DF2021 <- filter(DF, DF$Año==""2021"")"
"0","DF2022 <- filter(DF, DF$Año==""2022"")"
"0",""
"0","DF2020 %>% group_by(Mes,Año) %>% summarise(IT = sum(IT, na.rm=TRUE), NP = sum(NP, na.rm = TRUE)) -> DF2020"
"2","`summarise()` has grouped output by 'Mes'. You can override using the `.groups` argument."
"0","DF2021 %>% group_by(Mes,Año) %>% summarise(IT = sum(IT, na.rm=TRUE), NP = sum(NP, na.rm = TRUE)) -> DF2021"
"2","`summarise()` has grouped output by 'Mes'. You can override using the `.groups` argument."
"0","                                           "
"0","DF2022 %>% group_by(Mes,Año) %>% summarise(IT = sum(IT, na.rm=TRUE), NP = sum(NP, na.rm = TRUE)) -> DF2022"
"2","`summarise()` has grouped output by 'Mes'. You can override using the `.groups` argument."
