"Fecha","Consumo interno de cemento"
Ene94,25.0191164088425
Feb94,16.597692279173
Mar94,27.4216000774281
Abr94,18.2384118734964
May94,28.6554275582059
Jun94,25.5786712529472
Jul94,21.1208216580021
Ago94,22.7965237794936
Sep94,41.0099040440381
Oct94,45.8374199420251
Nov94,46.681903607156
Dic94,37.5149828597271
Ene95,34.8674827150635
Feb95,34.2934942770119
Mar95,23.4499841286054
Abr95,26.2748729452073
May95,44.9501862637518
Jun95,26.3979894861371
Jul95,21.8074495470279
Ago95,18.4687020274833
Sep95,1.56615245684823
Oct95,3.95477053792127
Nov95,1.80850308312105
Dic95,-4.36466809797556
Ene96,0.121417215674981
Feb96,5.5517322789027
Mar96,1.05294774945562
Abr96,-0.528207290554497
May96,1.31426389035356
Jun96,-5.0519223707544
Jul96,5.92795308025939
Ago96,-1.25964847627983
Sep96,-0.654710849891
Oct96,4.89344505230844
Nov96,6.0860707502213
Dic96,8.34107944341244
Ene97,15.2942737460731
Feb97,14.7317104939117
Mar97,3.02963711664386
Abr97,22.2406575727975
May97,3.09581538914326
Jun97,13.5052503587736
Jul97,9.67309560722977
Ago97,9.64612224415626
Sep97,22.8779989412398
Oct97,18.1766280320823
Nov97,8.78163762567163
Dic97,17.8518059334531
Ene98,4.02200741159472
Feb98,3.79449344830178
Mar98,13.6296513967673
Abr98,-1.63768398446124
May98,-8.18568393831524
Jun98,8.39751823016318
Jul98,8.6988122947109
Ago98,11.258902853263
Sep98,2.74712179851525
Oct98,-10.7201336600344
Nov98,-7.76841215485156
Dic98,-16.1079689688022
Ene99,-16.381672906716
Feb99,-17.3548918416051
Mar99,-10.7194741647227
Abr99,-14.2287433976409
May99,-14.0815053732884
Jun99,-18.2921058839593
Jul99,-18.2080762053539
Ago99,-21.1323892640969
Sep99,-15.3966085344531
Oct99,-3.34585226187269
Nov99,3.20382996726893
Dic99,4.83368633508038
Ene00,3.96166988179356
Feb00,11.1970273922123
Mar00,2.22247853277316
Abr00,-6.7368828494922
May00,9.8102015872354
Jun00,2.16584337022856
Jul00,-2.47395637313396
Ago00,0.475400397998846
Sep00,-5.59236563655812
Oct00,-9.75385974431942
Nov00,-14.3565454489251
Dic00,-18.9255792758452
Ene01,-10.1376281916999
Feb01,-14.1439449044688
Mar01,-16.3835231137035
Abr01,-0.114378441104755
May01,-9.59126916396422
Jun01,-15.1315222821312
Jul01,-8.30327866055678
Ago01,-7.84554700035069
Sep01,-8.92617555601156
Oct01,-1.13342668909711
Nov01,6.60428694671179
Dic01,9.74953779607214
Ene02,14.6956996767538
Feb02,11.8218561398513
Mar02,7.85891769465884
Abr02,14.0875670317467
May02,8.97336235489221
Jun02,12.6648669494794
Jul02,18.0169084102969
Ago02,11.6380021620457
Sep02,16.5354085063607
Oct02,5.25395210890044
Nov02,-0.767545224785548
Dic02,9.46192060873628
Ene03,-2.80919328220561
Feb03,1.43141672380579
Mar03,9.396002799807
Abr03,0.619638995773259
May03,1.52759141939977
Jun03,8.10966623788883
Jul03,0.646044122701089
Ago03,1.65762189327871
Sep03,0.189474498279262
Oct03,5.83553098996905
Nov03,2.21348857341806
Dic03,1.33396053288732
Ene04,6.86888991547326
Feb04,6.46828947961398
Mar04,7.7804937895819
Abr04,2.20196531003788
May04,2.77065865458609
Jun04,5.09432075723237
Jul04,-0.374674978854046
Ago04,2.11487444880324
Sep04,3.44298310720542
Oct04,0.239222200730467
Nov04,9.20751822017645
Dic04,5.18794665627454
Ene05,6.53849838482613
Feb05,9.89042412954878
Mar05,5.67921293107672
Abr05,17.9970459873073
May05,16.2598945836575
Jun05,13.0997891064774
Jul05,16.4403957058494
Ago05,14.5072895870929
Sep05,12.7059297930413
Oct05,12.3225594996552
Nov05,12.2401792739125
Dic05,12.8155995717636
Ene06,10.9203563133001
Feb06,9.96511366658451
Mar06,13.7403815995348
Abr06,-0.810083023994114
May06,13.6482785653996
Jun06,9.14086179220475
Jul06,7.03328595151628
Ago06,20.7981842010744
Sep06,18.3565208359026
Oct06,17.9986081093709
Nov06,19.7018478478702
Dic06,11.0017424421331
Ene07,12.73606057569
Feb07,5.87615150354677
Mar07,12.2462827730434
Abr07,14.460923972153
May07,19.6418822402239
Jun07,21.1054567730629
Jul07,25.0994100304438
Ago07,14.1904469886452
Sep07,12.0455938673907
Oct07,21.5675867396749
Nov07,14.6563536495821
Dic07,19.7729933148655
Ene08,21.0793777770041
Feb08,22.6269279104577
Mar08,12.9309258091075
