"Fecha","Tasa de Encaje"
Ene92,22.0919727438923
Feb92,18.9731572815534
Mar92,18.1820152314001
Abr92,14.7696669537755
May92,16.7323110241721
Jun92,18.2137852561892
Jul92,11.7601619060155
Ago92,16.2309750685289
Sep92,19.6302641277641
Oct92,16.9709527353926
Nov92,21.489332192827
Dic92,14.9271536790182
Ene93,21.2532523850824
Feb93,16.6424008069939
Mar93,18.7722940922812
Abr93,18.7029664966826
May93,23.6715573139906
Jun93,22.2025466165373
Jul93,13.0474981870921
Ago93,16.5727384767069
Sep93,18.8755198389794
Oct93,13.4092632547126
Nov93,16.3551745947834
Dic93,10.0586919024754
Ene94,13.8451233530816
Feb94,11.0032873470443
Mar94,7.93703779397627
Abr94,8.77603365907438
May94,9.20846303834707
Jun94,8.46561744368557
Jul94,10.0737945138436
Ago94,9.61703923121965
Sep94,7.66881556974596
Oct94,8.44946793228278
Nov94,9.27934685384103
Dic94,7.87990792852486
Ene95,9.7910272534495
Feb95,9.213613822116
Mar95,8.50839456057439
Abr95,9.25040276520207
May95,12.145680778032
Jun95,10.074749715033
Jul95,11.615079098653
Ago95,11.9757216049904
Sep95,11.920520879149
Oct95,12.1312729972843
Nov95,12.4936198069728
Dic95,12.9301846186828
Ene96,14.2922613222688
Feb96,13.3117190995605
Mar96,13.5029261667851
Abr96,11.1691844256995
May96,10.9550482395244
Jun96,10.6318062824936
Jul96,12.7976294381063
Ago96,11.7392659696325
Sep96,13.1217266523278
Oct96,10.9345665539733
Nov96,12.1176718834708
Dic96,12.0394091069815
Ene97,12.6839877463349
Feb97,12.9206214012293
Mar97,13.9414099868221
Abr97,10.6921192951158
May97,10.3479014791172
Jun97,10.5665962511157
Jul97,11.719204362733
Ago97,10.7782274060583
Sep97,11.411183990093
Oct97,10.7562290175005
Nov97,10.7552978911238
Dic97,11.6682545381416
Ene98,10.479397366231
Feb98,11.5997548379974
Mar98,11.3532036149462
Abr98,11.598215152869
May98,11.2350073696117
Jun98,11.4000264148775
Jul98,12.3372389336375
Ago98,11.5512553308302
Sep98,12.5010096718805
Oct98,12.9787906850061
Nov98,13.4948002087865
Dic98,14.2391277279799
Ene99,12.5501467795315
Feb99,12.9058719684361
Mar99,13.2872542359201
Abr99,13.1916761150457
May99,14.8991917596984
Jun99,15.1158576868746
Jul99,15.5412547210108
Ago99,14.6700207513585
Sep99,13.3175961272371
Oct99,14.2240276491556
Nov99,15.0847734559031
Dic99,15.9320910530682
Ene00,14.6640577075431
Feb00,13.267950459534
Mar00,12.4966788056667
Abr00,12.2084154133376
May00,14.1692898805276
Jun00,12.8884454594997
Jul00,16.3266823919855
Ago00,15.2504053403631
Sep00,11.7452216462954
Oct00,12.3934891151346
Nov00,12.7279352093988
Dic00,13.7485430961772
Ene01,14.4074891554153
Feb01,13.3719612332483
Mar01,12.805812048156
Abr01,12.3418530771997
May01,12.6306103316446
Jun01,13.2385653251599
Jul01,14.5195040587275
Ago01,13.743597672931
Sep01,13.4027226109112
Oct01,15.1376749194919
Nov01,13.0082984844929
Dic01,13.7528400982625
Ene02,13.6255431733685
Feb02,13.4826638071579
Mar02,12.2406743144323
Abr02,12.261122932869
May02,12.2053332193454
Jun02,11.8382400103468
Jul02,13.9503974517614
Ago02,12.4673028713185
Sep02,11.4773190325307
Oct02,12.0027763787436
Nov02,12.2335340818965
Dic02,12.9334109819606
Ene03,12.7099469239555
Feb03,12.4503477057656
Mar03,11.5289011383521
Abr03,11.6738508891386
May03,11.4098008569233
Jun03,12.0823965693808
Jul03,11.6509073900667
Ago03,10.5752640459878
Sep03,11.0149199387978
Oct03,10.3499444005604
Nov03,11.6906076799113
Dic03,11.3911780648162
Ene04,10.6340298884779
Feb04,10.7182950603118
Mar04,10.2072768102448
Abr04,10.0587013909025
May04,10.3650488886592
Jun04,11.155937726367
Jul04,12.4785305242137
Ago04,11.0031447940749
Sep04,9.79575167249491
Oct04,9.93580576416647
Nov04,9.13248713228398
Dic04,9.99051988942136
Ene05,9.31058194949794
Feb05,8.91552852616557
Mar05,8.88611081060213
Abr05,9.18302020453614
May05,9.48836756286253
Jun05,9.84816848681634
Jul05,10.8921658343438
Ago05,9.97055335628208
Sep05,10.0011055375802
Oct05,9.28292931649162
Nov05,9.22842401578731
Dic05,9.26077066269383
Ene06,9.56018220217793
Feb06,9.42184008766983
