"Fecha","Mineria Metalica"
Ene95,10.0945560810163
Feb95,7.97362665446196
Mar95,11.3501703893103
Abr95,6.05883718787927
May95,1.05363163463138
Jun95,3.32971961101058
Jul95,2.4455484270234
Ago95,10.0246534006664
Sep95,12.2741007096992
Oct95,11.363944344335
Nov95,15.3678296994408
Dic95,5.9909730366463
Ene96,2.25048382626079
Feb96,2.91004017934159
Mar96,7.32250549558864
Abr96,5.57277925097879
May96,6.15433833939297
Jun96,8.9843442095692
Jul96,9.74705313315243
Ago96,6.08571018540879
Sep96,-0.434054930445665
Oct96,9.49853792575485
Nov96,1.05804874328848
Dic96,5.3774900796591
Ene97,9.3855460691165
Feb97,19.6303783099272
Mar97,13.0151671154889
Abr97,17.8869752255755
May97,16.1370317868494
Jun97,11.1721508996584
Jul97,9.45302047766312
Ago97,14.2315846514698
Sep97,19.1917594480044
Oct97,10.747964952293
Nov97,17.2109286583486
Dic97,10.5687459673279
Ene98,4.77165051888784
Feb98,1.73289100647811
Mar98,1.45448450117686
Abr98,-0.900276835119275
May98,-7.12483533460702
Jun98,-3.02170029701985
Jul98,2.93305926940182
Ago98,2.31875996043712
Sep98,-0.151062457589519
Oct98,1.97245832307696
Nov98,0.239954305213597
Dic98,8.51168396827237
Ene99,18.1427956614297
Feb99,10.957864268751
Mar99,12.7733885294817
Abr99,13.7929991485328
May99,20.6203134637677
Jun99,25.3391262013314
Jul99,11.7318497520754
Ago99,14.3260237811376
Sep99,11.9592028803143
Oct99,13.7343628827738
Nov99,14.5882444947133
Dic99,9.22042342604956
Ene00,9.40266654898313
Feb00,9.60222604574682
Mar00,-1.15337180228945
Abr00,6.91388738536426
May00,5.28372626793391
Jun00,-2.2238065683052
Jul00,2.13745729862079
Ago00,2.33308085565801
Sep00,9.08613367811569
Oct00,6.42041321206335
Nov00,3.7489930817629
Dic00,1.78515899735708
Ene01,-2.02118857118472
Feb01,-7.25744458740857
Mar01,3.67511630602251
Abr01,-0.865382722943174
May01,4.46655434356089
Jun01,4.55319325310312
Jul01,29.8906259455655
Ago01,28.6540565043891
Sep01,29.5458415490277
Oct01,32.1259586309838
Nov01,27.9641765336662
Dic01,45.6712907671399
Ene02,37.007234245318
Feb02,27.8083333911438
Mar02,34.5945247451671
Abr02,28.1648771188775
May02,22.7520190765959
Jun02,29.3053156612311
Jul02,-2.19350371053203
Ago02,7.68981190487692
Sep02,0.923430171962122
Oct02,1.61548159986038
Nov02,2.75532293753636
Dic02,-8.36981847337542
Ene03,1.86019101366426
Feb03,9.04607591800815
Mar03,-0.358282361932014
Abr03,6.23671418498422
May03,11.2150211287172
Jun03,7.17784600809531
Jul03,12.4600628515006
Ago03,-0.258978417691687
Sep03,7.46891266702029
Oct03,4.17607847401956
Nov03,4.41831870755034
Dic03,2.5592578223202
Ene04,8.64239844269204
Feb04,18.82614756562
Mar04,12.5496555148523
Abr04,14.4678949952702
May04,2.68507549626531
Jun04,2.69326348278007
Jul04,1.560181834266
Ago04,10.6899108253994
Sep04,6.55277974685166
Oct04,4.61262966029542
Nov04,8.38474790189763
Dic04,16.8657691434358
Ene05,2.68020996092979
Feb05,-0.874938629217753
Mar05,2.65434134834169
Abr05,-2.96892090039627
May05,4.30886708185972
Jun05,6.87618280599458
Jul05,14.4474658687352
Ago05,4.47303578962087
Sep05,7.86198861900391
Oct05,16.2025624490639
Nov05,12.2473491472253
Dic05,10.1194342686537
Ene06,5.65192949627062
Feb06,0.69140507911597
Mar06,11.2477805530353
Abr06,9.520348706603
May06,7.56478423160886
Jun06,3.548726188284
Jul06,1.35997222624664
Ago06,-0.904355731035881
Sep06,-3.70406631204826
Oct06,-8.06576307375736
Nov06,-3.78333242445541
Dic06,-7.43213128555009
Ene07,-7.09429717487569
Feb07,-2.56022992260907
Mar07,0.767457834549914
Abr07,-1.02305229605962
May07,2.20487653589439
Jun07,-1.13325258630859
Jul07,5.37774716303833
Ago07,10.343459733124
Sep07,11.8046986357318
Oct07,8.90108142587554
Nov07,2.96636907697556
Dic07,13.8982933853623
Ene08,3.50102037913933
Feb08,20.066198671786
Mar08,4.1900552258438
Abr08,8.05118753654723
May08,10.0682181389186
Jun08,14.033138703727
Jul08,6.51013450022419
Ago08,6.54328537246133
Sep08,4.11721581134719
Oct08,0.735491131878231
Nov08,11.4352414498014
Dic08,0.143359402261555
Ene09,12.7225759446387
Feb09,-6.53487241351334
Mar09,-3.11583335899809
Abr09,-0.586624880480844
May09,-1.8683065820617
Jun09,-4.41739809858783
Jul09,-4.57933737816465
Ago09,-1.44254897921912
Sep09,-3.89525114647429
Oct09,0.202246467332531
Nov09,-3.41005499475084
Dic09,-6.38148777969818
Ene10,-1.06756445577184
Feb10,0.809790413585903
Mar10,-3.68014383299794
Abr10,-2.79796436927843
May10,-3.08600523612586
Jun10,7.31553908766123
Jul10,-1.00892401576529
Ago10,-9.81336498220646
Sep10,-6.64815259560558
Oct10,-4.26792661110828
Nov10,-6.51515824194548
Dic10,-0.77078489647836
Ene11,-3.73645296853502
Feb11,-6.87384796302286
Mar11,1.30035023126956
Abr11,-10.7246080114884
May11,-2.79848625783315
Jun11,-9.13836387786247
Jul11,-4.24931622921762
Ago11,2.51597189789083
Sep11,4.12402931337455
Oct11,-2.20838046784528
Nov11,1.04717497317203
Dic11,5.64846413362252
Ene12,-0.549395622239072
Feb12,3.47189072404687
Mar12,6.89509943197251
Abr12,8.54212438064636
May12,4.25950467241931
Jun12,4.80959318102074
Jul12,6.82901376092906
Ago12,1.81744386643548
Sep12,2.02528984017352
Oct12,-3.0499925655617
Nov12,-0.364302301670821
Dic12,-2.86282331040114
Ene13,-7.39995910697523
Feb13,-2.2547781272562
Mar13,-4.18076655924854
Abr13,5.25218164913903
May13,2.50092142687969
Jun13,8.69124706796153
Jul13,7.04215302102989
Ago13,11.068225705035
Sep13,2.38433208212563
Oct13,11.1943379372278
Nov13,7.70013057542915
Dic13,8.40237016431031
Ene14,8.28642347981699
Feb14,9.34527042563746
Mar14,-0.755931309438214
Abr14,-7.93107586405053
May14,-2.84362145015269
Jun14,-6.97331045692453
Jul14,-4.38234341770094
Ago14,-4.44659862082119
Sep14,-4.75754956875528
Oct14,0.172894477650752
Nov14,-0.909085674185111
Dic14,-7.66588698732099
Ene15,6.25392607944625
Feb15,-0.337716058763829
Mar15,14.936167317886
Abr15,18.3911799222993
May15,9.19952736372476
Jun15,15.6377430746993
Jul15,19.1956072509525
Ago15,13.8491174113778
Sep15,22.831912281444
Oct15,17.4873743425263
Nov15,17.9910214609421
Dic15,31.5914891687037
Ene16,18.8600214852193
Feb16,33.5901989135355
Mar16,23.2999288134463
Abr16,27.602868529032
May16,36.4320739512742
Jun16,22.3642967118574
Jul16,15.9932014078242
Ago16,20.0226668002428
Sep16,16.8844149248243
Oct16,21.6557952776214
Nov16,15.5213944570333
Dic16,8.64246187884883
Ene17,14.2910597907566
Feb17,1.66647624184483
Mar17,-2.50319111794902
Abr17,2.07330274406766
May17,1.89430245663211
Jun17,7.07555150051709
Jul17,4.90711587312424
Ago17,4.68023669567661
Sep17,9.53283258097713
Oct17,-1.1542870528692
Nov17,5.38640494066678
Dic17,7.142418336063
Ene18,-2.19675413399801
Feb18,1.201550055769
Mar18,4.96864360100991
Abr18,-0.927156003536685
May18,0.204415632150696
Jun18,-5.94681084844953
Jul18,-5.88828442726988
Ago18,-0.124690819611621
Sep18,-1.68095587307788
Oct18,-3.35831289691572
Nov18,-4.06396409680668
Dic18,-1.83897510753477
Ene19,-1.39188866810144
Feb19,-5.80185248999961
Mar19,0.505858790272261
Abr19,-1.37140233612745
May19,0.0111839264940343
Jun19,-2.49655368546863
Jul19,-0.577483488727896
Ago19,-0.330696281501495
Sep19,-4.88983872784145
Oct19,0.14052969300747
Nov19,3.67677144440431
Dic19,1.8298698865499
Ene20,2.66989917846856
Feb20,1.95576961820447
Mar20,-23.2623768376036
Abr20,-47.2830343350051
May20,-49.8845973558919
Jun20,-13.6332568530889
Jul20,-6.47598498973638
Ago20,-10.5540050394546
Sep20,-11.2700275497616
Oct20,-1.1285858671236
Nov20,-3.24051483904071
Dic20,-2.76012494281976
Ene21,-7.07166392113363
Feb21,-0.89227219070018
Mar21,20.6986171854417
Abr21,76.78303577907
May21,82.6705858451741
Jun21,7.20969317855302
Jul21,6.5071231969575
Ago21,7.77736892677524
Sep21,12.2849240574648
Oct21,0.567086142945148
Nov21,-5.74771937208436
Dic21,-6.35015597546712
Ene22,3.60650528237499
Feb22,-2.09487744876381
Mar22,-2.83416532537926
Abr22,-4.66702133553256
May22,-9.82823378552151
Jun22,1.41749292980772
Jul22,-5.99129033479294
Ago22,-3.98356880339155
Sep22,-0.0641695667655873
Oct22,4.46285517502499
Nov22,7.23066685981965
Dic22,11.1190155914815
Ene23,-1.72622744006273
Feb23,2.59098707205888
Mar23,8.69593099238211
