"Fecha","Produccion minera e Hidrocarburos"
Ene95,-7.54747089408845
Feb95,-2.6758210143406
Mar95,-3.36884792495752
Abr95,-0.403135236392694
May95,-5.53801754334025
Jun95,-3.16919420396417
Jul95,-6.42346267795617
Ago95,-1.87949372247704
Sep95,-7.41545516963722
Oct95,-5.69149495978474
Nov95,-5.19554984789603
Dic95,-2.15612851610953
Ene96,-5.85052669973536
Feb96,-2.38059283223224
Mar96,-4.25082498260782
Abr96,-4.95925956015774
May96,-5.72181631860281
Jun96,-3.43168095534564
Jul96,-1.07282748051244
Ago96,-3.0709343626174
Sep96,5.40157332864577
Oct96,6.84244370049891
Nov96,1.29804871227807
Dic96,3.75849407625535
Ene97,1.63841588250211
Feb97,-1.45448011618536
Mar97,3.90716243943739
Abr97,5.31312162938259
May97,3.04616198136555
Jun97,-1.72754934593982
Jul97,-4.60824421676344
Ago97,-3.68264873902878
Sep97,-6.25846451833286
Oct97,-6.77094701921737
Nov97,-4.65829885250584
Dic97,-4.76603528644673
Ene98,-1.81728137849218
Feb98,-1.62933204520708
Mar98,-11.8020178855864
Abr98,-8.92702857507686
May98,-7.26770105307321
Jun98,-4.13813791753535
Jul98,2.73741679672423
Ago98,3.54031049536342
Sep98,3.05755812988851
Oct98,3.64479997938681
Nov98,3.37068711666832
Dic98,-0.369905203167813
Ene99,-3.05581798393602
Feb99,-6.57639230595709
Mar99,-0.460555232224313
Abr99,-4.65303171569661
May99,-8.58406693439147
Jun99,-5.65997715812157
Jul99,-9.05557397569927
Ago99,-12.7327458187443
Sep99,-12.3704706865674
Oct99,-13.7878866367442
Nov99,-9.33378439069459
Dic99,-11.5834968791571
Ene00,-12.0309339911678
Feb00,-7.76907465615112
Mar00,-9.14576342516589
Abr00,-9.71443386087829
May00,-3.7316592490111
Jun00,-6.26000912347307
Jul00,-6.04346071602877
Ago00,-3.47158338878153
Sep00,-6.36966844888836
Oct00,-5.83374263770862
Nov00,-5.8862473294294
Dic00,-2.90595090796848
Ene01,-2.32657729937479
Feb01,-6.95735611172996
Mar01,-3.83813031000857
Abr01,-0.248036069920254
May01,3.34824977135122
Jun01,-11.1968163713849
Jul01,-4.51643413969711
Ago01,-2.36942339441157
Sep01,-0.374554239323863
Oct01,0.562216883372445
Nov01,-3.4429068978775
Dic01,3.42142386443275
Ene02,4.1802147662123
Feb02,5.19511839141484
Mar02,3.79393411343433
Abr02,-1.6709214886521
May02,-6.88217488163303
Jun02,5.88279444205337
Jul02,-1.44631060556866
Ago02,-1.54779360798833
Sep02,-0.430680860322961
Oct02,-1.63253599934023
Nov02,1.77200627108633
Dic02,-5.43327444710085
Ene03,-7.38553769071433
Feb03,-7.89629764348434
Mar03,-4.76133655969996
Abr03,-1.2691319305775
May03,-3.47104662929765
Jun03,-0.343232894185951
Jul03,-4.45083253356894
Ago03,-8.69260057555207
Sep03,-6.7559932832221
Oct03,-6.08647490778563
Nov03,-9.51893849699044
Dic03,-3.70056245377542
Ene04,-5.51205994893326
Feb04,-4.47230519811471
Mar04,-9.63479785500163
Abr04,-9.66049789013943
May04,-8.54228675224616
Jun04,-4.90196605486343
Jul04,-0.0623263277685509
Ago04,6.39641362729731
Sep04,16.1237633436614
Oct04,22.8503924273169
Nov04,24.9166301114468
Dic04,12.0320365727264
Ene05,21.8866292501319
Feb05,27.7711208210935
Mar05,27.9246707194838
Abr05,32.9909410125947
May05,30.5159578808715
Jun05,28.2810878167665
Jul05,28.2832335988954
Ago05,21.8642753954488
Sep05,1.25966061575707
Oct05,-0.212501342220258
Nov05,-2.86662342875702
Dic05,4.55379682573551
Ene06,4.57652915835024
Feb06,1.20405589572681
Mar06,-8.4051125170228
Abr06,0.441257395206323
May06,3.36018753454806
Jun06,3.85502113046499
Jul06,5.50667621324256
Ago06,7.57716310055171
Sep06,12.0694699512681
Oct06,-3.11471565038245
Nov06,14.0209506988432
Dic06,11.6170145836955
Ene07,7.63477305687496
Feb07,2.17044581551801
Mar07,6.54411441729901
Abr07,-1.98201874152951
May07,5.00374809470141
Jun07,-0.210221416328222
Jul07,-2.02608960532751
Ago07,-9.36800534201822
Sep07,-0.150202229973791
Oct07,11.0974977192095
Nov07,-1.21065226051346
Dic07,2.26651674195889
Ene08,-7.72100415527212
Feb08,5.6248846454199
Mar08,-3.81654401168575
Abr08,5.34941414909544
May08,-7.35654501003197
Jun08,-0.42727606048451
Jul08,4.47606076040094
Ago08,7.73526398446249
Sep08,8.93405131974269
Oct08,20.6795823963475
Nov08,26.0443496633522
Dic08,21.5295839668372
Ene09,34.6981138191856
Feb09,15.5332521973606
Mar09,43.9230857396282
Abr09,15.8764924127348
May09,24.021341674693
Jun09,14.7704045100173
Jul09,18.9154726944133
Ago09,23.5620943032551
Sep09,17.7009303804887
Oct09,4.26910126007716
Nov09,2.23465552695248
Dic09,2.76809995340733
Ene10,3.50494282635376
Feb10,14.5779186041181
Mar10,7.64021308203027
Abr10,15.4159503231457
May10,13.7244778114298
Jun10,21.1127000893098
Jul10,15.2082624453058
Ago10,20.2749506831636
Sep10,18.8639729614547
Oct10,20.4998322129295
Nov10,17.7964089110709
Dic10,18.4347303598508
Ene11,16.2468696244137
Feb11,11.4091899201879
Mar11,9.84510003039597
Abr11,12.7130593311803
May11,14.4061340569717
Jun11,7.38495173771617
Jul11,5.10935207570121
Ago11,0.326773639035606
Sep11,-0.481213480504624
Oct11,-0.450846234193077
Nov11,-1.61216246330381
Dic11,-2.00793842186352
Ene12,-10.5175986063037
Feb12,2.19642412445703
Mar12,2.81549434327309
Abr12,-4.83093749812856
May12,-2.67214759593697
Jun12,0.222434948111796
Jul12,0.698291613207465
Ago12,3.37846073357878
Sep12,6.65264324884061
Oct12,7.64937048693177
Nov12,0.977529476482155
Dic12,6.22491059935137
Ene13,17.8622313446016
Feb13,7.73900816881318
Mar13,8.49833494430061
Abr13,15.4242762052891
May13,12.7254687746649
Jun13,10.4641146978312
Jul13,4.14224235412178
Ago13,6.69503857881884
Sep13,0.216648098191493
Oct13,-7.56921335594471
Nov13,9.96942339545152
Dic13,3.5901429757045
Ene14,-2.43483165107975
Feb14,1.88791255142536
Mar14,9.4479663440682
Abr14,5.95797177315865
May14,0.879069216497198
Jun14,-2.62172674321919
Jul14,6.88061034345378
Ago14,-2.27290041884558
Sep14,3.04628639333078
Oct14,17.602979161127
Nov14,5.67561746285849
Dic14,4.41945835686474
Ene15,5.05521227055944
Feb15,-7.23784140419414
Mar15,-9.64450545886761
Abr15,-17.1072751656242
May15,-22.1023338634006
Jun15,-3.41832374096555
Jul15,-15.0816509401073
Ago15,-19.9177035270073
Sep15,-19.3632810051627
Oct15,-11.4720022599033
Nov15,-10.470160203457
Dic15,-5.5412954832126
Ene16,-29.5222482963159
Feb16,-13.5607056955783
Mar16,-11.8024444421948
Abr16,1.81830403807553
May16,17.3324795911654
Jun16,-12.1724191243939
Jul16,5.24154276540744
Ago16,15.9145952458256
Sep16,2.08015170477929
Oct16,-10.8063023574077
Nov16,-5.91898637172898
Dic16,-9.45919895277803
Ene17,19.5210021571491
Feb17,1.24398813584558
Mar17,-2.75004263962214
Abr17,-9.8836140644936
