"Fecha","Indice de Precios al Consumidor No Transables"
Feb92,6.55203365390706
Mar92,8.71242786861175
Abr92,3.10463751420742
May92,3.17202718778756
Jun92,4.15523577224136
Jul92,4.10666025585542
Ago92,2.74993160589224
Sep92,2.25557520964012
Oct92,2.31308800006787
Nov92,2.7083062431985
Dic92,3.50306579623317
Ene93,5.17560302978893
Feb93,3.32446198211395
Mar93,4.27546828147856
Abr93,4.79926894923336
May93,2.60519130353582
Jun93,1.68227404698766
Jul93,3.11720697734045
Ago93,3.07738972556282
Sep93,1.71148349225036
Oct93,1.31237745245045
Nov93,1.56055438934387
Dic93,2.76405294184864
Ene94,2.51752626461774
Feb94,2.52029076298401
Mar94,2.86738704913806
Abr94,1.85391439572154
May94,0.496191509076839
Jun94,1.33716216974591
Jul94,0.954766547022635
Ago94,1.64708316769842
Sep94,0.286361784706747
Oct94,-0.244146791285774
Nov94,1.4652014667969
Dic94,0.312858859214654
Ene95,0.184799040237017
Feb95,1.48103442996069
Mar95,1.48948577192591
Abr95,0.852222348952264
May95,0.985818094691823
Jun95,0.748237440286514
Jul95,0.297061341391339
Ago95,1.22458860981136
Sep95,0.3491477359005
Oct95,0.42325652533047
Nov95,1.70881886778599
Dic95,0.374706310818377
Ene96,1.40377396430954
Feb96,1.94340432574053
Mar96,1.64861500441026
Abr96,0.686330973340614
May96,0.547506867198231
Jun96,0.44541369533958
Jul96,2.14818189081713
Ago96,1.30964435070195
Sep96,0.365222178203161
Oct96,0.984092390600051
Nov96,0.140894952622201
Dic96,1.52768295591703
Ene97,0.668580013768316
Feb97,-0.243389757646818
Mar97,1.76922824215506
Abr97,0.248477425667032
May97,0.876110804066674
Jun97,1.51966603768523
Jul97,1.16108454994453
Ago97,0.0797721863999697
Sep97,0.292289752763395
Oct97,0.0425463036655251
Nov97,-0.20112781835672
Dic97,0.555001369584797
Ene98,0.777883380896818
Feb98,1.32835068668417
Mar98,1.54090010759172
Abr98,0.713739196772736
May98,0.888056394975261
Jun98,0.73942755838895
Jul98,0.570113675321893
Ago98,0.174060826582703
Sep98,-1.26032611032473
Oct98,-0.981137729523437
Nov98,-0.20915886342246
Dic98,0.747953022209586
Ene99,-0.237974300297196
Feb99,0.37153560434802
Mar99,0.844328142031375
Abr99,0.435660734475779
May99,0.499794342069516
Jun99,0.339228740448319
Jul99,0.651425655319419
Ago99,-0.331433115754445
Sep99,0.590528979680752
Oct99,-0.518239988706125
Nov99,0.19257969795912
Dic99,0.7461746476627
Ene00,0.0233241226255831
Feb00,0.676461584733237
Mar00,0.875072479591747
Abr00,0.469056638868785
May00,-0.47275516323645
Jun00,-0.100602351968973
Jul00,0.579819060422212
Ago00,0.66001087203557
Sep00,0.680582532781105
Oct00,0.0785583959913181
Nov00,-0.451767141134065
Dic00,0.0323575958276092
Ene01,0.136154742499968
Feb01,0.519622988853914
Mar01,1.09358220970388
Abr01,-0.932870491369629
May01,-0.252767631999235
Jun01,-0.0863316787117802
Jul01,0.610669847031821
Ago01,-0.240767009863809
Sep01,0.159896921944767
Oct01,0.164312365603892
Nov01,-0.846449393663245
Dic01,0.163235257650284
Ene02,-0.699276829621123
Feb02,0.095061448429057
Mar02,0.951678685060559
Abr02,0.648692075641092
May02,0.145491411513204
Jun02,-0.469902331844555
Jul02,-0.0319832954600515
Ago02,0.048801078848727
Sep02,0.323904699537758
Oct02,0.94660602981109
Nov02,-0.621736983676559
Dic02,-0.0586878760127049
Ene03,0.270380576325241
Feb03,0.70877000515965
Mar03,1.62355100049944
Abr03,-0.182128032302942
May03,0.181194009833826
Jun03,-0.784912088228481
Jul03,-0.0637962507138736
Ago03,-0.0447339382595492
Sep03,0.822992733169068
Oct03,0.09615272590335
Nov03,0.120950044650392
Dic03,0.534926476509417
Ene04,0.70850894953674
Feb04,1.16537471543532
Mar04,0.231706685356445
Abr04,-0.291460264420421
May04,0.254771108200377
Jun04,0.636813197160427
Jul04,0.0974033154744072
Ago04,-0.2120163552357
Sep04,0.0519188637984356
Oct04,-0.238578961329028
Nov04,0.14255378355315
Dic04,-0.0551767543887298
Ene05,0.343789741119835
Feb05,-0.317579659040075
Mar05,0.925435981009154
Abr05,0.0615268964349441
May05,-0.00929820071016049
Jun05,0.385518515255998
Jul05,0.434615574432247
Ago05,-0.464594064437681
Sep05,-0.352675766055772
Oct05,0.148635029844604
Nov05,-0.0308391592135816
Dic05,0.657220130115944
Ene06,0.847187205054255
Feb06,0.819845923650037
Mar06,0.472655230347369
Abr06,0.0538328095234909
May06,-0.881607749974158
Jun06,-0.311661092928586
Jul06,-0.164393481582014
Ago06,0.268694095494938
Sep06,0.114448027820141
Oct06,0.487151316272426
Nov06,-0.411040106364013
Dic06,0.11099011930321
Ene07,-0.00797024217461296
Feb07,0.349931513482835
Mar07,0.522924424384606
Abr07,-0.0116949123793315
May07,0.379013434764405
Jun07,0.555958131091581
Jul07,0.644797664268623
Ago07,-0.0602423502956296
Sep07,0.879709995871125
Oct07,0.166797404124409
Nov07,-0.278685129259419
Dic07,0.469663142274986
Ene08,0.0179735354111957
Feb08,1.23933729379835
Mar08,1.50495497648593
Abr08,-0.0164758024780467
May08,-0.0268259297580576
Jun08,0.861761688453438
Jul08,0.728295107935657
Ago08,0.740322887450773
Sep08,0.840569283093375
Oct08,0.670127973337824
Nov08,0.49725713271258
Dic08,0.773059768409441
Ene09,0.668843358188922
Feb09,0.354885756882776
Mar09,0.698311271655985
Abr09,-0.10577124911855
May09,-0.227301470403801
Jun09,-0.61285960184485
Jul09,0.268613099230708
Ago09,-0.385146287950872
Sep09,-0.306144826476863
Oct09,0.130473467153195
Nov09,-0.297850811843084
Dic09,0.574603907162946
Ene10,0.220724401521427
Feb10,0.30109983697663
Mar10,0.21286523787525
Abr10,-0.204107992579927
May10,0.163854010667718
Jun10,0.37925068781551
Jul10,0.622563236409466
Ago10,0.330327994311688
Sep10,-0.0468523933059605
Oct10,-0.367342855522398
Nov10,-0.1173273678741
Dic10,0.11249960162762
Ene11,0.285225264684144
Feb11,0.585659504305025
Mar11,0.918346582150898
Abr11,0.668547194833245
May11,-0.302913984131913
Jun11,-0.112960470112434
Jul11,1.11963738227731
Ago11,0.310074064367873
Sep11,0.288597897373164
Oct11,0.325154504769044
Nov11,0.464060351651667
Dic11,0.386731742259261
Ene12,-0.136391566133679
Feb12,0.423602126386557
Mar12,1.10179517594805
Abr12,0.529303609720507
May12,-0.145812914331244
Jun12,-0.0877924748665434
Jul12,0.20449013415578
Ago12,0.622570614194225
Sep12,0.710569298617517
Oct12,-0.274222692728611
Nov12,-0.196002427925624
Dic12,0.459453191959567
Ene13,0.177740881087553
Feb13,-0.219577464172696
Mar13,1.24234934852211
Abr13,0.301078262763019
May13,0.167891245801726
Jun13,0.216344893754037
Jul13,0.662565994733232
Ago13,0.584023366851849
Sep13,0.0755774161753268
Oct13,0.0628331968209158
Nov13,-0.365218940353425
Dic13,0.115625263906616
Ene14,0.299322876206829
Feb14,0.793388555664888
Mar14,0.590699134608858
Abr14,0.407981957471153
May14,0.204975134704235
Jun14,0.220191824159996
Jul14,0.543876438860331
Ago14,-0.142166383257386
Sep14,0.187288294363119
Oct14,0.469530491578782
Nov14,-0.25340039074939
Dic14,0.460968377912562
Ene15,0.561203029682106
Feb15,0.434082829783333
Mar15,0.879025775498579
Abr15,0.380376948582753
May15,0.479020505144729
Jun15,0.0695353819881817
Jul15,0.575891676740723
Ago15,0.455629115639419
Sep15,0.026446676068202
Oct15,0.186083288226694
Nov15,0.46354400543962
Dic15,0.625607130291414
Ene16,0.570282188348043
Feb16,0.146110032588733
Mar16,0.805838173254182
Abr16,-0.13734018684777
May16,-0.114061794622245
Jun16,-0.0847180509168873
Jul16,-0.0776730246956076
Ago16,0.416262901952487
Sep16,0.23529550506351
Oct16,0.470066411582648
Nov16,0.37321405032478
Dic16,0.473116168447408
Ene17,0.230000508287882
Feb17,0.355595225450008
Mar17,1.82145764629469
Abr17,-0.575830676487728
May17,-0.787880280027804
Jun17,-0.300929104306724
Jul17,0.299642284585511
Ago17,0.939128270447714
Sep17,-0.118643402017953
Oct17,-0.668515590153731
Nov17,-0.267062363719774
Dic17,0.357489785652376
Ene18,0.210226693766536
Feb18,0.317729137045221
Mar18,0.76484116646876
Abr18,-0.319688210628397
May18,-0.188889079975112
Jun18,0.194600522484422
Jul18,0.468266455833466
Ago18,0.135673752878284
Sep18,0.243411199170205
Oct18,0.0515960465539076
Nov18,0.169523622681896
Dic18,0.32245046948026
Ene19,0.12465494141821
Feb19,0.18337136763226
Mar19,0.964714784408338
Abr19,0.189206823837234
May19,0.107777999353512
Jun19,-0.170460389018213
Jul19,0.167029937344677
Ago19,-0.0447056348614381
Sep19,-0.0330236467729605
Oct19,0.154406668642901
Nov19,0.188703562308478
Dic19,0.371367554234957
Ene20,0.0830147996586657
Feb20,0.0972759748337377
Mar20,0.748926427519949
Abr20,-0.102267539478731
May20,0.257529676219527
Jun20,-0.471950432381322
Jul20,0.722484425122051
Ago20,-0.265506065250551
Sep20,0.117852553299159
Oct20,-0.025091137527002
Nov20,0.702580593789177
Dic20,-0.00613287433762794
Ene21,0.832154861713774
Feb21,-0.424667568256963
Mar21,1.02639683646071
Abr21,-0.361898920713768
May21,0.158004649718983
Jun21,0.363325070432418
Jul21,0.87645346425344
Ago21,0.952924927657845
Sep21,0.566009227678755
Oct21,0.654660628902536
Nov21,0.157336271480535
Dic21,0.828084910472376
Ene22,-0.0825443103422998
Feb22,0.123139491201066
Mar22,1.52720046547844
Abr22,0.970528013495853
May22,0.28246351450698
Jun22,1.36144876770788
Jul22,0.990705433660865
Ago22,0.856480555975045
Sep22,0.704383780056511
Oct22,0.183810944812385
Nov22,0.617866492191806
Dic22,1.00110040432951
Ene23,0.241534719409389
Feb23,0.207519021102731
Mar23,1.49355607800597
Abr23,0.466262313432815
